Batting_average On-base_percentage Runs Hits Doubles Triples HomeRuns Runs_batted_in Walks Strike-Outs Stolen_bases Errors Free_agency_eligibility Free_agent Arbitration_eligibility Arbitration Y outlier number
0.00443 -0.12692 0.59712 0.27338 0.51036 0.26057 -0.11836 -0.13623 -0.00072 0.86723 -0.36457 2.91086 -0.81246 -0.36176 2.04563 -0.17487 -0.14015 1.00000 73
2.08103 1.21173 -1.09388 -1.09677 -0.92690 -0.92074 -0.98079 -1.25428 -1.12950 -1.17549 -0.45042 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.91710 1.00000 309
0.56157 0.25555 -0.19662 -0.30556 0.51036 -0.52697 -0.54957 -0.71219 -0.48448 -0.37616 0.49399 0.54547 -0.81246 -0.36176 -0.48885 -0.17487 -0.54397 1.00000 289
0.23235 -0.59439 0.45908 1.19967 0.51036 0.26057 0.85187 1.45616 -0.48448 1.69616 -0.02115 1.22130 -0.81246 -0.36176 2.04563 5.71839 1.65686 1.00000 99
-3.49033 -2.95298 -1.61153 -1.73360 -1.59763 -0.92074 -0.98079 -1.45756 -1.33106 -1.35311 -0.70799 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.92033 1.00000 214
0.35898 -0.50940 -0.99035 -0.59503 -0.25618 -0.13320 -0.44177 -0.30563 -1.04887 -1.11628 -0.70799 -0.63722 -0.81246 -0.36176 2.04563 -0.17487 -0.38244 1.00000 106
0.13106 1.04175 0.35555 0.65933 0.03128 -0.13320 0.74407 0.88019 1.97464 1.51853 -0.70799 0.71443 -0.81246 -0.36176 2.04563 -0.17487 -0.03919 1.00000 96
0.71352 0.78676 -0.43819 -0.38275 -0.25618 -0.52697 -0.76518 -0.84772 -0.20229 -1.05707 -0.53628 -0.63722 -0.81246 -0.36176 2.04563 -0.17487 -0.24110 1.00000 85
-0.75530 -0.95562 -1.05937 -1.05817 -0.92690 -0.13320 -0.65738 -0.77995 -0.96824 -0.73142 -0.53628 -0.63722 -0.81246 -0.36176 -0.48885 -0.17487 -0.63685 1.00000 164
-0.24881 -0.08443 0.35555 0.00321 0.31873 -0.92074 -0.01056 0.37198 0.07991 -0.52419 0.23642 0.37652 1.23082 -0.36176 -0.48885 -0.17487 0.92998 1.00000 331
-0.83127 -0.29691 -0.09308 0.06110 -0.73527 0.26057 -0.98079 -0.44115 0.60398 0.36395 -0.02115 1.39025 1.23082 2.76424 -0.48885 -0.17487 0.28386 1.00000 150
0.89079 0.63802 -1.33545 -1.46343 -0.92690 -0.92074 -0.98079 -1.18652 -1.16981 -1.32351 -0.62213 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.90337 1.00000 161
0.43495 1.12674 0.70065 0.31197 0.79782 -0.52697 1.28308 1.45616 1.20869 0.71921 -0.02115 0.03860 -0.81246 -0.36176 -0.48885 -0.17487 -0.56012 1.00000 318
0.10573 -0.19067 0.14849 0.02250 -0.44781 -0.52697 1.28308 0.16870 -0.32323 0.27514 -0.27871 -0.80618 -0.81246 -0.36176 2.04563 -0.17487 -0.35821 1.00000 117
-4.93382 -5.54530 -1.61153 -1.77219 -1.59763 -0.92074 -0.98079 -1.45756 -1.41169 -1.61956 -0.70799 -1.14409 1.23082 2.76424 -0.48885 -0.17487 -0.07958 1.00000 180
-0.83127 0.12806 -1.36996 -1.40554 -1.40599 -0.92074 -0.98079 -1.32204 -0.84730 -1.11628 -0.62213 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.91145 1.00000 46
2.00506 1.89169 -1.16290 -1.17396 -1.11854 -0.92074 -0.98079 -1.08488 -0.88761 -1.26430 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.79838 1.00000 125
-2.35073 -2.25178 -1.09388 -1.42483 -1.21435 -0.52697 -0.87298 -1.32204 -1.12950 -0.93865 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.82664 1.00000 170
-0.37543 -0.95562 -0.81780 -0.45994 -0.25618 -0.92074 -0.87298 -0.67831 -0.84730 0.30474 -0.70799 -0.29931 -0.81246 -0.36176 -0.48885 -0.17487 -0.44301 1.00000 102
0.18170 0.55303 -0.64525 -0.59503 -0.54363 0.26057 -0.87298 -0.64443 -0.24260 -1.05707 -0.36457 0.71443 1.23082 -0.36176 -0.48885 -0.17487 -0.77899 1.00000 259
-0.32478 -0.04193 -0.95584 -0.92309 -0.54363 -0.52697 -0.87298 -0.98324 -0.68605 -0.40577 -0.45042 1.39025 -0.81246 -0.36176 -0.48885 -0.17487 -0.71761 1.00000 124
-1.05919 -1.50808 -0.78329 -0.59503 -0.54363 -0.52697 -0.98079 -1.01712 -0.80699 -0.76102 -0.70799 0.03860 -0.81246 -0.36176 2.04563 -0.17487 -0.41879 1.00000 149
1.34663 0.78676 0.59712 0.62074 -0.16036 1.44187 -0.87298 0.43974 -0.08134 -0.55379 0.66570 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.68935 1.00000 22
0.63754 0.06431 -1.09388 -1.03888 -0.92690 -0.52697 -0.22616 -0.61055 -1.04887 -0.76102 -0.45042 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.88318 1.00000 17
-0.75530 -0.61564 -0.71427 -0.17047 -0.06454 -0.92074 0.09725 0.10094 -0.16197 0.98565 -0.53628 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.84684 1.00000 291
0.68819 0.14931 1.28732 1.48914 1.08527 3.01695 -0.11836 0.33810 0.28148 0.24553 2.21110 -0.29931 -0.81246 -0.36176 2.04563 -0.17487 -0.03112 1.00000 271
-0.83127 -0.67939 0.45908 0.71723 0.51036 -0.52697 0.42066 0.98183 0.60398 1.28169 -0.53628 1.22130 1.23082 -0.36176 -0.48885 -0.17487 0.53181 1.00000 110
1.52390 2.74163 1.97752 1.64352 1.37272 -0.13320 2.46892 2.20153 4.15157 1.63695 -0.62213 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.50763 1.00000 279
0.35898 -0.46690 0.76967 1.16108 0.41455 0.65433 2.36112 2.03213 -0.52479 0.68960 -0.36457 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 1.65686 1.00000 225
-0.17284 0.78676 -0.16211 -0.61432 -0.63945 -0.13320 -0.65738 -0.64443 0.16054 -0.25774 0.49399 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.89126 1.00000 153
-0.50205 0.48928 1.25281 0.79442 -0.16036 0.65433 0.09725 0.23646 2.41809 2.79153 4.09992 3.41773 -0.81246 -0.36176 -0.48885 -0.17487 -0.76446 1.00000 282
-1.05919 -0.16942 -0.64525 -0.67222 -0.92690 -0.13320 -0.44177 -0.54279 0.16054 -0.70181 0.49399 -0.97513 -0.81246 -0.36176 -0.48885 -0.17487 -0.89933 1.00000 37
0.61222 0.38304 2.18458 1.70142 2.23508 3.01695 0.85187 0.54138 0.80555 2.31785 2.12524 -0.97513 1.23082 -0.36176 -0.48885 -0.17487 0.91625 1.00000 25
-1.76827 -1.72056 -0.92133 -1.09677 -0.73527 -0.52697 -0.76518 -0.88160 -0.80699 -0.49458 -0.53628 -0.80618 1.23082 2.76424 -0.48885 -0.17487 -0.68531 1.00000 132
0.35898 -0.42440 -0.30015 -0.20907 0.41455 0.26057 -0.01056 0.16870 -0.84730 -0.22814 -0.70799 0.37652 -0.81246 -0.36176 2.04563 -0.17487 -0.47532 1.00000 196
-0.02089 0.23430 1.04575 0.56284 -0.16036 1.83564 -0.65738 -0.37339 0.68461 1.04486 2.81209 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.82261 1.00000 233
0.96676 1.63670 2.25360 1.72071 -0.35200 1.04810 -0.76518 -0.20399 2.94217 0.66000 2.55452 -1.14409 1.23082 -0.36176 -0.48885 -0.17487 1.68351 1.00000 108
0.02976 0.53178 2.11556 1.02599 1.66018 0.65433 3.11574 2.47257 1.73276 1.87379 1.86768 4.09356 1.23082 -0.36176 -0.48885 -0.17487 0.86456 1.00000 21
-1.61633 -0.80688 -0.30015 -0.57573 -0.83108 -0.52697 -0.11836 -0.40727 -0.04103 -0.22814 -0.70799 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 0.74180 1.00000 179
0.94144 1.08424 0.76967 0.92950 0.41455 -0.52697 0.20505 0.91407 1.04743 0.27514 -0.62213 0.37652 -0.81246 -0.36176 -0.48885 -0.17487 -0.73377 1.00000 243
0.00443 1.50921 -1.40447 -1.63711 -1.50181 -0.92074 -0.87298 -1.28816 -1.12950 -1.35311 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.92033 1.00000 316
0.94144 0.82926 -0.95584 -0.53713 0.03128 -0.52697 -0.87298 -0.50891 -0.56511 -0.73142 -0.62213 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 -0.04565 1.00000 305
0.18170 0.78676 1.35634 0.79442 0.51036 0.65433 2.03771 1.86272 1.61182 2.02181 0.15057 -0.29931 1.23082 -0.36176 -0.48885 -0.17487 2.26259 1.00000 111
0.71352 2.55039 -1.61153 -1.75290 -1.59763 -0.92074 -0.98079 -1.49145 -1.33106 -1.58995 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.90337 1.00000 94
0.78949 0.02182 -0.61074 -0.90379 -0.35200 -0.13320 -0.44177 -0.91548 -1.04887 -0.96825 0.15057 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.88722 1.00000 255
1.37195 0.70177 0.70065 1.19967 1.27691 0.26057 -0.54957 -0.03458 -0.04103 0.51197 0.75156 -0.13035 1.23082 -0.36176 -0.48885 -0.17487 1.86926 1.00000 15
-0.72997 -0.44565 0.25202 0.23478 0.70200 -0.52697 0.74407 0.88019 0.56367 0.45277 -0.62213 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 1.29342 1.00000 98
-1.61633 -0.99811 -0.74878 -1.13537 -0.44781 -0.13320 -0.76518 -0.74607 -0.64573 -1.23470 -0.27871 0.20756 -0.81246 -0.36176 2.04563 -0.17487 -0.42282 1.00000 250
1.16936 0.44679 1.32183 2.02948 2.04345 -0.13320 0.09725 0.40586 0.24116 -0.55379 1.95353 0.54547 1.23082 -0.36176 -0.48885 -0.17487 1.87896 1.00000 56
-1.23646 -0.65814 -1.30094 -1.25115 -1.11854 -0.52697 -0.98079 -1.11876 -0.80699 -1.32351 -0.70799 -0.97513 1.23082 2.76424 -0.48885 -0.17487 -0.76607 1.00000 266
-1.13516 -0.89187 0.04496 -0.30556 -0.06454 -0.13320 0.20505 -0.20399 -0.00072 0.42316 0.40813 0.37652 1.23082 -0.36176 -0.48885 -0.17487 0.74180 1.00000 158
-0.22349 -0.23317 -0.30015 -0.22837 -0.54363 0.65433 -0.87298 -0.81384 -0.24260 -0.34656 0.40813 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.86299 1.00000 41
0.56157 0.61677 1.01124 1.25757 1.85181 0.26057 0.20505 1.25287 1.08775 1.10407 0.75156 3.07982 -0.81246 -0.36176 -0.48885 -0.17487 -0.75396 1.00000 258
0.00443 -0.76438 -0.02406 -0.13188 -0.92690 0.65433 0.31285 -0.13623 -0.92793 0.00870 -0.27871 0.37652 1.23082 2.76424 -0.48885 -0.17487 0.60692 1.00000 298
1.57455 0.93550 -0.19662 0.09970 0.03128 -0.13320 -0.65738 -0.40727 -0.48448 -1.11628 -0.53628 1.39025 -0.81246 -0.36176 2.04563 -0.17487 0.01088 1.00000 162
0.51092 1.53046 1.28732 1.04529 0.22291 -0.52697 2.36112 2.09989 2.82123 2.31785 -0.36457 1.22130 1.23082 -0.36176 -0.48885 -0.17487 2.28278 1.00000 114
-3.71825 -3.95166 -1.50800 -1.73360 -1.59763 -0.92074 -0.98079 -1.45756 -1.37138 -1.47153 -0.70799 -1.14409 -0.81246 -0.36176 -0.48885 -0.17487 -0.87106 1.00000 78
-0.09686 -0.08443 0.14849 0.52425 1.08527 2.62318 0.42066 0.84631 0.20085 1.31130 0.15057 -0.29931 -0.81246 -0.36176 -0.48885 -0.17487 -0.77819 1.00000 211
0.58689 0.38304 0.66614 0.50495 -0.35200 0.26057 -0.65738 -0.40727 0.07991 0.42316 1.52426 0.54547 -0.81246 -0.36176 2.04563 -0.17487 0.24348 1.00000 185
1.49857 0.65927 0.76967 1.25757 0.98945 3.41072 -0.54957 0.60914 -0.04103 -1.11628 -0.02115 -0.63722 1.23082 -0.36176 -0.48885 -0.17487 0.91948 1.00000 136
-0.22349 -0.59439 -0.36917 -0.09328 -0.73527 -0.13320 -0.98079 -0.57667 -0.52479 0.18632 -0.45042 1.89712 -0.81246 -0.36176 2.04563 -0.17487 -0.60454 1.00000 31
0.40962 -0.42440 0.87320 1.31546 -0.25618 4.19826 -0.98079 0.16870 -0.36354 0.03830 1.52426 -0.80618 -0.81246 -0.36176 -0.48885 -0.17487 -0.55205 1.00000 314
0.68819 1.19049 1.70144 1.23827 1.27691 0.26057 -0.65738 0.20258 1.93433 -0.61300 2.29696 0.20756 1.23082 -0.36176 -0.48885 -0.17487 0.60692 1.00000 14
-0.17284 -0.48815 1.25281 0.94880 0.60618 4.98579 -0.01056 0.84631 0.24116 1.69616 3.06966 -0.13035 -0.81246 -0.36176 -0.48885 -0.17487 -0.82261 1.00000 264
-0.52738 0.57428 -0.81780 -0.90379 -0.63945 -0.52697 -0.22616 -0.50891 -0.00072 -0.49458 -0.62213 -0.97513 1.23082 2.76424 -0.48885 -0.17487 -0.70550 1.00000 308
1.09338 0.63802 1.52889 1.58563 1.75599 0.26057 1.82210 1.49004 0.36210 0.66000 0.92327 0.88339 -0.81246 -0.36176 2.04563 -0.17487 1.21265 1.00000 139
0.05508 0.17056 0.66614 0.73652 0.31873 0.65433 0.09725 1.11735 0.76524 0.66000 -0.19286 -0.80618 1.23082 -0.36176 -0.48885 -0.17487 1.57609 1.00000 199
