Input1 Input2 Input3 Input4 Y outlier number
0.02391 -0.25400 -0.14686 0.08798 0.25997 1.00000 525
0.28057 -0.78752 -0.72285 -0.01867 1.47483 1.00000 853
-1.02414 2.05078 -0.23219 -0.91453 -1.04015 1.00000 366
-0.27553 -0.25400 -0.53085 -0.23197 0.38785 1.00000 160
-0.16859 -0.72349 -0.85085 -0.40261 0.94200 1.00000 720
0.25918 -0.70215 -0.61619 0.08798 1.30433 1.00000 241
-1.00275 1.00509 0.47180 -0.78655 -1.06146 1.00000 380
2.01305 -0.97958 0.57846 2.54095 0.92068 1.00000 783
0.30196 -0.97958 -0.97885 -0.48793 1.32564 1.00000 436
0.25918 -0.14730 0.91979 0.27996 -0.35812 1.00000 942
2.01305 -0.95824 -0.27486 1.45311 1.92241 1.00000 47
-0.85303 1.45324 -0.61619 -0.85054 -0.78439 1.00000 253
-1.21663 1.38922 -0.63752 -0.67990 -0.40075 1.00000 827
-0.16859 -0.33936 1.92244 0.23730 -0.69914 1.00000 976
-0.23276 -0.40339 -0.63752 -0.27463 0.57967 1.00000 197
0.43029 -0.51009 -0.12553 0.49326 0.81412 1.00000 608
0.40890 -0.59545 1.94378 0.85587 -0.44337 1.00000 729
0.53724 -0.63813 -0.23219 0.53592 0.98462 1.00000 834
1.45695 -0.91556 -0.48819 0.85587 2.09292 1.00000 35
-0.63914 0.04477 1.49578 -0.29596 -0.86964 1.00000 326
1.35001 -0.80886 -0.08286 1.21848 1.41089 1.00000 690
1.52112 -1.02226 0.85579 2.73293 0.60098 1.00000 893
-0.72469 0.85571 0.55713 -0.59458 -0.91227 1.00000 38
0.51585 -0.38205 0.17313 0.55725 0.43048 1.00000 575
-1.06691 0.36487 -1.06418 -1.10651 -1.08278 1.00000 825
0.66557 -0.61679 -0.12553 0.66390 1.02725 1.00000 635
-0.83164 -0.80886 -1.10685 -1.12784 -1.08278 1.00000 134
0.15224 -0.76618 -0.74418 -0.16798 1.32564 1.00000 714
1.69222 -0.87288 0.27980 1.64509 1.00594 1.00000 268
-0.40386 0.66364 0.25847 -0.40261 -0.63520 1.00000 638
-0.59636 -0.63813 2.92509 0.47193 -0.78439 1.00000 379
1.24306 -1.00092 -0.80818 0.10931 2.28474 1.00000 348
3.78831 -1.15031 -1.19218 -1.17050 -0.74176 1.00000 885
-0.12581 -0.36071 -0.53085 -0.14665 0.60098 1.00000 941
0.32335 -0.76618 2.22110 1.34646 -0.42206 1.00000 337
-0.78886 -0.59545 -1.08551 -1.02118 -0.63520 1.00000 376
0.94362 -0.91556 -0.68019 0.32262 2.05029 1.00000 305
1.17890 -1.02226 1.00512 2.92490 0.47310 1.00000 378
-0.29692 0.30085 -0.12553 -0.33862 -0.29418 1.00000 539
-0.98136 2.20016 -0.31752 -0.89320 -1.01884 1.00000 87
1.15751 -0.89422 -0.50952 0.70656 1.92241 1.00000 283
-0.04026 -0.29668 1.79444 0.27996 -0.63520 1.00000 13
1.05056 -0.85154 -0.36019 0.81321 1.60271 1.00000 255
-0.98136 0.70632 -0.97885 -1.02118 -0.91227 1.00000 94
0.10946 -0.01926 0.38646 0.08798 -0.23024 1.00000 552
0.15224 -1.04360 -1.12818 -0.91453 0.13209 1.00000 472
-0.59636 0.47158 0.85579 -0.44527 -0.86964 1.00000 730
0.08807 0.02343 0.40780 0.06665 -0.27287 1.00000 925
-0.63914 0.34353 -0.68019 -0.63724 -0.27287 1.00000 202
0.58001 -0.68081 -0.27486 0.59991 1.15513 1.00000 204
0.81529 -0.80886 -0.50952 0.55725 1.68797 1.00000 260
1.09334 -0.70215 1.47445 1.47445 -0.03842 1.00000 798
0.66557 -0.63813 -0.18953 0.70656 1.09119 1.00000 642
0.15224 -0.18998 0.19447 0.17330 -0.03842 1.00000 517
-0.18998 -0.42473 -0.63752 -0.23197 0.68624 1.00000 652
-0.81025 1.66665 -0.25353 -0.78655 -0.86964 1.00000 797
-0.68192 0.36487 1.15445 -0.44527 -0.86964 1.00000 983
-0.27553 0.06611 -0.36019 -0.27463 0.06815 1.00000 561
1.22167 -0.72349 0.51446 1.26114 0.53704 1.00000 216
-0.70331 1.41056 -0.16819 -0.67990 -0.78439 1.00000 681
-0.16859 0.10879 1.19712 -0.08266 -0.65651 1.00000 685
-1.08830 -0.29668 -1.12818 -1.17050 -1.18934 1.00000 142
0.85807 -1.04360 -0.97885 -0.40261 1.73059 1.00000 453
2.33388 -1.04360 0.30113 2.41297 1.15513 1.00000 431
-0.55359 0.85571 -0.31752 -0.55192 -0.52863 1.00000 614
-0.74608 0.17281 -0.85085 -0.78655 -0.35812 1.00000 254
-1.15247 3.77937 -0.74418 -1.08517 -1.14672 1.00000 405
-0.08303 0.10879 0.15180 -0.12532 -0.29418 1.00000 533
2.39805 -1.04360 0.08780 2.32765 1.51746 1.00000 443
-0.63914 0.40756 -0.68019 -0.67990 -0.31549 1.00000 209
-1.19524 -1.12897 -1.10685 -1.14917 -1.10409 1.00000 497
-0.38248 0.42890 0.64246 -0.35995 -0.72045 1.00000 224
-0.29692 0.17281 -0.25353 -0.29596 -0.14499 1.00000 523
-1.04552 2.39223 -0.82952 -1.04251 -1.04015 1.00000 441
0.75112 -0.53143 0.38646 0.77055 0.32391 1.00000 162
-1.13108 3.01110 -0.65885 -1.02118 -1.06146 1.00000 420
-0.23276 0.32219 0.34380 -0.25330 -0.54994 1.00000 831
-0.68192 -0.44607 -0.95752 -0.85054 -0.27287 1.00000 985
-0.27553 0.45024 0.34380 -0.29596 -0.59257 1.00000 170
-0.89580 -0.48875 2.88243 -0.04000 -0.93358 1.00000 881
-0.40386 0.25817 1.09045 -0.25330 -0.78439 1.00000 2
-0.98136 1.32520 0.15180 -0.82921 -1.04015 1.00000 440
-0.87441 -0.06194 -1.00018 -0.97852 -0.69914 1.00000 780
-0.87441 1.38922 -0.76552 -0.89320 -0.80570 1.00000 277
-1.00275 1.34654 -0.91485 -0.99985 -0.93358 1.00000 340
0.17363 -0.91556 -0.93618 -0.46660 1.24038 1.00000 342
-1.10969 3.71534 -0.80818 -1.08517 -1.10409 1.00000 132
-0.93858 2.20016 -0.44552 -0.87187 -0.95490 1.00000 984
-0.95997 2.32821 -0.68019 -0.95719 -0.97621 1.00000 811
-0.98136 1.64531 -0.85085 -0.95719 -0.93358 1.00000 810
-0.29692 0.15147 -0.21086 -0.27463 -0.18761 1.00000 513
-0.87441 1.83737 -0.16819 -0.82921 -0.91227 1.00000 751
0.13085 -0.25400 0.15180 0.15197 0.00421 1.00000 511
-0.98136 0.06611 -1.04285 -1.04251 -0.78439 1.00000 428
0.23780 -0.55277 -0.27486 0.32262 0.75018 1.00000 155
0.68696 -0.68081 -0.29619 0.64257 1.28301 1.00000 658
-0.91719 -0.23266 -1.04285 -1.04251 -0.78439 1.00000 368
-1.02414 1.15448 0.47180 -0.82921 -1.04015 1.00000 119
3.31776 -1.10762 -0.82952 0.74922 3.71274 1.00000 128
-0.12581 0.40756 0.34380 -0.21064 -0.48600 1.00000 599
-0.87441 1.53861 0.04514 -0.76522 -0.95490 1.00000 767
-0.93858 -0.65947 3.41575 0.15197 -0.95490 1.00000 396
1.15751 -0.68081 0.55713 1.21848 0.47310 1.00000 211
-0.89580 1.21850 -0.78685 -0.89320 -0.80570 1.00000 27
-0.87441 -1.21433 -1.23484 -1.12784 -0.78439 1.00000 495
0.66557 -0.42473 0.32247 0.72789 0.38785 1.00000 592
0.32335 -0.36071 0.02380 0.38661 0.40916 1.00000 557
-0.55359 0.77035 -0.27486 -0.55192 -0.54994 1.00000 165
0.75112 -0.80886 1.90111 1.64509 -0.20893 1.00000 61
-1.00275 2.28553 -0.42419 -0.93586 -1.01884 1.00000 352
-0.76747 0.10879 1.47445 -0.42394 -0.93358 1.00000 351
-0.91719 0.74900 -0.93618 -0.97852 -0.80570 1.00000 59
0.43029 -0.68081 2.05044 1.11183 -0.42206 1.00000 307
1.22167 -0.80886 1.45312 1.75174 0.04683 1.00000 803
-0.63914 0.81303 -0.23219 -0.55192 -0.57126 1.00000 830
-0.63914 1.09045 -0.40286 -0.65857 -0.61388 1.00000 945
0.00252 0.00208 0.17313 -0.04000 -0.20893 1.00000 518
2.12000 -0.93690 0.02380 1.83706 1.53877 1.00000 981
1.71361 -0.97958 0.81313 2.66893 0.70755 1.00000 90
1.30723 -0.83020 -0.06153 1.21848 1.28301 1.00000 844
0.06669 -0.57411 2.26377 0.74922 -0.57126 1.00000 56
-0.40386 -0.68081 -0.93618 -0.67990 0.36653 1.00000 761
-0.31831 -0.51009 2.47710 0.42927 -0.72045 1.00000 78
0.23780 -0.40339 -0.18953 0.27996 0.66492 1.00000 586
1.05056 -0.63813 0.57846 1.06917 0.34522 1.00000 198
0.36613 -0.29668 0.32247 0.38661 0.08946 1.00000 551
0.45168 -0.59545 -0.23219 0.49326 0.87806 1.00000 173
-0.46803 -0.27534 -0.76552 -0.53059 0.25997 1.00000 956
1.49973 -0.91556 1.13312 2.24233 0.32391 1.00000 331
0.47307 -1.06494 1.28245 3.30884 0.36653 1.00000 823
0.70835 -0.65947 1.83711 1.21848 -0.29418 1.00000 802
-0.63914 -0.83020 -1.08551 -1.06384 -0.63520 1.00000 121
-1.06691 1.90140 -0.97885 -1.10651 -1.08278 1.00000 463
0.60140 -0.97958 1.73044 2.47696 -0.05973 1.00000 896
-1.02414 2.26418 -0.85085 -1.02118 -0.99752 1.00000 793
0.40890 -0.25400 0.51446 0.42927 0.00421 1.00000 570
1.09334 -0.61679 0.70646 1.13316 0.32391 1.00000 946
-0.57497 0.25817 -0.63752 -0.59458 -0.18761 1.00000 640
2.39805 -1.15031 -0.93618 0.55725 4.16032 1.00000 486
-1.00275 0.47158 -1.04285 -1.08517 -1.06146 1.00000 120
0.68696 -0.85154 -0.65885 0.23730 1.83716 1.00000 23
0.49446 -0.59545 -0.21086 0.53592 0.92068 1.00000 180
0.92223 -0.57411 0.66379 0.96252 0.25997 1.00000 630
-0.78886 1.19716 -0.65885 -0.80788 -0.67782 1.00000 687
-0.66053 -0.23266 -0.89352 -0.74389 -0.16630 1.00000 970
0.30196 -0.18998 1.13312 0.32262 -0.42206 1.00000 648
0.75112 -0.46741 0.42913 0.79188 0.34522 1.00000 935
0.17363 -0.14730 0.25847 0.17330 -0.08105 1.00000 527
-0.72469 0.53560 -0.72285 -0.74389 -0.44337 1.00000 220
0.28057 -0.14730 0.96246 0.25863 -0.40075 1.00000 631
1.35001 -0.80886 0.08780 1.30380 1.06988 1.00000 242
-0.78886 0.89839 -0.70152 -0.80788 -0.61388 1.00000 239
1.28584 -1.06494 -1.08551 -0.82921 0.75018 1.00000 127
3.42471 -1.15031 -0.97885 0.13064 3.77668 1.00000 402
-0.31831 -0.36071 -0.70152 -0.40261 0.49442 1.00000 667
1.73500 -0.83020 0.25847 1.66642 1.09119 1.00000 796
0.98640 -0.61679 0.57846 1.04784 0.34522 1.00000 836
-0.36109 -0.14730 1.64511 -0.04000 -0.76308 1.00000 296
-0.16859 -0.21132 -0.46686 -0.16798 0.43048 1.00000 934
-0.55359 0.91973 -0.36019 -0.57325 -0.52863 1.00000 621
-0.83164 1.64531 -0.33886 -0.78655 -0.86964 1.00000 271
-0.01887 -0.23266 -0.27486 0.02399 0.38785 1.00000 556
-0.74608 -0.40339 2.47710 -0.06133 -0.91227 1.00000 455
-1.10969 0.10879 -0.29619 -0.29596 -0.12367 1.00000 908
-0.98136 2.47759 -0.72285 -0.97852 -0.99752 1.00000 80
0.72973 -0.42473 0.40780 0.74922 0.34522 1.00000 933
-0.08303 -0.08328 1.41045 0.08798 -0.63520 1.00000 692
-0.76747 1.15448 0.17313 -0.67990 -0.89096 1.00000 281
2.46222 -1.10762 -0.89352 0.15197 2.90283 1.00000 466
1.32862 -1.04360 -0.85085 0.08798 2.32737 1.00000 891
-0.93858 0.47158 -0.95752 -0.97852 -0.78439 1.00000 70
0.70835 -1.02226 -1.00018 -0.63724 1.15513 1.00000 117
-0.61775 0.30085 -0.61619 -0.61591 -0.23024 1.00000 190
-0.23276 -0.36071 -0.61619 -0.23197 0.57967 1.00000 191
1.82056 -1.04360 -0.82952 0.17330 2.62576 1.00000 103
-0.72469 0.83437 -0.70152 -0.76522 -0.52863 1.00000 677
-1.17386 -1.23567 -0.78685 -1.10651 -1.14672 1.00000 496
-0.70331 -0.36071 -0.95752 -0.82921 -0.27287 1.00000 45
0.08807 -0.29668 -0.04020 0.15197 0.15340 1.00000 909
-0.70331 -0.04060 -0.87218 -0.76522 -0.29418 1.00000 9
2.82582 -1.10762 -0.48819 1.87972 2.88152 1.00000 390
-0.81025 1.68799 -0.46686 -0.82921 -0.86964 1.00000 264
-0.55359 -0.48875 2.39177 0.15197 -0.82702 1.00000 439
-0.57497 -0.29668 -0.12553 0.08798 0.13209 1.00000 504
-0.78886 0.36487 -0.80818 -0.80788 -0.50732 1.00000 851
0.55863 -0.80886 -0.59485 0.25863 1.66665 1.00000 795
2.48360 -1.12897 -1.19218 -1.21316 -1.18934 1.00000 144
-0.27553 0.02343 -0.38152 -0.25330 0.13209 1.00000 567
-0.18998 -0.10462 -0.42419 -0.16798 0.32391 1.00000 590
2.26972 -0.97958 -0.04020 1.90105 1.64534 1.00000 60
0.40890 -0.27534 0.74913 0.34395 -0.25155 1.00000 157
-1.04552 0.13013 1.51711 -0.63724 -1.06146 1.00000 475
0.90084 -0.61679 1.30378 1.06917 -0.14499 1.00000 843
-0.85303 -0.31802 -1.02151 -0.97852 -0.63520 1.00000 816
-0.87441 1.79469 -0.63752 -0.85054 -0.86964 1.00000 15
-1.06691 0.74900 0.83446 -0.80788 -1.08278 1.00000 131
-0.44664 -1.15031 0.55713 4.16205 1.00594 1.00000 487
