Focal_depth Latitude Longitude Y outlier number
-0.38096 1.02192 0.74452 -0.93557 1.00000 669
-0.63861 2.14280 -0.00290 2.23262 1.00000 231
-0.35520 -1.61344 0.21544 -0.93557 1.00000 1262
-0.21779 1.15290 0.77868 -0.93557 1.00000 454
-0.26932 -0.42215 0.82681 3.28868 1.00000 644
-0.15768 -0.35928 0.70817 -0.93557 1.00000 831
-0.50120 -0.94641 -1.04945 -0.93557 1.00000 573
-0.12332 1.37623 0.85332 -0.40754 1.00000 908
-0.35520 -2.02308 0.87444 1.17655 1.00000 1292
-0.27791 -0.47356 0.83901 -0.93557 1.00000 558
-0.35520 -0.18704 0.60434 -0.93557 1.00000 847
0.54654 1.19252 0.77237 -0.93557 1.00000 2093
0.02267 -1.36621 -1.06106 -0.93557 1.00000 2083
0.70113 -0.48765 0.62773 1.70458 1.00000 1002
3.92164 -0.44770 0.59324 1.70458 1.00000 439
-0.60425 1.28127 0.83136 -0.93557 1.00000 64
-0.44967 0.86671 -0.25137 -0.93557 1.00000 429
-0.62143 -1.75391 0.34729 -0.93557 1.00000 81
-0.47543 -0.50729 0.61999 -0.93557 1.00000 136
-0.00309 0.84837 0.64784 -0.93557 1.00000 1501
-0.35520 -0.44180 0.81554 -0.93557 1.00000 647
-0.42391 -0.60848 0.92677 0.12049 1.00000 1148
-0.44967 -0.04755 -1.17254 -0.93557 1.00000 157
-0.63861 -0.32981 0.71415 -0.93557 1.00000 1749
-0.39814 -0.29936 0.68638 -0.93557 1.00000 1516
-0.35520 -0.95001 0.95748 0.12049 1.00000 1998
-0.48402 0.45215 0.40720 0.12049 1.00000 1900
-0.31226 -0.61241 -1.12366 1.70458 1.00000 229
-0.49261 -0.76140 -1.91828 0.12049 1.00000 1295
0.18585 -0.42870 0.82993 0.64852 1.00000 1177
-0.22638 1.20038 0.79745 -0.93557 1.00000 1136
4.46269 -0.94215 -1.96709 -0.93557 1.00000 1739
-0.16626 -2.15930 -0.66694 -0.93557 1.00000 1845
-0.17485 0.83462 0.72433 -0.93557 1.00000 722
4.47986 -0.72571 0.98533 -0.93557 1.00000 391
1.59428 -0.26301 0.56884 0.64852 1.00000 2024
-0.35520 -2.08562 -0.68116 -0.40754 1.00000 661
-0.34661 -0.43296 0.82917 -0.93557 1.00000 633
-0.45826 1.11754 0.24961 -0.93557 1.00000 739
-0.26932 0.52943 0.56774 -0.93557 1.00000 1898
-0.24356 0.21147 0.01216 -0.93557 1.00000 19
3.84435 -1.03679 1.05239 0.12049 1.00000 1679
-0.38096 -1.21165 0.19239 -0.40754 1.00000 2109
-0.50120 -0.80560 -1.95455 0.12049 1.00000 1928
4.44551 -1.18218 -0.99341 1.17655 1.00000 1969
-0.28650 1.48494 -1.82859 -0.93557 1.00000 433
-0.26073 1.20137 0.79156 1.17655 1.00000 499
4.57433 -0.40283 0.56564 -0.93557 1.00000 87
-0.51837 0.89061 -0.26382 -0.40754 1.00000 750
-0.55273 1.05925 0.07409 1.17655 1.00000 1153
0.13432 -0.18409 0.61831 3.28868 1.00000 223
3.10578 0.78484 0.69589 -0.40754 1.00000 1358
-0.10615 -0.47520 0.84213 -0.40754 1.00000 1300
0.99312 0.93515 0.13576 1.17655 1.00000 1240
0.39196 -2.10003 -0.69513 0.64852 1.00000 1291
-0.44967 0.29366 0.54923 -0.93557 1.00000 2127
0.14291 -0.95787 -1.03590 1.70458 1.00000 313
-0.63861 1.37754 0.20282 -0.93557 1.00000 917
-0.20062 -1.26502 -1.96002 -0.40754 1.00000 2167
-0.26932 -0.93495 0.96253 0.12049 1.00000 1204
-0.32944 1.54683 0.90060 -0.93557 1.00000 2084
-0.43249 -0.41004 0.70986 0.12049 1.00000 1655
-0.63861 2.13985 -0.00021 3.28868 1.00000 566
-0.05462 0.06805 0.59694 -0.93557 1.00000 1084
-0.30367 0.79205 0.64843 0.64852 1.00000 425
-0.63861 -0.46833 0.80998 -0.93557 1.00000 849
-0.35520 -1.72117 -0.14788 0.12049 1.00000 15
-0.06321 -0.27251 0.58743 0.12049 1.00000 617
-0.19203 -0.71850 0.93897 1.17655 1.00000 2166
0.73548 0.75668 0.63261 1.17655 1.00000 1390
3.04566 -1.32036 1.05147 -0.40754 1.00000 1044
-0.32085 0.10799 0.71230 1.70458 1.00000 209
-0.63002 0.52517 -1.01486 1.70458 1.00000 248
-0.08897 -0.42477 0.75883 -0.40754 1.00000 1334
0.09997 -0.97293 0.97280 0.12049 1.00000 1041
0.22879 -0.46407 0.63505 1.70458 1.00000 180
-0.33802 1.07628 0.71028 -0.93557 1.00000 1889
1.10477 -0.72996 0.94553 0.64852 1.00000 876
0.63242 -0.14185 0.59744 -0.40754 1.00000 675
-0.50120 -1.39404 -1.96456 2.23262 1.00000 2139
-0.26073 0.46328 0.76556 0.12049 1.00000 232
-0.32944 -0.58293 -1.09774 -0.93557 1.00000 492
-0.08897 -0.47422 0.84162 -0.40754 1.00000 1875
-0.20920 -0.40578 0.39618 0.12049 1.00000 1544
-0.43249 1.13031 0.20021 -0.40754 1.00000 527
0.56372 -0.76631 0.94713 -0.93557 1.00000 1695
-0.27791 -0.59833 0.89042 -0.93557 1.00000 1283
0.39196 -1.28696 -1.96582 -0.93557 1.00000 1550
-0.15768 0.63945 0.61898 -0.93557 1.00000 2079
-0.63861 1.30419 -0.05726 -0.93557 1.00000 1536
-0.22638 1.31794 0.83649 0.12049 1.00000 1427
0.67536 -0.00367 0.60131 0.12049 1.00000 1400
0.19443 -0.23616 0.56959 0.12049 1.00000 1059
-0.35520 -0.34291 0.76665 1.17655 1.00000 1079
2.20403 -1.26077 -1.96002 -0.40754 1.00000 992
1.31947 -0.43853 0.77279 -0.40754 1.00000 1670
0.01408 -0.41135 0.82715 0.12049 1.00000 554
-0.26932 -0.71555 0.93914 -0.93557 1.00000 550
-0.57849 1.43091 1.00696 -0.93557 1.00000 1020
-0.21779 -0.66709 0.93830 -0.40754 1.00000 388
-0.21779 0.99703 0.73426 -0.93557 1.00000 616
-0.63861 1.37295 0.20181 0.64852 1.00000 1946
-0.57849 -1.30661 -1.95884 0.12049 1.00000 563
-0.35520 -2.21039 -0.63530 1.70458 1.00000 1309
0.34902 -1.35737 -1.97155 -0.40754 1.00000 775
-0.34661 -0.60225 0.89168 0.12049 1.00000 211
-0.56131 -0.66152 -1.11482 1.17655 1.00000 996
0.28031 -1.28794 -1.03935 -0.93557 1.00000 2150
-0.44967 -0.42772 0.75908 1.17655 1.00000 570
-0.26932 1.41945 -1.97012 0.12049 1.00000 466
-0.27791 -1.18447 -1.42177 -0.40754 1.00000 1781
0.32325 -0.38777 -1.12231 -0.93557 1.00000 1977
0.09138 -0.59538 0.89665 -0.40754 1.00000 1444
-0.31226 -0.73618 0.95092 -0.40754 1.00000 1591
-0.33802 -0.46178 0.81714 -0.40754 1.00000 1741
-0.53555 0.85099 0.71179 -0.93557 1.00000 1933
-0.16626 -0.47160 0.42462 0.64852 1.00000 1006
-0.08038 0.33590 -1.28832 1.70458 1.00000 1631
-0.45826 0.13714 0.74806 0.12049 1.00000 497
-0.50120 1.06056 -0.10715 0.12049 1.00000 1948
-0.17485 -0.62780 0.53442 -0.93557 1.00000 1303
0.23737 -0.39399 0.73367 2.23262 1.00000 1121
-0.30367 -0.61895 0.53417 -0.40754 1.00000 1305
-0.20062 -2.15275 -0.67679 -0.93557 1.00000 1114
-0.44108 1.58678 -1.74108 0.64852 1.00000 25
-0.09756 -0.36583 0.76160 -0.40754 1.00000 1967
-0.14050 -1.30235 -1.06165 0.12049 1.00000 117
0.53795 -0.75321 0.94545 0.12049 1.00000 1871
-0.14050 -0.75976 0.94562 -0.93557 1.00000 1013
4.51422 -0.57246 -1.06131 -0.93557 1.00000 1891
-0.55273 -0.62419 0.90245 -0.40754 1.00000 767
-0.26932 0.03235 -1.16455 0.64852 1.00000 1511
0.06561 -0.03871 0.60367 -0.93557 1.00000 508
-0.51837 -0.62485 0.59096 -0.40754 1.00000 2149
-0.19203 1.10804 0.73922 -0.93557 1.00000 1957
-0.23497 -1.22213 0.19130 -0.93557 1.00000 1229
0.00550 -1.24046 -1.95808 1.17655 1.00000 1149
-0.34661 0.56185 -1.38382 -0.93557 1.00000 455
-0.26932 -0.64548 -1.09438 -0.93557 1.00000 463
-0.44967 1.23215 0.81890 -0.40754 1.00000 1674
-0.30367 1.57434 0.91087 1.17655 1.00000 696
-0.35520 1.49477 0.89581 -0.40754 1.00000 857
-0.14050 -0.02462 0.57733 -0.93557 1.00000 139
-0.30367 -0.62550 0.90237 1.17655 1.00000 1438
-0.56990 1.54519 -1.81311 -0.93557 1.00000 952
-0.43249 1.58285 -1.76119 -0.93557 1.00000 38
1.44829 -0.87601 0.96236 1.17655 1.00000 513
-0.63861 1.54618 0.91423 -0.93557 1.00000 2047
0.09997 1.24001 -0.23723 0.64852 1.00000 1266
1.01888 -0.46178 0.62916 -0.93557 1.00000 442
-0.56131 1.09822 0.74822 2.23262 1.00000 1881
-0.22638 -0.58424 -1.12416 -0.93557 1.00000 526
-0.52696 0.39190 0.55891 0.12049 1.00000 1841
-0.63861 -0.97654 -1.63162 -0.93557 1.00000 1611
-0.23497 -0.41888 0.39820 0.12049 1.00000 1091
-0.13191 -0.43787 0.81327 0.12049 1.00000 191
-0.52696 -1.11734 -1.05601 -0.93557 1.00000 1936
-0.63861 1.36739 0.19483 0.12049 1.00000 198
-0.63861 1.83237 0.76724 -0.40754 1.00000 628
-0.41532 1.56484 -1.77365 -0.40754 1.00000 13
0.22879 -0.63500 0.93779 1.17655 1.00000 716
-0.35520 -0.79185 -1.91324 1.70458 1.00000 1122
0.06561 1.20300 0.78466 0.64852 1.00000 1367
-0.40673 1.30419 0.77094 -0.93557 1.00000 1439
-0.50979 -0.84686 0.98617 0.64852 1.00000 2028
-0.44108 -0.41921 0.75883 -0.93557 1.00000 706
-0.35520 -0.41430 -1.35176 -0.40754 1.00000 1561
-0.38955 -1.56333 -1.34444 0.12049 1.00000 626
-0.63861 0.52059 -0.84549 -0.93557 1.00000 1582
-0.15768 0.37520 -1.34537 0.12049 1.00000 902
0.10855 -0.78890 -1.92569 -0.40754 1.00000 323
0.38337 -0.79480 -1.06501 0.12049 1.00000 10
-0.28650 0.08442 0.72399 -0.40754 1.00000 1850
-0.22638 -1.36719 -1.97306 0.12049 1.00000 1294
-0.41532 1.09887 0.73964 2.23262 1.00000 332
-0.36379 -1.32920 -1.96136 -0.40754 1.00000 1163
0.24596 0.09162 -0.98962 1.17655 1.00000 374
-0.16626 -0.36158 0.71129 0.12049 1.00000 595
-0.55273 1.04779 -0.25684 -0.93557 1.00000 1761
1.04465 0.93449 0.13181 -0.93557 1.00000 1227
-0.34661 0.91746 -0.60981 2.76065 1.00000 1058
-0.28650 1.04288 0.18768 -0.93557 1.00000 645
0.21161 -0.54561 0.58129 -0.93557 1.00000 1351
-0.45826 0.12764 0.73594 0.64852 1.00000 681
2.89108 -1.34198 -1.97626 -0.93557 1.00000 1113
-0.53555 -1.08558 -1.93915 -0.40754 1.00000 1769
-0.42391 1.58776 -1.75732 0.64852 1.00000 29
-0.48402 -0.40873 0.76808 0.12049 1.00000 1720
-0.39814 1.49575 0.96615 -0.93557 1.00000 1517
-0.32944 -0.80855 1.05239 0.64852 1.00000 1547
-0.63861 2.14313 0.00013 2.23262 1.00000 987
-0.47543 0.67908 -0.02352 -0.40754 1.00000 1156
-0.29508 1.33791 0.84154 -0.40754 1.00000 1788
-0.63861 -0.01349 -1.11415 -0.93557 1.00000 1112
-0.24356 -0.47487 0.42453 -0.40754 1.00000 624
-0.52696 0.09031 -0.81276 0.12049 1.00000 1512
-0.45826 0.35915 0.54873 -0.93557 1.00000 935
-0.19203 0.65419 0.72105 -0.93557 1.00000 2157
-0.38955 1.17582 0.27619 1.17655 1.00000 175
-0.63861 0.92336 -0.45028 1.70458 1.00000 1625
-0.30367 0.99605 0.73619 -0.40754 1.00000 1397
-0.63861 1.21217 -1.52114 -0.93557 1.00000 859
-0.55273 -1.41009 -0.00551 0.12049 1.00000 2169
0.28890 -0.20178 0.60889 -0.93557 1.00000 1915
-0.22638 0.53074 0.56774 0.12049 1.00000 1901
-0.43249 0.77437 0.38154 0.64852 1.00000 287
-0.46685 0.81464 0.73636 -0.93557 1.00000 1070
-0.16626 -0.49878 0.85172 -0.40754 1.00000 856
0.22020 -0.62649 -1.09320 -0.40754 1.00000 963
-0.24356 -0.07931 0.60207 -0.93557 1.00000 1908
-0.41532 1.03142 0.15747 -0.93557 1.00000 984
-0.49261 -1.01387 0.97339 -0.40754 1.00000 224
-0.24356 -0.44213 0.82833 1.17655 1.00000 320
-0.63861 2.14214 -0.00038 -0.40754 1.00000 1919
-0.35520 0.96069 0.13593 -0.40754 1.00000 615
0.05702 0.16202 0.32542 0.64852 1.00000 1847
0.36619 0.47049 0.74612 0.12049 1.00000 1768
-0.21779 -0.38777 -0.16706 1.70458 1.00000 46
-0.39814 0.96691 0.50607 -0.40754 1.00000 199
-0.43249 0.87882 0.70935 1.17655 1.00000 1343
-0.38096 0.98950 0.74006 -0.93557 1.00000 1658
-0.34661 -0.38253 0.71591 -0.93557 1.00000 1831
-0.57849 -0.33898 0.59938 0.64852 1.00000 1038
-0.35520 -2.24051 -0.67165 1.17655 1.00000 1943
-0.35520 1.17288 0.77885 0.12049 1.00000 449
-0.14909 -0.78825 -1.92502 -0.93557 1.00000 468
-0.13191 -0.43231 0.81444 0.64852 1.00000 1603
-0.54414 -0.18933 0.60359 -0.40754 1.00000 833
-0.35520 -1.33051 -1.96153 -0.93557 1.00000 1131
-0.57849 -0.22273 0.55512 -0.93557 1.00000 1945
0.16867 -0.51482 0.44818 0.64852 1.00000 1540
-0.20920 0.74391 0.71777 -0.40754 1.00000 174
0.40913 -0.42510 0.83077 -0.40754 1.00000 1173
0.88148 -0.82230 -1.92670 0.12049 1.00000 2045
-0.26073 0.52779 0.56581 0.12049 1.00000 1929
-0.02027 1.07661 0.73257 -0.40754 1.00000 726
0.02267 -1.22245 -1.94403 0.12049 1.00000 975
-0.46685 -1.36686 -1.95834 1.17655 1.00000 1190
0.18585 0.33885 -1.30767 1.70458 1.00000 59
-0.58708 -1.25356 -1.95867 -0.93557 1.00000 1203
-0.55273 1.77670 -1.50768 2.23262 1.00000 2142
-0.63861 2.05766 -0.01258 -0.40754 1.00000 895
-0.25214 -1.27124 -1.96153 0.12049 1.00000 335
-0.29508 1.42207 1.04903 0.64852 1.00000 99
0.03985 -0.45850 0.78971 -0.93557 1.00000 1664
-0.41532 0.38535 0.77767 1.17655 1.00000 961
-0.53555 1.53373 -1.81917 -0.40754 1.00000 1457
-0.58708 1.47545 0.90447 -0.40754 1.00000 1661
-0.32944 1.07366 0.74082 -0.93557 1.00000 115
-0.31226 1.52194 -1.79098 1.17655 1.00000 278
0.86430 0.40893 0.56564 0.12049 1.00000 1912
-0.63861 1.16797 0.77061 0.12049 1.00000 447
-0.25214 -1.09737 -1.94496 -0.40754 1.00000 1821
0.28031 -0.40545 0.75024 0.12049 1.00000 71
-0.20062 -1.01223 -1.04339 -0.40754 1.00000 1479
-0.39814 -1.23948 -1.06282 0.64852 1.00000 1040
-0.24356 0.82479 0.72483 0.12049 1.00000 1261
4.52280 0.34474 0.76127 0.64852 1.00000 1528
-0.55273 1.02356 -0.24960 0.12049 1.00000 1745
-0.61284 0.32084 -1.31441 1.70458 1.00000 1467
-0.00309 0.64960 0.04296 0.64852 1.00000 472
-0.35520 0.06968 0.59728 0.12049 1.00000 1212
0.28890 0.29726 -1.25812 1.17655 1.00000 1493
-0.32944 -1.00306 0.98028 -0.40754 1.00000 1579
0.04844 -0.44606 0.80838 -0.93557 1.00000 1797
-0.45826 -0.37140 0.74360 1.17655 1.00000 387
-0.63861 -0.42674 0.39896 -0.40754 1.00000 1405
-0.51837 1.09560 0.20434 -0.93557 1.00000 612
-0.58708 1.75345 -1.70061 -0.40754 1.00000 42
-0.08897 -0.22797 0.59829 -0.93557 1.00000 1562
-0.28650 0.65976 0.62773 0.12049 1.00000 2020
0.37478 -0.46996 0.76901 -0.40754 1.00000 183
-0.30367 0.65190 -0.00517 -0.40754 1.00000 226
-0.49261 -0.55477 0.86661 -0.93557 1.00000 458
-0.59567 1.11590 -1.40789 -0.93557 1.00000 1045
0.95018 -0.04362 0.59618 -0.40754 1.00000 1605
0.31467 0.99441 0.15360 -0.40754 1.00000 804
-0.14909 -2.21890 -0.68360 -0.93557 1.00000 1418
-0.44967 1.41880 -1.97533 1.17655 1.00000 428
0.35761 0.55170 0.56337 0.12049 1.00000 1423
-0.63861 -1.85051 0.92374 -0.40754 1.00000 1686
-0.30367 0.35326 0.55487 1.17655 1.00000 1737
-0.43249 -1.53255 -0.07139 -0.40754 1.00000 928
-0.22638 0.14762 0.59820 2.76065 1.00000 1105
-0.63861 1.36902 0.19508 0.64852 1.00000 188
-0.44967 -0.37107 0.71516 -0.93557 1.00000 594
-0.25214 -0.56067 -1.12576 0.64852 1.00000 2131
-0.16626 -0.49714 0.85121 -0.40754 1.00000 882
-0.63861 2.07796 -0.54948 -0.40754 1.00000 784
0.37478 -0.09241 0.61023 0.12049 1.00000 1382
0.44349 0.68726 0.72382 1.17655 1.00000 1556
-0.17485 1.49346 0.88866 0.12049 1.00000 2110
-0.50979 -0.27709 0.56959 -0.93557 1.00000 57
-0.35520 -0.19228 0.60274 -0.40754 1.00000 836
-0.55273 -0.48503 0.14409 2.76065 1.00000 1958
0.09138 -0.67790 -1.10187 0.12049 1.00000 1776
-0.33802 0.52583 0.56665 -0.93557 1.00000 1930
-0.24356 -0.40611 0.82370 2.23262 1.00000 2118
-0.48402 0.99572 -0.27358 -0.93557 1.00000 142
-0.33802 1.15192 0.77380 -0.40754 1.00000 1574
3.04566 0.74489 0.70279 0.64852 1.00000 1014
-0.59567 1.15127 0.77111 0.12049 1.00000 995
-0.33802 1.69713 -1.71298 1.17655 1.00000 32
1.07900 -1.00371 -1.02260 -0.93557 1.00000 1765
-0.55273 -1.24079 -1.95657 1.17655 1.00000 1158
-0.53555 -1.65764 1.00216 -0.93557 1.00000 124
-0.40673 -0.85898 0.95142 -0.93557 1.00000 1407
-0.41532 -0.32359 0.60350 -0.40754 1.00000 1318
-0.63861 1.37590 0.20282 -0.40754 1.00000 1421
-0.50979 -0.37598 0.74839 0.12049 1.00000 1734
-0.63861 -0.48110 0.84053 -0.93557 1.00000 855
-0.47543 -2.20515 -0.68183 0.12049 1.00000 844
0.02267 -0.95558 0.96598 1.17655 1.00000 1476
0.32325 -1.38356 -1.05424 -0.93557 1.00000 1345
-0.02027 -1.28565 -1.95699 -0.93557 1.00000 1168
-0.10615 0.67416 0.62462 -0.93557 1.00000 483
-0.63861 1.37197 0.20106 -0.40754 1.00000 1988
3.00272 -0.89926 -1.95724 0.12049 1.00000 1238
-0.35520 -1.05316 -1.93537 0.12049 1.00000 1097
0.79560 0.33263 0.76497 -0.40754 1.00000 1926
-0.29508 -2.24477 -0.67662 -0.40754 1.00000 718
-0.18344 -0.42936 0.66619 0.64852 1.00000 773
-0.20920 0.94923 0.34149 -0.40754 1.00000 18
-0.12332 1.02454 -0.25507 0.12049 1.00000 257
0.88148 -0.65727 0.94032 -0.93557 1.00000 1753
-0.49261 -1.27485 -1.96086 2.76065 1.00000 353
-0.05462 -1.32233 -1.06030 2.23262 1.00000 119
3.47506 -1.10195 1.04894 0.64852 1.00000 734
-0.55273 -0.62157 0.91322 0.12049 1.00000 575
-0.28650 -0.96835 0.96548 -0.93557 1.00000 1697
-0.27791 0.92827 0.74368 0.12049 1.00000 1064
3.80141 -0.42052 0.59265 0.64852 1.00000 1354
-0.22638 -0.61339 0.93678 -0.40754 1.00000 260
-0.32944 0.28155 -1.28487 1.70458 1.00000 357
-0.08897 0.04054 0.59972 -0.93557 1.00000 889
-0.57849 0.87784 -1.48311 -0.40754 1.00000 467
-0.02886 -0.69951 0.94057 0.12049 1.00000 1539
1.40535 1.20923 0.74292 1.70458 1.00000 402
-0.35520 -1.89832 -1.43052 -0.40754 1.00000 1193
-0.45826 1.17222 0.77860 0.64852 1.00000 1859
-0.57849 -0.52661 0.85348 0.12049 1.00000 1937
-0.32944 1.41880 1.04028 0.64852 1.00000 98
-0.57849 1.02945 -0.25221 0.12049 1.00000 321
-0.63861 1.37230 0.20198 0.64852 1.00000 1783
-0.24356 1.40472 0.86257 0.64852 1.00000 842
-0.38955 0.51207 0.56067 0.64852 1.00000 745
0.18585 -0.04460 0.60460 -0.40754 1.00000 360
-0.55273 -1.29548 -1.39476 -0.93557 1.00000 2036
-0.35520 -0.81052 -1.90945 2.23262 1.00000 1275
-0.08038 1.16404 0.78028 0.12049 1.00000 1065
0.46066 -0.75485 0.94570 -0.93557 1.00000 1622
-0.19203 -2.09545 -0.69319 -0.40754 1.00000 970
-0.34661 0.05069 -1.16842 -0.93557 1.00000 943
-0.35520 -1.95366 0.71423 -0.93557 1.00000 97
-0.38955 -0.18049 0.62445 1.70458 1.00000 619
3.88729 0.65190 0.71179 -0.93557 1.00000 2176
4.91785 -0.84162 -1.96019 -0.93557 1.00000 2054
-0.40673 -0.38057 0.73055 -0.93557 1.00000 2069
-0.26073 0.02744 -1.16135 1.70458 1.00000 1867
-0.38096 -0.91104 -1.91803 -0.40754 1.00000 1496
-0.24356 -1.32953 -1.06510 -0.93557 1.00000 2095
-0.55273 -0.87797 0.10446 0.64852 1.00000 2048
-0.55273 -0.80004 -1.91071 -0.93557 1.00000 794
-0.15768 -0.42314 0.64044 -0.93557 1.00000 1268
-0.44108 -0.03052 -1.33914 0.64852 1.00000 489
-0.35520 -1.56563 0.27619 -0.93557 1.00000 385
-0.53555 -0.38024 0.74427 -0.93557 1.00000 379
-0.63861 1.37361 0.20215 0.12049 1.00000 1426
-0.38955 0.34638 -1.32299 2.23262 1.00000 2137
-0.39814 0.71117 -1.02959 0.12049 1.00000 1370
-0.26073 -0.43558 0.40560 -0.93557 1.00000 1624
-0.44108 -1.20313 -1.95463 1.17655 1.00000 1124
0.09997 -0.42870 0.81512 0.12049 1.00000 1339
-0.23497 0.49799 0.56446 2.76065 1.00000 1451
0.11714 -0.59931 0.89429 -0.93557 1.00000 1072
0.40055 1.37786 0.84532 -0.93557 1.00000 186
-0.31226 1.64998 -1.75051 2.23262 1.00000 185
0.03985 -2.09545 -0.69403 -0.93557 1.00000 398
0.76983 -0.47684 0.63304 -0.40754 1.00000 1987
1.01888 0.93253 0.13416 -0.93557 1.00000 441
-0.22638 -0.35765 0.71036 -0.40754 1.00000 905
-0.51837 1.71121 -1.65072 -0.40754 1.00000 1902
1.03606 0.68759 0.61688 0.12049 1.00000 164
-0.61284 -2.24411 -0.88571 -0.93557 1.00000 1521
-0.09756 0.32804 -1.27957 0.12049 1.00000 2136
-0.41532 0.12666 0.73712 -0.93557 1.00000 679
-0.56131 0.39583 -1.76759 -0.40754 1.00000 845
-0.63861 2.14247 -0.00004 2.76065 1.00000 673
-0.53555 1.71580 -1.69565 0.12049 1.00000 30
-0.27791 0.53303 0.57010 2.76065 1.00000 195
-0.29508 -0.02561 -1.11634 0.12049 1.00000 1029
0.00550 0.33689 -1.27469 3.28868 1.00000 883
-0.51837 -0.00661 0.57725 0.12049 1.00000 2089
-0.25214 -0.14840 0.61503 0.64852 1.00000 1672
-0.37238 0.48195 -0.84162 -0.40754 1.00000 1288
-0.25214 -0.51908 0.85256 -0.93557 1.00000 1567
-0.44967 1.43615 1.02008 1.70458 1.00000 1660
-0.63861 1.37819 0.20207 -0.93557 1.00000 1315
-0.48402 0.74326 0.73089 -0.40754 1.00000 1707
-0.58708 1.33857 -1.54857 -0.93557 1.00000 1246
-0.51837 0.91714 -0.55108 2.76065 1.00000 416
-0.42391 0.97215 0.68983 -0.93557 1.00000 2147
-0.14909 0.86900 0.71945 -0.40754 1.00000 1590
-0.02027 -0.51941 0.87309 -0.40754 1.00000 535
-0.59567 -0.76369 -1.92022 -0.93557 1.00000 715
-0.46685 -0.57409 0.80822 0.64852 1.00000 2153
-0.27791 -0.44115 0.81613 -0.40754 1.00000 1971
-0.32944 -2.25492 -0.93241 -0.93557 1.00000 462
-0.01168 -0.05082 0.60333 0.12049 1.00000 806
-0.63861 2.14313 -0.00349 -0.93557 1.00000 1222
-0.63861 1.17386 -0.00080 0.12049 1.00000 584
-0.52696 -0.83966 0.94983 -0.93557 1.00000 965
-0.55273 -0.22896 -0.70135 0.64852 1.00000 2114
-0.35520 -1.17661 -1.05357 -0.40754 1.00000 1374
-0.16626 1.59431 -1.78071 2.23262 1.00000 1482
-0.35520 -1.97200 -0.22394 3.81671 1.00000 1
-0.40673 -0.34291 0.60384 -0.40754 1.00000 1249
-0.28650 0.92958 0.72753 0.64852 1.00000 163
-0.23497 0.52877 0.56850 -0.93557 1.00000 2068
-0.56990 1.16240 0.78247 -0.93557 1.00000 443
-0.32085 0.97411 -0.05019 0.12049 1.00000 1436
-0.10615 -0.69689 0.94049 0.64852 1.00000 1543
0.77842 -0.96769 0.97305 0.12049 1.00000 227
-0.19203 0.97608 0.73081 0.12049 1.00000 2130
0.28031 0.19248 0.76118 -0.93557 1.00000 2034
-0.31226 1.52456 0.90119 -0.40754 1.00000 1139
0.89865 -0.25417 0.57818 -0.40754 1.00000 2067
0.00550 0.98230 -0.27375 -0.93557 1.00000 786
-0.29508 0.52059 0.57262 1.17655 1.00000 200
-0.44108 -1.24898 -1.95943 -0.40754 1.00000 1714
-0.32085 -0.41593 0.75798 -0.40754 1.00000 707
0.52078 -0.65170 0.93948 -0.93557 1.00000 690
-0.17485 -0.46571 0.77978 -0.40754 1.00000 1264
-0.21779 -0.35011 0.71028 -0.40754 1.00000 49
-0.35520 -2.25983 -0.64464 1.17655 1.00000 899
-0.40673 1.02814 0.17270 -0.93557 1.00000 2135
-0.55273 -0.76402 0.93922 -0.93557 1.00000 925
-0.63002 -0.22142 0.60098 0.64852 1.00000 390
4.56574 -0.45752 0.48310 -0.40754 1.00000 264
-0.24356 1.54257 0.92963 -0.93557 1.00000 1789
-0.32944 0.19804 0.58440 -0.40754 1.00000 1757
0.05702 -1.11210 -1.95337 0.12049 1.00000 1348
-0.30367 -1.25422 -1.06434 -0.40754 1.00000 757
0.16008 -2.10887 -0.69286 -0.40754 1.00000 2019
0.52078 -0.78072 -1.92905 -0.40754 1.00000 1999
0.00550 -0.42903 0.83994 -0.40754 1.00000 1684
-0.22638 -0.56034 -1.12534 2.23262 1.00000 522
-0.20062 1.42207 -1.97609 1.70458 1.00000 1804
-0.43249 0.95741 0.73350 -0.93557 1.00000 1054
4.40257 -0.55674 -1.06215 -0.40754 1.00000 172
-0.38955 0.05036 0.60317 -0.93557 1.00000 1600
-0.23497 1.34807 0.85029 -0.93557 1.00000 766
2.16109 -1.03613 -1.96229 -0.93557 1.00000 1980
-0.56131 1.07726 0.74435 0.64852 1.00000 331
-0.48402 1.41290 -1.90339 1.70458 1.00000 143
-0.21779 -0.49485 0.84389 0.64852 1.00000 1074
-0.32085 0.21769 -1.24701 -0.93557 1.00000 516
0.29749 -0.40807 0.75041 -0.40754 1.00000 879
-0.34661 -0.01644 0.57683 -0.93557 1.00000 2126
-0.63861 -1.86950 0.92315 -0.93557 1.00000 1689
3.14872 0.62210 0.71995 -0.93557 1.00000 2162
0.28031 0.92434 0.13374 0.12049 1.00000 2125
-0.32085 -0.98931 0.96455 -0.93557 1.00000 1634
-0.55273 -1.23261 0.04977 0.12049 1.00000 1659
-0.41532 1.18205 0.78398 -0.93557 1.00000 1857
-0.52696 -0.73749 0.94141 1.70458 1.00000 922
-0.28650 -0.26989 -0.35411 -0.40754 1.00000 994
-0.47543 1.43124 1.01916 -0.93557 1.00000 631
-0.63861 2.14116 -0.00450 -0.93557 1.00000 1932
