Input1 Input2 Input3 Input4 Input5 Y outlier number
1.15621 -0.55298 1.45459 1.27403 -0.16456 1.59490 1.00000 856
1.21583 0.72169 -0.21109 1.24707 -1.00327 0.86120 1.00000 648
1.49855 0.23812 -0.70696 1.31295 -1.54038 1.11644 1.00000 181
1.19468 -0.79384 -1.70033 -0.93152 -1.58811 0.04687 1.00000 1035
-0.91971 -0.01559 -0.57696 -1.58441 1.51610 -1.02658 1.00000 296
0.36162 1.21092 1.47974 -0.10866 0.14948 1.29245 1.00000 127
-1.00731 -1.09204 0.58938 -1.09541 0.53911 -1.34681 1.00000 984
1.11801 -0.99669 0.98011 1.04584 0.39259 0.63046 1.00000 417
1.54773 -1.34374 0.00754 -0.37960 -0.41056 -1.14451 1.00000 883
-0.68940 0.35192 0.43462 -0.01623 0.04003 -0.16010 1.00000 639
1.18757 1.51968 0.78451 1.07090 0.12834 0.39110 1.00000 194
0.24833 -1.30873 0.02648 -0.56906 0.43597 -1.18557 1.00000 136
1.48280 0.20627 -0.32175 0.90230 1.77442 1.48432 1.00000 353
-0.08813 0.70074 1.70350 0.43271 -0.23494 1.44457 1.00000 385
-0.84338 0.38719 -0.40265 -0.42765 -0.79252 -0.89027 1.00000 618
1.64605 -1.56116 -0.98299 1.34290 0.59339 0.13218 1.00000 186
1.20143 0.17947 -1.43111 1.27041 -0.50054 1.55982 1.00000 739
0.44595 1.05123 -1.03691 -0.57113 1.24755 0.88109 1.00000 257
1.38017 -0.66925 -0.07174 0.51315 1.51258 0.66042 1.00000 166
0.25039 -1.67486 -1.03765 -0.95953 1.38899 -0.97688 1.00000 941
0.82997 -1.20236 -0.31800 -0.23366 0.62408 -0.51723 1.00000 1109
0.11456 1.27476 -1.36576 1.48791 -0.52576 2.41990 1.00000 327
0.19715 1.24724 0.68125 1.03316 -1.01496 0.96711 1.00000 236
1.47332 -0.06838 -1.59223 -1.55601 -1.18758 0.42407 1.00000 1182
-0.20938 -0.93281 -1.46132 1.10482 -1.06965 0.19256 1.00000 1003
0.90931 1.20702 0.55804 1.53121 -1.07826 0.35777 1.00000 145
-1.16966 -0.72134 -1.08127 -1.70609 -0.60265 -1.77674 1.00000 897
0.19672 0.53659 -0.26626 0.87411 -0.66144 0.75250 1.00000 995
-1.30857 -0.49546 1.28801 0.05889 -1.27655 -0.74312 1.00000 269
-0.29869 -1.59735 1.13708 0.87167 0.03709 0.07745 1.00000 586
-0.69162 -0.86004 -1.69145 0.12232 -1.15241 0.09330 1.00000 613
1.66274 0.81662 -0.54303 0.48956 -1.40774 0.02833 1.00000 232
0.64992 0.52757 -0.30737 0.70226 0.80140 1.26753 1.00000 144
1.04431 0.34565 0.11598 -1.16396 -0.56152 -0.12002 1.00000 811
1.63704 -0.63384 0.40651 -0.11013 -0.24957 0.32747 1.00000 854
0.58299 -0.35767 -0.32983 0.82111 -0.31726 0.47135 1.00000 1169
-0.52751 -1.02874 -0.67188 0.93489 1.63154 0.07007 1.00000 711
1.10900 -0.12526 1.46042 -0.15811 0.12927 0.99463 1.00000 793
-1.54829 -0.44625 1.21651 1.57457 -0.94592 -0.02746 1.00000 521
0.40843 0.38742 -1.53093 0.34607 0.46265 1.59201 1.00000 1147
1.62961 -1.42743 -1.56468 -0.01454 -1.02541 -0.55717 1.00000 581
-0.94236 0.96884 0.03852 0.38789 -0.49352 0.14614 1.00000 205
1.63669 -0.70857 -1.63547 1.49216 -0.99659 1.57155 1.00000 1079
0.66783 1.06746 -1.60042 0.88099 0.10909 2.17400 1.00000 19
0.09184 1.53974 0.35575 1.54211 0.47176 2.06884 1.00000 736
-0.18587 -0.24456 0.76395 -0.78834 0.53172 -0.07552 1.00000 825
-1.28310 -1.29330 -1.61232 1.27111 -0.65843 0.31922 1.00000 987
1.43529 1.05178 0.98783 0.99281 0.38606 1.04757 1.00000 914
1.02692 1.42819 0.93194 0.46013 1.65056 0.91838 1.00000 93
0.96109 0.98385 1.01294 -0.81280 -0.42071 0.26565 1.00000 415
0.67067 1.46265 -1.10948 0.70592 1.55953 1.71524 1.00000 734
1.09239 1.63615 0.82213 1.51229 -0.32114 0.52648 1.00000 491
-0.29668 0.96119 -0.24874 0.47318 -0.43188 0.71341 1.00000 235
-0.34228 -0.05869 1.66217 1.53588 -0.95950 1.30204 1.00000 488
-0.27826 -0.24557 1.12162 0.80542 0.40912 1.04114 1.00000 725
-1.70724 -1.09597 -0.51320 0.34579 1.30999 -0.55916 1.00000 877
0.32559 1.30562 -1.28679 1.06715 -1.50359 1.46316 1.00000 474
1.48596 0.31456 1.16130 0.81550 0.88385 1.82928 1.00000 971
-0.08657 -1.11398 -0.38464 0.56602 -0.02931 -0.65737 1.00000 24
-1.35820 0.16555 1.46255 0.08934 -1.29852 -0.79526 1.00000 88
1.08396 1.34265 1.58545 -0.04707 -0.22085 0.42751 1.00000 888
-1.09177 1.15954 0.66718 0.72541 -0.58549 -0.07409 1.00000 421
-0.82280 -0.28534 -1.45396 1.00261 1.62552 0.54432 1.00000 224
-0.47649 1.61350 -0.39218 -1.10294 0.46998 -0.25935 1.00000 1039
-1.67689 1.38720 0.02825 -0.48550 1.21479 -1.44848 1.00000 923
0.06600 -1.25729 1.42559 -0.73131 1.08433 -0.38103 1.00000 292
0.14379 -0.29471 -1.54650 -0.77629 -0.80805 0.14648 1.00000 10
0.34288 -0.71603 -0.04208 -1.35242 -0.44823 -1.02339 1.00000 354
-0.85375 1.66689 -0.26097 1.09231 -0.77068 0.68191 1.00000 459
1.69012 1.56405 0.84141 1.18770 0.07150 -0.32201 1.00000 1088
-0.94407 1.36619 1.29103 -1.25375 0.89234 -0.40160 1.00000 668
1.40198 0.45575 -1.10910 0.95480 0.06048 1.57146 1.00000 584
-1.66722 0.09928 0.80808 1.49335 0.13225 0.01745 1.00000 1046
1.17298 -0.83078 -0.19061 -1.21808 -0.68326 -1.02843 1.00000 649
-0.67496 1.25935 0.53771 -1.61429 0.14078 -1.01604 1.00000 1002
-1.66281 -1.26165 -0.55202 -1.53447 -0.74644 -2.42498 1.00000 784
-1.09129 -0.92152 0.52603 1.05414 0.99272 -0.36676 1.00000 107
-0.91322 -1.55149 -1.25356 -0.30312 1.16917 -0.60039 1.00000 197
-0.04853 1.26756 -0.53574 -0.30482 -1.47419 -0.06116 1.00000 220
1.40839 1.50835 -1.65602 -0.24602 -1.09147 0.01087 1.00000 520
1.61778 -0.78102 1.70723 -0.84973 -0.66205 0.52944 1.00000 656
-0.27103 -1.48903 -0.62475 1.55436 1.11857 0.29193 1.00000 85
-1.36789 1.16555 -1.68037 -1.48511 -1.56129 -1.01666 1.00000 1050
0.89267 -0.69007 -0.38482 -1.24015 0.77148 -0.45183 1.00000 119
-0.74544 -0.06453 -1.24611 0.45254 1.01568 0.63226 1.00000 333
-0.38771 0.56682 0.51499 -0.53821 0.77512 0.31800 1.00000 745
1.29618 -0.65980 0.76943 1.33043 1.29402 1.29824 1.00000 1183
0.44412 0.32975 0.61655 0.16001 -0.43336 0.65701 1.00000 685
0.77934 -0.14599 -1.29271 1.57860 -0.09533 1.67587 1.00000 351
-0.42495 -0.87401 0.70620 1.15601 -1.56851 -0.56471 1.00000 717
1.05214 1.65735 1.45206 0.60330 0.13989 0.46855 1.00000 713
-0.45052 -1.06108 -1.68250 -1.70819 -0.13728 -1.04074 1.00000 975
-1.61628 -1.42744 -1.66871 -0.71614 -1.21659 -0.93274 1.00000 1102
0.06601 -1.18063 -1.40813 -0.72988 1.07146 -0.47527 1.00000 522
1.14323 -0.79598 1.16511 0.22687 1.70605 0.97948 1.00000 492
-0.03027 -1.54470 0.72157 0.28543 -0.40426 -0.68465 1.00000 258
-1.34306 1.03411 1.10342 1.40621 -0.55324 0.18202 1.00000 770
0.64634 -0.28123 1.47119 -1.25330 1.80998 0.19866 1.00000 413
-1.42889 0.13614 -1.42910 0.25933 0.25443 -0.36872 1.00000 537
1.69120 -1.47200 -0.17761 -1.07797 -0.58807 -1.55896 1.00000 366
0.80372 -1.24402 -1.05587 -0.51543 -0.74211 -0.81202 1.00000 289
0.88983 -1.10123 -1.18250 0.90780 -0.52318 0.34890 1.00000 1126
-1.61253 0.99527 0.85260 0.69275 -1.18903 -1.06232 1.00000 305
-0.00746 -0.95669 -1.10397 -0.40457 0.69379 -0.43038 1.00000 162
0.83284 -0.58239 -1.45397 0.85046 -0.63659 1.34946 1.00000 438
-0.23432 1.57379 1.12393 -0.61253 -0.70211 0.72558 1.00000 309
-1.27204 0.77130 0.23309 0.49777 -1.72386 -1.06096 1.00000 164
0.13279 1.60169 -0.60475 1.41856 1.18803 1.99367 1.00000 1090
-1.55691 0.82500 0.03006 0.10809 -0.09441 -0.42232 1.00000 1146
-0.17523 1.13692 -0.29083 0.98819 0.80509 1.56918 1.00000 659
-0.38993 -0.61679 1.11124 -1.16253 -0.58504 -0.78566 1.00000 624
0.20670 -1.14600 1.68627 0.28245 -1.49804 0.34387 1.00000 214
-1.45574 1.12758 -0.12228 0.84471 -0.74974 -0.87752 1.00000 1129
-1.05901 -0.09784 -1.58473 -0.31311 1.66239 0.36670 1.00000 367
0.70899 -0.17733 0.64411 -1.62570 0.63642 -0.20385 1.00000 895
1.66082 -0.88596 -0.93386 0.95022 0.89073 0.98095 1.00000 808
-0.89131 0.47622 -0.84530 1.54727 -1.65909 -0.01213 1.00000 1008
-0.56830 0.50061 0.42782 -1.27140 -0.00036 -0.87201 1.00000 773
-1.06095 1.40100 -0.62032 0.27584 0.49195 -0.20409 1.00000 53
0.70757 -0.39916 0.69098 -0.06460 0.08167 0.08694 1.00000 869
-0.64836 1.29205 1.67642 0.09134 0.76588 1.21130 1.00000 732
-0.91600 -1.33851 0.32821 -0.00911 -0.48482 -1.14012 1.00000 701
0.31069 -0.59258 0.55694 1.11324 0.71337 0.50770 1.00000 804
0.15494 -0.78621 -1.62983 1.70013 0.49265 1.24298 1.00000 343
-1.55729 0.54306 -1.47141 -1.38349 0.57123 -0.85838 1.00000 480
0.04833 0.47198 -1.71345 1.33799 1.66646 2.35943 1.00000 397
-1.16626 1.69340 1.48506 0.40730 0.07789 0.95111 1.00000 612
-0.83138 1.33688 -0.61653 -0.46691 0.74116 -0.08715 1.00000 606
0.84538 -1.13915 0.92185 1.36926 -0.97871 0.31652 1.00000 644
-0.97004 0.61873 -0.30043 -0.13194 0.29885 -0.39060 1.00000 13
0.55297 0.37493 -1.67032 0.72762 -0.05507 1.99266 1.00000 1179
-1.58296 -0.67939 -1.02954 -0.68981 0.50988 -1.55489 1.00000 553
1.09887 0.05323 1.36800 -0.68072 1.76799 1.46725 1.00000 1157
-1.43351 -0.54328 1.39175 1.52013 -0.79316 -0.05600 1.00000 698
-0.45769 0.66036 0.04876 0.92340 1.43082 1.05718 1.00000 384
-1.72101 1.11723 0.41618 -1.80177 -0.70349 -2.68277 1.00000 935
-0.80938 0.88835 -0.73948 -0.85349 1.18662 -0.07949 1.00000 209
-0.06460 1.52221 -1.69285 0.16123 0.98122 2.06001 1.00000 126
-0.55164 -0.89162 1.42420 -0.59956 0.01205 -1.05426 1.00000 65
-1.41243 0.26900 -0.37051 1.46377 1.81311 0.68962 1.00000 917
0.05775 0.18012 1.58243 1.41571 1.32049 2.08835 1.00000 69
-1.46317 0.26484 -0.38057 -0.83121 1.76816 -0.83009 1.00000 716
-0.96159 1.17370 0.17625 1.01426 -0.11006 0.11573 1.00000 251
-1.58548 -1.38821 -0.97999 -0.33455 -1.34500 -1.40132 1.00000 171
0.05034 -0.41264 1.03910 0.92787 -0.45412 0.41275 1.00000 796
1.57645 -1.11458 0.51061 1.33145 0.71494 0.98036 1.00000 1016
-0.60248 1.59420 0.79676 0.73014 0.11507 0.96130 1.00000 481
-0.36390 0.67777 0.85902 1.70976 0.02642 1.36870 1.00000 1114
0.88180 -0.93852 0.33688 -1.10143 1.29410 -0.71013 1.00000 728
0.39434 -0.56500 -0.91118 -0.49136 -0.09807 -0.26106 1.00000 436
-0.93055 0.10456 1.67112 -0.23098 -1.21906 -0.02383 1.00000 1054
0.74577 0.14500 0.49124 0.80798 0.99543 1.29259 1.00000 625
1.34912 0.26233 -1.18857 -0.07693 -1.39014 0.42087 1.00000 1092
-0.86755 0.11286 1.48176 -0.91493 -0.53086 -0.20059 1.00000 378
0.07821 -1.69450 0.05417 -1.14015 1.06360 -1.67969 1.00000 604
0.64228 1.11363 -0.89395 -0.30568 0.71620 0.88042 1.00000 1138
0.03730 -1.32761 -1.63542 -1.48026 0.35503 -0.89598 1.00000 844
0.95969 0.99339 -0.56609 -1.78492 -0.67763 -0.73752 1.00000 447
1.17868 0.20306 -1.16281 1.18904 -0.86328 1.17789 1.00000 913
1.15276 -0.00815 1.06410 1.62236 0.39644 2.07977 1.00000 1077
-0.96668 -0.77226 -0.74214 0.64260 -0.99942 -0.85959 1.00000 1005
-1.21677 0.52919 -1.50912 0.77792 1.30937 0.99285 1.00000 336
-0.92373 -1.68382 -0.49728 1.45742 -0.84327 -0.45383 1.00000 997
1.14022 0.56566 -0.72041 0.22809 -0.42782 0.75700 1.00000 229
-0.61272 0.75474 1.07876 0.69887 -0.88705 0.79326 1.00000 112
-1.17631 -0.74627 -0.83082 -1.20269 -0.92170 -1.74389 1.00000 1134
0.80053 -1.70134 0.98628 -0.50046 -1.49937 -1.70594 1.00000 834
1.57440 -0.67029 -0.12080 1.59820 -1.18291 1.30306 1.00000 646
0.42354 0.92362 -1.60476 -0.41716 0.21896 1.43064 1.00000 54
1.19471 -0.44761 1.44339 1.66190 1.58331 2.31646 1.00000 891
1.33355 -1.42156 1.66156 -1.05961 0.28591 -0.29382 1.00000 375
0.18177 1.42016 0.35028 -0.52238 1.46455 0.58472 1.00000 129
1.10822 -0.90911 -0.15916 0.73974 -0.63473 0.38364 1.00000 938
-0.37733 -0.62874 -0.52479 0.35722 0.89059 0.26900 1.00000 7
1.23525 -0.99223 0.46124 -0.63227 -1.04578 -0.89606 1.00000 1078
-0.36020 -0.76417 0.40829 0.09053 -0.15197 -1.08634 1.00000 131
-1.02842 1.21832 -0.76311 1.64351 0.44849 0.63332 1.00000 822
-1.35973 -1.11359 -0.02264 -0.17708 0.34315 -1.49711 1.00000 1071
-1.22327 -1.39308 -1.24447 -0.64452 -1.67537 -1.53645 1.00000 1097
1.64519 0.32080 1.24575 -1.10511 0.24943 0.53411 1.00000 829
0.04506 -0.69348 0.18818 0.98052 -0.67629 0.09030 1.00000 809
1.58390 -0.12659 -1.43902 -0.65609 0.87057 1.36892 1.00000 452
-0.75161 1.15741 0.12435 -1.67544 1.35589 -0.67617 1.00000 555
-0.97497 0.37330 -0.64313 0.41862 -1.40697 -0.60821 1.00000 853
-1.23786 -0.36095 1.46906 -1.56330 1.20487 -1.12684 1.00000 992
1.36149 1.43802 -1.31959 -0.37085 1.08766 0.62041 1.00000 983
1.04970 1.70107 -1.57246 -0.56130 -0.77900 0.03971 1.00000 864
1.56380 -1.58754 -1.30327 1.32676 0.40231 0.05125 1.00000 506
-1.43721 0.94852 1.33874 1.70819 -1.33371 0.10078 1.00000 130
-1.07585 -0.55092 1.28389 1.03387 -1.06732 0.02709 1.00000 431
1.11780 0.32896 -0.42178 1.48606 -1.09585 1.20634 1.00000 143
-1.46343 1.19907 0.77042 0.68021 -1.11665 -0.91329 1.00000 121
0.90776 -0.30067 1.22998 -0.70250 -0.97777 -0.01252 1.00000 318
-0.38133 1.35818 1.00147 0.37188 0.57064 1.42730 1.00000 949
0.16607 -1.49175 -0.06957 1.14811 -1.66465 -1.48632 1.00000 977
-1.29147 -0.94766 -0.92127 0.42378 0.06314 -0.57210 1.00000 945
0.65709 -1.23334 -1.65874 0.63982 -0.19820 0.14534 1.00000 118
-0.36927 -0.43489 0.42041 -1.57819 -0.75035 -1.45609 1.00000 953
-0.62933 -0.88998 0.50556 0.05264 0.74830 -0.60476 1.00000 688
0.75577 -1.29453 -0.06072 -1.68506 -1.69102 -2.39627 1.00000 650
-0.95813 0.69432 -0.01799 0.72377 0.92672 0.23475 1.00000 991
1.40323 -1.05817 -0.30391 0.12983 -1.31526 -0.85935 1.00000 510
-1.28458 1.40656 -0.49490 0.71907 0.45433 0.39997 1.00000 365
0.59870 -0.75427 -1.09011 1.25068 -0.72308 0.66824 1.00000 996
0.88307 1.25800 0.81929 1.25330 0.37470 1.14710 1.00000 602
-0.25874 -1.02575 1.46426 -0.31352 1.07707 -0.06754 1.00000 109
0.81681 0.09588 1.51287 1.12068 -0.07046 1.53190 1.00000 912
-0.97924 -0.33652 -0.26231 -1.75071 1.06336 -1.56987 1.00000 418
0.23263 -0.78726 1.66671 1.33762 1.52621 1.55932 1.00000 68
0.05176 -0.23291 -0.57344 -1.59315 0.12894 -0.60559 1.00000 134
0.02756 -0.69296 -1.50981 0.84583 -0.33434 0.79395 1.00000 1037
-1.43962 1.26023 -1.12759 -1.36788 -1.02073 -1.53549 1.00000 574
-1.48227 -1.64649 -1.57272 0.44866 1.57521 -0.14921 1.00000 707
0.34959 -0.11567 0.29278 0.36502 0.09936 0.37999 1.00000 962
-0.93198 -0.23002 0.65356 1.52157 -0.65749 0.24375 1.00000 100
-1.68707 0.99617 -0.55820 -0.17789 -0.59105 -1.44228 1.00000 884
-0.10677 -0.16759 1.07095 -0.12128 -0.60883 -0.01048 1.00000 622
0.71672 0.12720 -0.74004 0.58227 1.20516 1.18402 1.00000 958
-0.55313 1.68373 -1.61262 -1.73796 -0.46039 -0.00506 1.00000 859
0.50719 1.00242 -0.43493 -0.13196 0.05420 1.03729 1.00000 76
1.52597 1.42388 -0.60930 1.56664 -1.47906 0.11604 1.00000 927
-1.21613 -0.04425 0.48818 -1.74314 1.54499 -1.26795 1.00000 956
1.45704 1.57106 1.58085 -0.42691 -0.49607 -0.30824 1.00000 1148
-1.02973 -1.23896 1.00589 -1.08982 -0.90411 -1.76608 1.00000 642
1.67743 0.70223 -0.68996 -0.78740 -0.79993 -0.00554 1.00000 526
-1.55862 1.20437 -1.68371 0.21633 0.13240 0.16949 1.00000 17
-1.71597 -0.98111 0.73415 -0.32154 -0.29848 -1.38476 1.00000 1190
-0.00077 -0.59565 1.05047 -1.25685 -1.44794 -1.23656 1.00000 42
-0.45983 0.26755 -0.93322 0.28140 -1.26486 0.02938 1.00000 921
1.35071 -1.27399 0.79124 1.71463 -1.38220 -0.10369 1.00000 826
1.67759 -1.14057 0.56585 -1.13800 1.01605 -0.75019 1.00000 1013
0.64566 -0.05927 -0.63387 -1.77246 -1.48985 -0.75204 1.00000 527
1.38736 1.19975 0.70717 0.27714 -0.85667 -0.60754 1.00000 322
0.75957 1.57531 -0.95959 0.02262 1.57463 0.92607 1.00000 706
1.07508 0.12312 0.05345 -1.36414 0.54960 0.05406 1.00000 287
0.77752 -0.85020 -0.35725 0.59972 0.18821 -0.09516 1.00000 73
-0.56771 -0.56141 0.36936 0.65198 -0.40817 -0.37547 1.00000 513
-1.13219 -0.46717 -0.01700 0.08335 -0.28960 -0.83281 1.00000 712
0.43439 0.93447 -0.51167 1.54996 0.10086 1.47220 1.00000 172
-0.47946 0.00166 -1.34022 0.59229 1.11996 1.08766 1.00000 919
-1.00347 -1.14689 -0.26475 -1.61004 -0.44167 -2.26233 1.00000 1017
-0.99288 -0.28282 -0.55836 -1.78350 -0.79478 -1.93719 1.00000 62
0.56977 0.37368 -0.29663 -0.79812 -0.51733 -0.02442 1.00000 399
0.04511 -0.23887 -1.17480 0.64449 -0.06198 0.85932 1.00000 92
0.41138 -1.57965 1.33237 1.18305 0.14716 0.18057 1.00000 204
0.08297 0.43868 1.56961 -0.36774 -0.03929 1.03231 1.00000 920
-0.92270 1.55878 0.12804 0.04539 -0.08491 -0.47313 1.00000 993
-1.70498 0.42125 0.49617 0.96831 -1.01478 -1.26308 1.00000 585
0.47650 -1.31405 -1.13945 -0.51610 -0.24087 -0.91088 1.00000 601
-1.44710 -0.00354 -1.41758 -0.45610 1.34924 -0.43401 1.00000 863
1.64831 0.02726 1.62646 -0.85874 -1.22361 0.29001 1.00000 294
-1.06791 -1.57138 0.83915 -0.30134 1.03410 -0.74911 1.00000 420
1.15188 1.61330 1.10809 -1.00808 -0.44121 -0.17960 1.00000 636
-1.56118 0.13138 -0.49293 -0.63576 -0.09324 -1.48044 1.00000 335
1.35428 -0.59661 -1.55588 0.21069 1.06214 1.23368 1.00000 754
1.63181 -0.45401 -0.14500 -1.57787 -1.19004 -0.49178 1.00000 608
1.65625 -1.03658 0.64198 1.62912 -0.16125 0.94328 1.00000 128
0.04774 1.56240 1.63782 0.35788 0.35440 1.58473 1.00000 105
-0.18202 -0.24611 -0.86019 0.09235 0.09072 0.23196 1.00000 497
-1.27003 -0.07799 -0.68093 1.66453 -0.77147 0.08074 1.00000 74
-1.28124 -0.15011 -0.91622 -1.75923 1.81302 -1.00954 1.00000 426
1.09163 1.04930 0.46426 1.38114 -0.43327 0.93732 1.00000 902
-0.06461 1.40055 -1.69430 -0.32649 0.36679 1.31976 1.00000 862
-1.61650 -0.17296 -0.69215 -1.68104 -0.97870 -2.38147 1.00000 405
-1.40531 1.47277 -0.45365 -1.17691 -1.03772 -1.48382 1.00000 504
1.00875 1.68696 -0.58576 1.66943 1.62508 1.28569 1.00000 720
0.46948 -1.51361 -0.28555 1.10144 1.04217 -0.22047 1.00000 851
0.70051 -0.97924 -1.33590 1.65262 -1.61021 0.85662 1.00000 357
0.69826 0.99310 -0.04466 0.87069 1.01659 1.29026 1.00000 430
-1.29960 1.59584 -0.15786 -0.24830 1.20266 -0.46652 1.00000 1135
-1.01603 -0.73087 0.66070 -0.82917 0.74064 -1.08310 1.00000 364
-0.48240 -1.33297 0.25420 0.89120 -1.72239 -0.89299 1.00000 868
-1.02924 0.11081 1.72090 -1.11948 -0.06038 -0.25443 1.00000 387
0.30875 0.89275 1.62574 -1.02216 -1.48373 0.67650 1.00000 1086
-1.52735 -1.00452 -1.08629 0.79830 0.91941 -0.42831 1.00000 672
-1.67646 -1.28661 -0.58856 -1.77228 0.34556 -2.46018 1.00000 38
-1.06663 0.64185 -1.33774 0.75619 -0.94045 -0.06637 1.00000 789
-0.43091 -0.96415 0.48726 -0.31729 -0.77012 -1.13039 1.00000 535
0.67185 -0.66281 -1.56485 -1.64006 0.39722 -0.51833 1.00000 286
-1.10735 -0.56523 0.20290 0.63802 -0.20685 -0.54965 1.00000 589
1.01267 -1.05429 0.28731 -1.56691 0.89111 -1.28546 1.00000 1120
-0.23165 0.35779 0.23329 -0.95451 1.42509 -0.17087 1.00000 905
1.31777 1.67436 1.70879 0.67449 -1.03953 0.22381 1.00000 569
-1.31614 0.79937 0.20185 0.67382 -0.56191 -0.79445 1.00000 203
-0.35987 -0.99476 -0.56936 0.65340 -0.51858 -0.46392 1.00000 261
-0.65100 -0.61517 -0.05999 -1.35241 -0.31841 -1.47000 1.00000 44
-0.29341 -1.23189 -0.99910 -1.75488 -1.21659 -1.84996 1.00000 839
1.51446 -1.56039 -0.18796 0.70012 0.88053 -0.30912 1.00000 403
-1.13925 -1.14267 0.40939 0.52656 -0.49084 -0.90770 1.00000 609
1.58893 1.08795 -1.20272 -1.09583 -0.03485 -0.39507 1.00000 978
0.60724 0.68833 -1.00311 0.23346 -0.52931 1.12244 1.00000 746
1.49745 -0.20311 -0.64418 0.43397 1.64545 1.20963 1.00000 658
-1.08815 -1.04857 -1.36739 -0.75116 -0.32239 -1.28724 1.00000 311
0.09967 -0.52342 -1.08272 1.39109 -1.26303 0.41526 1.00000 1177
0.07028 -0.47632 -1.42107 -0.23898 1.16902 0.24316 1.00000 1015
1.48802 -0.01412 0.21756 -0.24668 -0.50256 0.32536 1.00000 242
1.45475 -0.32349 -1.71670 0.44022 -0.39945 1.77964 1.00000 637
0.65402 -0.48175 -0.25412 -0.64015 -0.96728 -0.66997 1.00000 1
-1.04617 -1.17806 0.00831 0.26735 1.59169 -0.85480 1.00000 931
0.39215 -1.38302 -1.14516 -1.41853 1.33236 -0.95640 1.00000 190
0.88614 0.47257 0.74964 0.08081 -0.59063 0.76409 1.00000 390
-1.40436 0.48079 -0.23918 1.28522 0.63879 0.06256 1.00000 1172
0.89253 1.31603 -1.12823 -0.74807 -1.66816 0.14571 1.00000 476
-1.24216 -1.26355 1.28223 -1.51219 -0.05961 -1.48102 1.00000 177
0.75639 1.32656 0.21921 -1.30837 -0.68874 -0.44001 1.00000 1153
1.07769 1.62546 1.36703 0.10448 -0.37346 0.21576 1.00000 395
-1.34512 1.41310 -0.98213 -0.63657 -1.01814 -1.25425 1.00000 26
1.07632 -1.44022 -1.25449 0.94938 -0.31786 -0.08217 1.00000 445
0.76750 0.42472 0.57896 0.03930 -0.02478 0.39966 1.00000 368
0.06002 -1.59187 0.45103 -0.92146 -1.30923 -1.91351 1.00000 290
0.07334 -1.34638 1.33020 0.58419 -1.05828 -0.48514 1.00000 70
0.98270 0.16319 -1.26131 -0.51806 1.69195 0.99119 1.00000 123
-0.52097 1.34277 -0.60002 -0.48250 -1.03488 -0.05349 1.00000 661
-0.68679 -1.52320 0.84979 0.67891 0.20410 -0.45892 1.00000 1115
-1.42363 0.26666 0.49710 -0.25798 1.09980 -0.41058 1.00000 230
-0.54055 1.49089 0.54355 0.67428 0.43414 0.60645 1.00000 9
0.50414 -1.39464 0.54741 0.60198 1.29999 0.01514 1.00000 1116
0.06247 -1.60808 1.22978 0.79416 -1.03374 -0.62333 1.00000 944
-0.70891 1.25017 -1.17655 0.72790 -0.75876 0.78542 1.00000 483
-0.79449 -0.60218 1.65924 0.36873 1.31755 0.72397 1.00000 398
1.50478 -0.44491 0.70567 -0.62568 0.42538 0.40643 1.00000 319
1.06571 0.87196 -1.71209 0.92218 -0.07472 1.68535 1.00000 165
0.79423 -1.65573 -0.43916 -0.25965 -1.22252 -1.64282 1.00000 909
0.02472 -1.08491 -0.88951 -1.62571 0.52606 -1.03589 1.00000 1024
1.53449 -0.79355 1.24218 -1.63673 1.41912 0.09713 1.00000 593
1.47702 -1.52620 -1.38205 0.12382 -0.42918 -0.37878 1.00000 961
1.54461 -1.03846 -0.84093 -0.38167 0.35709 -0.32379 1.00000 890
-0.24051 -0.72368 -0.20705 -0.50790 -0.67162 -1.21265 1.00000 524
-1.27250 -0.22647 1.50231 0.86951 -0.00721 0.40794 1.00000 361
1.43107 0.80867 -0.31978 -0.55627 -0.63445 -0.47974 1.00000 939
1.03711 -1.56783 1.64654 -0.21174 1.34316 0.24686 1.00000 470
-0.25058 -0.00218 -1.68225 0.81135 -1.16398 1.12192 1.00000 15
0.98151 -1.17808 -0.18679 -1.57461 -0.79946 -1.87761 1.00000 1085
-0.14240 0.41413 -1.31321 0.23255 1.15134 1.11270 1.00000 331
1.53363 1.09942 -0.94213 -1.02683 -1.56159 -0.77505 1.00000 1059
1.44517 -1.58465 -0.13635 0.59364 0.27096 -0.39753 1.00000 1175
0.26838 -0.25223 0.34626 1.37913 0.98066 1.07239 1.00000 692
-0.01087 -0.10897 1.45100 0.47394 -0.00227 0.91639 1.00000 213
1.65222 0.55769 -0.74704 0.79049 1.60091 1.96934 1.00000 219
0.04990 -1.26623 -1.31666 0.86979 -0.84228 0.13374 1.00000 723
-0.58125 0.45415 0.29999 -1.24225 1.21488 -0.44231 1.00000 1076
0.96347 0.33397 1.14330 -0.07384 0.82246 1.56681 1.00000 990
1.19643 -0.80216 -1.69099 1.23456 -0.73253 1.08113 1.00000 691
-1.68072 1.56443 1.09053 -1.05240 0.67352 -1.20565 1.00000 1199
-0.47870 0.59567 1.24461 1.53156 -1.11564 0.84544 1.00000 231
0.69622 1.51321 -1.56902 -1.25300 1.18260 0.67879 1.00000 270
-0.97808 0.73283 0.31122 -1.34897 -1.74564 -1.74083 1.00000 1149
