lread lwrite scall sread swrite fork exec rchar wchar pgout ppgout pgfree pgscan atch pgin ppgin pflt vflt runqsz freemem freeswap Y outlier number
-0.36663 -0.43848 -1.33107 -1.02770 -0.87904 -0.67944 -0.49730 -0.82098 -0.64927 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.40760 1.30844 0.81687 1.00000 3374
0.06448 -0.00355 -0.67420 -0.28386 -0.44282 -0.27610 0.00345 1.70641 -0.30423 5.08312 6.81248 6.41256 6.82743 0.08278 3.92472 4.97584 0.24015 1.00233 1.87196 -0.67908 -3.14722 -4.56333 1.00000 1316
1.02043 2.33838 0.00409 0.50018 0.07442 -0.03410 0.07828 0.53159 0.25430 -0.43065 -0.39289 -0.36833 -0.30261 -0.12745 1.63773 1.25725 0.10669 1.34083 -0.11636 -0.36885 -0.73610 -0.32438 1.00000 2342
-0.31039 -0.43848 0.35181 -0.23361 1.31453 0.12723 0.27014 -0.68493 0.59880 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.43808 -0.43934 0.81640 0.19941 -0.14340 -0.20365 -0.64552 0.05604 1.00000 6699
-0.36663 -0.43848 -1.29372 -0.98247 -0.77933 -0.67944 -0.49730 -0.81362 -0.62861 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.15215 1.29212 0.76253 1.00000 7821
-0.19793 -0.13738 -1.29801 -0.96237 -0.82295 -0.67944 -0.49730 -0.80822 -0.60138 -0.43065 -0.39289 -0.36833 -0.30261 -0.02234 -0.59665 -0.55604 -0.82328 -0.88024 -0.14817 -0.54250 1.01699 0.76253 1.00000 5113
-0.27291 -0.43848 1.18804 0.09308 -0.08761 -0.51810 -0.15195 0.01908 -0.05576 0.13468 -0.14311 -0.25091 -0.30261 -0.12745 -0.23626 -0.17004 -0.28488 -0.29905 -0.13704 -0.63557 0.31432 0.16473 1.00000 2177
-0.34788 -0.43848 -0.92152 -0.72112 -0.48644 -0.67944 -0.49730 -0.80358 -0.54082 -0.12914 -0.28772 -0.31889 -0.30261 -0.16249 -0.51016 -0.50218 -0.82328 -0.85301 -0.14817 -0.58400 -0.73961 0.70818 1.00000 2793
-0.36663 -0.43848 0.17672 -0.18335 -0.02529 -0.67944 -0.49730 -0.47178 -0.09701 1.15225 0.54049 -0.01606 -0.30261 -0.02234 -0.49574 -0.46627 -0.82328 -0.87919 -0.14817 -0.64766 1.00224 0.54515 1.00000 1826
-0.14170 -0.43848 1.61901 1.85216 2.14958 3.03123 0.30851 0.55213 -0.38173 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.53809 3.08014 2.75243 -0.13863 -0.31405 -0.64284 -0.81349 1.00000 2534
0.27067 -0.07047 2.19507 -0.39946 -0.24340 0.53056 1.15269 0.00692 -0.07423 -0.43065 -0.39289 -0.36833 -0.30261 0.08278 -0.42366 -0.42139 1.49115 0.62561 -0.12909 -0.43452 0.71616 -0.48742 1.00000 3285
-0.21667 -0.30466 -0.05529 -0.58039 -0.49890 0.28856 0.11665 -0.65182 -0.52547 -0.09145 -0.26142 0.33003 0.45930 -0.12745 -0.20743 -0.31367 0.34267 0.45806 -0.13227 -0.66377 -0.63503 0.27342 1.00000 503
-0.27291 -0.30466 -0.48443 0.04282 -0.37427 -0.67944 -0.49730 0.25486 1.02339 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.50218 -0.76735 -0.85825 -0.12272 0.05945 0.64718 0.43646 1.00000 7149
0.04574 -0.23775 -0.33261 -0.12303 0.22398 -0.76010 -0.53567 -0.45019 0.36571 1.07688 0.27756 -0.05314 -0.30261 1.06386 -0.48132 -0.48423 -0.90370 -0.86767 -0.13386 -0.56305 0.47689 0.49080 1.00000 7159
-0.34788 -0.43848 -1.15476 -0.91713 -0.57368 -0.03410 -0.19032 -0.66140 -0.16914 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.49574 -0.44832 0.28674 -0.24355 -0.14658 4.13527 1.32914 0.43646 1.00000 1432
-0.36663 -0.43848 -0.59584 -0.39946 -0.54252 -0.59877 -0.45893 0.68295 -0.52607 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52911 -0.67697 -0.38712 -0.14022 0.03970 -0.68440 0.38211 1.00000 1886
-0.21667 -0.40503 0.08857 0.18857 0.45455 1.41789 0.11665 -0.45825 -0.26832 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.52014 1.16776 0.92301 -0.12272 -0.36482 0.50565 0.00169 1.00000 6227
0.13946 0.43138 0.02001 -0.46480 -0.19355 -0.67944 -0.49730 -0.67153 0.15894 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.72714 -0.87500 -0.13704 -0.37086 0.74971 0.59949 1.00000 751
0.10197 0.59866 0.02797 0.32930 0.24267 0.69190 -0.34381 -0.47136 -0.58561 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.53809 0.49126 0.27899 -0.13545 -0.50180 0.98849 -0.21569 1.00000 1614
-0.36663 -0.43848 -1.32739 -1.01263 -0.85411 -0.67944 -0.49730 -0.82089 -0.63169 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82302 -0.88218 -0.14817 2.72388 1.28439 0.81687 1.00000 6021
-0.34788 -0.40503 -0.76113 -0.54019 -0.50513 -0.67944 -0.49730 -0.70415 0.40665 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52911 -0.82328 -0.87605 -0.14499 2.65780 1.27191 0.59949 1.00000 4066
0.38313 1.40160 1.95326 -0.25371 -0.29325 -0.19544 -0.19032 -0.68979 -0.37849 0.62462 0.08037 -0.14584 -0.30261 0.46820 -0.33717 -0.35855 0.23779 -0.21423 -0.12909 -0.57957 0.27801 -0.21569 1.00000 1356
0.32690 0.36446 1.73900 1.74661 1.83176 3.43456 0.80735 0.84412 -0.23692 0.54924 0.47476 1.07165 0.92882 0.43316 -0.14977 -0.21493 4.40168 4.13262 -0.14022 -0.54733 -0.75762 -1.24826 1.00000 5085
-0.36663 -0.43848 -1.31392 -0.99252 -0.82295 -0.67944 -0.49730 -0.81401 -0.64841 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.28149 1.27556 0.76253 1.00000 6549
-0.02923 0.43138 -1.25516 -0.92718 -0.79802 -0.67944 -0.49730 -0.81424 -0.62753 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.53809 -0.82328 -0.87919 -0.13863 -0.36401 0.92886 0.76253 1.00000 4729
-0.23542 -0.40503 -0.37668 -0.56029 -0.28079 1.66393 2.84874 -0.56183 -0.24969 0.06118 0.46358 0.14555 0.15369 -0.12745 0.45783 0.37933 0.80416 1.01704 -0.14817 -0.65330 -0.52742 -0.27004 1.00000 6524
-0.34788 -0.43848 -0.74827 -0.60050 -0.54252 -0.67944 -0.49730 -0.77281 -0.52068 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.49574 -0.47525 -0.67470 -0.83835 -0.13227 -0.45990 -0.73887 0.59949 1.00000 99
0.25192 1.00013 -0.42443 -0.24868 -0.24963 -0.67944 -0.49730 -0.77324 -0.47778 -0.05377 -0.20884 -0.29417 -0.30261 0.04774 -0.30834 -0.34060 -0.80056 -0.33989 -0.14817 -0.60858 -0.72689 0.43646 1.00000 2484
0.42062 0.76594 -0.14406 0.58060 2.72290 0.68786 1.07211 -0.18264 -0.32099 0.69811 0.18423 -0.09702 -0.30261 0.88691 -0.36672 -0.38593 0.27730 0.48031 -0.14817 -0.58440 -0.74592 0.05604 1.00000 5978
-0.27291 -0.40503 -0.10182 0.39966 0.48571 -0.35677 -0.38218 -0.62076 2.96868 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.26509 -0.33162 -0.53660 -0.27916 -0.14340 -0.34588 -0.69551 0.16473 1.00000 6185
-0.34788 -0.43848 -0.33444 -0.13309 0.26137 -0.59877 -0.42056 0.38773 1.18427 -0.39296 -0.36659 -0.35597 -0.30261 -0.19753 1.49790 2.02565 -0.68117 -0.62405 -0.14420 -0.43492 -0.67246 0.00169 1.00000 1011
0.34564 1.00013 0.84828 -0.30899 -0.16862 -0.51810 -0.42056 -0.30046 0.10525 0.47387 -0.07738 -0.22001 -0.30261 0.08278 -0.39483 -0.32265 -0.69742 -0.66871 -0.14022 -0.63154 0.51071 0.54515 1.00000 6050
-0.10421 -0.43848 -0.30996 -0.08785 -0.17485 -0.11477 0.38334 3.78043 -0.40396 2.95375 3.97621 2.11734 0.36793 -0.19753 1.50366 2.65133 -0.19031 -0.24397 -0.14420 -0.16296 -0.80324 0.21907 1.00000 1698
-0.21667 -0.37157 -0.72868 -0.65076 -0.36803 -0.27610 -0.26707 -0.57347 -0.00399 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 -0.35159 -0.30469 -0.25167 -0.26868 -0.13863 -0.01993 0.49953 0.49080 1.00000 6694
0.10197 0.76594 -0.77582 -0.49495 -0.65469 -0.43744 -0.30544 0.19471 -0.42141 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.46691 -0.41241 -0.37578 -0.40272 -0.14022 -0.47642 0.99745 0.16473 1.00000 4087
-0.34788 -0.43848 0.00164 -0.58039 -0.48021 -0.59877 -0.45893 -0.74737 -0.62969 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.22503 -0.04437 -0.66246 -0.69384 -0.13545 1.12232 0.95684 0.54515 1.00000 5330
-0.29165 -0.37157 -0.77766 -0.73620 -0.61730 -0.59877 -0.42056 -0.39902 -0.45000 -0.16683 -0.28772 -0.30653 -0.27168 0.57332 -0.55340 -0.52014 -0.69043 -0.59645 -0.13863 -0.65491 0.46242 0.65384 1.00000 6097
-0.23542 -0.37157 0.68544 -0.44972 -0.29325 -0.51810 -0.42056 -0.40407 -0.30145 -0.01608 0.18554 1.00985 1.13405 -0.12745 0.80164 0.58400 -0.47018 -0.36188 -0.13545 -0.64645 0.45341 0.32776 1.00000 4435
-0.23542 -0.33811 0.05184 -0.31905 -0.22470 0.93793 0.57903 -0.53713 -0.42264 1.38215 1.80711 2.27586 2.19047 -0.09242 0.24088 0.02879 0.35579 0.68964 -0.14022 -0.65773 -0.55554 0.00169 1.00000 3877
-0.31039 -0.40503 0.18591 -0.35925 0.16166 -0.43744 -0.38218 -0.27370 0.04219 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52014 -0.36704 -0.52629 -0.13545 -0.45950 0.94394 0.27342 1.00000 8028
-0.32914 -0.43848 0.75645 0.41474 0.17413 -0.43744 -0.45893 -0.70791 -0.38183 0.54924 0.08037 -0.18292 -0.30261 -0.19753 -0.49574 -0.47525 -0.50339 -0.53781 -0.14022 -0.62751 -0.45261 0.16473 1.00000 3160
-0.06672 -0.43848 2.12406 1.59081 1.42670 1.49049 -0.15387 1.89710 -0.23674 0.54548 0.52340 1.34914 0.99671 1.65250 0.63802 0.60644 1.61194 2.07527 -0.14181 -0.65330 -0.78646 -0.75915 1.00000 4214
-0.17919 -0.43848 -0.73052 -0.64071 -0.16239 -0.27610 0.07828 -0.28204 0.31703 0.05930 0.18554 0.57106 0.70671 0.08278 -0.02003 0.19800 -0.01743 -0.23936 -0.13863 -0.66136 0.48603 0.38211 1.00000 1913
-0.10421 -0.27120 0.25631 0.01769 -0.28079 0.12723 0.00154 1.30860 1.27397 1.49145 1.51330 1.72057 1.30836 -0.12745 2.09902 1.67017 0.21681 0.61409 1.33113 -0.67989 -3.14721 -4.56333 1.00000 5029
0.04574 -0.23775 2.40994 1.00277 1.22729 -0.27610 -0.22870 0.21448 -0.40124 0.09699 0.85599 0.60814 0.64486 0.25797 -0.32276 -0.36753 0.13640 -0.12208 -0.12272 -0.65773 0.15445 -0.37873 1.00000 5793
-0.31039 -0.40503 0.47424 0.37956 0.38600 -0.43744 -0.22870 0.89463 3.21807 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.08087 -0.08028 -0.39326 -0.25612 -0.14340 -0.34709 -0.69908 0.11038 1.00000 5527
0.98294 2.60602 -0.63257 -0.65076 -0.61107 -0.11477 -0.19032 -0.21481 -0.34704 -0.43065 -0.39289 -0.36833 -0.30261 0.81859 0.32593 1.05976 0.48602 0.27166 -0.13227 -0.47763 -0.62627 0.21907 1.00000 4826
-0.29165 -0.43848 2.17609 1.15355 1.32699 0.53056 -0.03684 -0.35108 -0.22211 -0.39296 -0.36659 -0.35597 -0.30261 -0.16249 -0.58223 -0.54707 0.46854 0.28109 -0.14420 -0.56587 -0.81292 -0.27004 1.00000 3522
-0.19793 -0.27120 0.69891 0.42479 -0.01283 -0.59877 -0.45893 0.13135 -0.01671 2.39596 1.94712 1.25706 0.90632 2.00990 -0.04887 0.02744 -0.66071 -0.58179 -0.13704 -0.65773 0.45731 0.32776 1.00000 7162
-0.29165 -0.40503 -0.06325 1.14350 1.32699 0.36923 0.34688 0.18779 -0.01774 -0.12914 -0.27457 -0.31271 -0.30261 -0.16249 -0.20743 -0.07130 0.65033 0.14495 -0.13863 -0.59165 0.87380 -0.05265 1.00000 3982
-0.34788 -0.40503 -1.28760 -0.98750 -0.70455 -0.67944 -0.49730 -0.78812 -0.55061 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 1.42853 1.25629 0.76253 1.00000 6243
-0.29165 -0.37157 0.49934 -0.11298 0.25514 -0.35677 -0.30544 -0.29852 2.47719 -0.39296 -0.36659 -0.35597 -0.30261 -0.16249 -0.49574 -0.46627 -0.17825 -0.40168 -0.13704 -0.56546 0.11990 -0.05265 1.00000 6000
0.68304 2.43874 -0.53891 -0.45977 -0.49890 -0.59877 -0.45893 1.03470 0.36850 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 1.19085 1.46371 -0.68519 -0.72421 -0.12909 -0.20849 0.91547 0.16473 1.00000 6731
-0.32914 -0.40503 -0.30628 -0.42962 -0.39919 -0.59877 -0.42056 -0.59124 -0.30223 -0.27989 -0.34030 -0.34361 -0.30261 -0.09242 -0.52457 -0.50218 -0.66360 -0.76882 -0.14817 -0.63799 -0.47071 0.49080 1.00000 3768
-0.31039 -0.40503 -1.17129 -0.91211 -0.85411 0.12723 -0.11358 -0.62502 -0.60578 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.53899 -0.52014 0.59265 -0.10532 -0.14499 2.23717 1.23606 0.38211 1.00000 7428
-0.01049 -0.23775 1.01418 2.09843 2.08727 2.14389 0.00154 3.10809 4.49467 2.77284 1.00060 0.28677 -0.30261 2.11501 0.28269 0.49423 1.80056 1.63614 1.86400 -0.68070 -3.14720 -4.56333 1.00000 1929
-0.34788 -0.43848 0.57403 -0.22858 0.23644 -0.67944 -0.49730 -0.52661 0.42778 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.58223 -0.54707 -0.82154 -0.87186 -0.13227 0.45470 0.76344 0.54515 1.00000 6929
-0.14170 -0.10392 -0.32036 -0.54521 -0.44905 -0.19544 -0.38218 -0.32875 -0.50030 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.30834 -0.32265 0.10843 -0.25717 -0.13068 -0.50422 -0.80164 0.32776 1.00000 6574
0.38313 -0.07047 0.67075 0.36448 0.32369 0.36923 0.27014 0.11764 -0.47763 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.51016 -0.40344 0.41609 0.49157 -0.14817 -0.29753 -0.55784 0.11038 1.00000 2480
0.55183 1.43506 0.80482 -0.13811 -0.03775 -0.11477 -0.07521 0.45703 0.17950 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.49574 -0.48423 -0.00869 -0.05611 -0.13386 -0.15047 0.51271 0.16473 1.00000 7951
-0.36663 -0.43848 -1.28944 -0.89703 -0.74194 -0.67944 -0.49730 -0.81980 -0.57168 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52014 -0.82355 -0.87935 -0.14817 -0.46675 0.94582 0.65384 1.00000 2174
-0.17919 -0.20429 -0.60196 -0.55024 -0.23717 -0.59877 -0.45893 -0.56217 -0.03649 -0.24221 -0.32716 -0.33743 -0.30261 -0.12745 -0.59665 -0.55604 -0.58030 -0.69279 -0.13545 -0.59609 0.49061 0.54515 1.00000 570
-0.25416 -0.43848 -0.86459 -0.61055 -0.57991 -0.11477 -0.19032 -0.46634 -0.45980 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.40925 -0.42139 -0.28313 -0.09485 -0.14817 -0.48488 -0.69046 0.54515 1.00000 913
-0.04798 -0.00355 1.49290 0.21370 -0.00659 0.68786 1.11049 1.65895 -0.20692 1.07311 1.35226 2.17296 2.09080 -0.12745 3.50379 4.30842 1.09898 0.28276 -0.14817 -0.65370 -0.75457 -0.54176 1.00000 1919
-0.06672 -0.43848 0.04633 -0.41454 -0.45528 2.22859 3.42431 -0.44664 -0.49746 -0.39296 -0.37974 -0.36215 -0.30261 -0.19753 0.38576 0.33444 1.36643 1.62561 -0.14817 -0.52074 -0.58822 -0.65045 1.00000 5453
0.00825 -0.17083 -0.56278 0.01769 -0.01283 -0.51810 -0.42056 -0.70593 -0.49697 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 0.22503 -0.02642 -0.52961 -0.14931 -0.14340 -0.43210 -0.83309 0.38211 1.00000 1298
-0.16044 0.06336 -1.27903 -0.98247 -0.72324 -0.67944 -0.49730 -0.80042 -0.54294 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.22750 1.29619 0.76253 1.00000 3176
-0.34788 -0.43848 -0.40668 -0.10796 -0.11253 -0.11477 -0.30544 -0.71964 -0.48475 0.24774 -0.15626 -0.03460 0.12192 -0.16249 -0.43808 -0.45730 -0.41424 -0.22470 -0.14499 -0.65169 -0.54291 0.32776 1.00000 1806
-0.21667 -0.27120 0.90705 0.28909 0.85338 -0.19544 -0.03684 -0.27463 2.50686 0.39849 -0.06423 -0.22001 -0.30261 0.01270 1.43591 0.83534 -0.34956 -0.13465 -0.13068 -0.58400 -0.76511 -0.16134 1.00000 1148
0.45811 1.63580 -0.68583 -0.50501 -0.26210 -0.43744 -0.38218 -0.32285 -0.27186 0.02161 -0.10367 -0.04696 0.06569 0.04774 2.12785 1.17646 -0.14154 0.69786 -0.14261 -0.59931 -0.83772 0.21907 1.00000 7411
-0.36663 -0.43848 -0.75501 -0.77138 -0.61730 -0.67944 -0.49730 -0.81339 -0.49760 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14658 2.40035 1.28821 0.76253 1.00000 3354
-0.04798 -0.03701 1.11029 0.86707 0.75991 0.76853 -0.03876 3.27619 5.15736 0.09510 -0.19635 -0.27594 -0.30261 -0.12745 0.35260 0.19665 0.73258 0.82515 -0.13227 -0.64161 -0.74555 -0.37873 1.00000 5925
-0.34788 -0.43848 -0.58727 -0.70102 -0.45528 -0.67944 -0.49730 -0.80025 -0.54782 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.86453 -0.11795 -0.12911 -0.59936 0.65384 1.00000 7376
-0.34788 -0.43848 0.30038 -0.13811 -0.05645 -0.67944 -0.49730 -0.28343 0.16809 -0.09145 -0.27457 -0.31271 -0.30261 0.08278 1.53682 1.02385 -0.76385 -0.46765 -0.12432 -0.55056 -0.49632 0.16473 1.00000 1852
-0.27291 -0.40503 -1.10334 -0.60552 -0.72947 0.04656 -0.15195 -0.60117 -0.58306 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.28838 -0.27706 -0.14817 2.29559 1.28210 0.59949 1.00000 3210
-0.36663 -0.43848 -1.28332 -0.92718 -0.76687 -0.67944 -0.49730 -0.46920 -0.65492 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 1.84393 1.24967 0.76253 1.00000 1533
-0.17919 -0.17083 -0.22303 0.10816 0.64150 -0.51810 -0.42056 -0.39849 0.77049 1.29924 0.53851 1.13654 0.87863 1.02707 1.41717 0.81470 -0.53922 -0.13213 0.79826 -0.67546 -3.14723 -4.56333 1.00000 4231
0.51434 1.76962 0.04449 -0.18335 -0.29325 -0.67944 -0.49730 0.49767 -0.30246 -0.27989 -0.34030 -0.34361 -0.30261 1.27409 -0.51016 -0.50218 -0.77084 -0.46555 -0.14420 -0.64484 -0.50736 0.27342 1.00000 4390
-0.08547 -0.27120 -0.33995 -0.14314 -0.05022 -0.51810 -0.38218 -0.62586 -0.47815 1.11080 0.14479 -0.11556 -0.30261 0.25622 -0.42366 -0.38593 -0.42577 -0.08721 -0.14181 -0.60213 -0.63706 0.21907 1.00000 4121
0.00825 0.02990 0.86542 0.72635 0.26137 -0.03410 -0.30544 0.95305 2.15239 0.13468 0.25127 0.85535 0.91757 0.88866 -0.45249 -0.46627 -0.13629 0.59000 -0.13704 -0.65209 -0.68696 -0.21569 1.00000 2091
-0.32914 -0.37157 -1.16210 -0.72615 -0.77310 -0.59877 -0.45893 0.90005 -0.55215 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.56782 -0.52911 -0.68991 -0.78563 -0.13227 2.56594 1.27826 0.65384 1.00000 255
0.27067 0.13027 2.12834 -0.08283 0.08688 1.41789 2.49571 0.02947 -0.36912 1.41607 1.30296 1.97396 2.01967 0.39812 1.10436 1.09567 1.08036 1.29790 -0.14022 -0.64282 -0.74932 -0.37873 1.00000 7599
0.66429 1.90345 -0.03937 0.89723 0.70382 -0.51810 -0.03684 0.09069 0.38549 -0.43065 -0.39289 -0.36833 -0.30261 -0.12745 0.02321 -0.11618 -0.44745 -0.38073 -0.12591 0.37291 0.51996 0.05604 1.00000 6049
-0.31039 -0.40503 -1.09048 -0.63568 -0.61107 0.04656 -0.15195 0.18176 0.63924 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.26582 -0.16197 0.53723 -0.07988 -0.13545 0.63520 1.16381 0.00169 1.00000 7190
-0.34788 -0.43848 -1.21353 -0.83672 -0.76063 -0.51810 -0.42056 -0.28909 -0.55399 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.55340 -0.52911 -0.63799 -0.72735 -0.14499 -0.32775 1.02905 0.59949 1.00000 521
-0.34788 -0.43848 0.77788 -0.20345 0.13050 -0.43744 -0.19032 -0.69479 -0.16260 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.45249 -0.43979 -0.57060 -0.54598 -0.14022 -0.34669 -0.79661 0.38211 1.00000 7176
-0.06672 -0.37157 2.22262 2.76185 2.34900 2.47463 0.11857 0.23785 0.35823 -0.43065 -0.39289 -0.36833 -0.30261 -0.16249 0.54433 0.32547 2.94808 2.75568 -0.14022 -0.50301 -0.77559 -1.03087 1.00000 319
-0.32914 -0.40503 -0.05039 0.00261 -0.43658 -0.67944 -0.49730 2.32139 0.22900 -0.43065 -0.39289 -0.36833 -0.30261 4.46260 -0.55340 -0.52911 -0.75686 -0.68756 -0.12113 0.24922 0.95518 0.38211 1.00000 4714
-0.34788 -0.43848 -0.68828 -0.85180 -0.71701 -0.67944 -0.49730 -0.81773 -0.64722 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88024 -0.14022 1.78228 0.94468 0.76253 1.00000 5827
-0.31039 -0.43848 0.62055 0.41977 0.47948 0.12723 0.26822 -0.49024 0.08670 0.73580 0.38142 -0.01050 -0.30261 -0.19753 -0.43808 -0.45730 1.51414 0.29009 -0.14817 -0.59125 -0.81647 -0.10700 1.00000 6873
-0.31039 -0.40503 0.12959 -0.44972 0.09311 -0.59877 -0.49730 -0.29672 -0.55268 -0.43065 -0.39289 -0.36833 -0.30261 -0.09242 -0.00562 0.17107 -0.75511 -0.84568 -0.13227 -0.55579 0.89148 0.49080 1.00000 3161
-0.34788 -0.43848 -1.04457 -0.87190 -0.68585 -0.67944 -0.49730 -0.80281 -0.54010 -0.27989 -0.34030 -0.34361 -0.30261 -0.19753 -0.56782 -0.52911 -0.82127 -0.84751 -0.14420 -0.59407 -0.73376 0.70818 1.00000 6758
-0.34788 -0.43848 -0.29955 -0.41454 -0.29325 -0.59877 -0.19032 -0.71205 -0.48496 -0.09145 -0.23513 -0.29417 -0.30261 -0.19753 -0.07770 -0.18800 -0.79007 -0.67813 -0.14817 -0.62953 -0.71118 0.54515 1.00000 6320
-0.32914 -0.40503 -1.20251 -0.83169 -0.79179 -0.67944 -0.49730 0.27613 -0.31073 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.80580 -0.87919 -0.14499 2.30929 1.27134 0.70818 1.00000 3099
0.10197 -0.37157 0.89725 0.37956 0.62281 0.69190 0.07828 0.76580 0.75447 3.45123 2.43352 1.12109 -0.05801 -0.09242 0.91696 0.72762 1.24468 0.91882 -0.11477 -0.60978 0.46096 -0.48742 1.00000 4286
-0.32914 -0.40503 -0.04121 -0.54019 -0.49890 -0.67944 -0.49730 -0.23546 -0.40064 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.52457 -0.51116 -0.82328 -0.75353 -0.13545 0.25163 0.18673 0.59949 1.00000 4001
0.19569 0.93322 0.69830 0.43987 0.47325 0.20790 -0.11358 0.02228 0.07866 -0.09145 -0.24828 -0.30035 -0.30261 -0.19753 -0.03445 -0.15209 0.09795 -0.02888 -0.12750 -0.63356 -0.65042 0.00169 1.00000 7160
-0.23542 -0.40503 -1.04089 -0.76635 -0.45528 -0.67944 -0.49730 -0.80084 -0.24340 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.25068 -0.34060 -0.80755 -0.76924 -0.14022 -0.47118 -0.63643 0.70818 1.00000 6883
-0.34788 -0.43848 -1.00845 -0.32407 -0.53006 -0.59877 -0.34381 -0.09540 0.55090 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.69568 -0.82474 -0.12750 -0.38939 0.99069 0.65384 1.00000 3912
-0.34788 -0.40503 -1.28209 -0.96739 -0.76063 -0.67944 -0.49730 -0.79336 -0.54002 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.82328 -0.88233 -0.14817 2.25651 1.27734 0.76253 1.00000 2958
-0.25416 -0.40503 0.94133 1.11837 0.48571 -0.36887 -0.01765 -0.32442 0.15277 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.47123 -0.47794 0.16245 -0.29308 -0.13386 -0.46554 0.37571 0.16473 1.00000 190
-0.08547 -0.00355 1.37292 0.89723 0.44832 -0.19544 0.23177 0.56251 -0.30617 0.51156 0.34329 0.71320 0.60550 -0.09242 3.20900 3.04361 0.03676 0.77535 -0.14261 -0.58319 -0.78125 -0.54176 1.00000 7495
-0.27291 -0.37157 0.81461 -0.54019 -0.24963 -0.43744 -0.07521 -0.63106 0.12270 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.46691 -0.46627 -0.51737 -0.57760 -0.13386 0.30522 0.75115 0.43646 1.00000 5861
-0.34788 -0.43848 0.36283 -0.72615 -0.49890 -0.67944 -0.49730 -0.80168 -0.27481 -0.43065 -0.39289 -0.36833 -0.30261 -0.19753 -0.59665 -0.55604 -0.65023 -0.87814 -0.13863 0.31126 0.74853 0.65384 1.00000 3409
