ClimbRate Sgz P Q CurRoll AbsRoll DiffClb DiffRollRate DiffDiffClb SaTime1 SaTime2 SaTime3 SaTime4 DiffSaTime1 DiffSaTime2 DiffSaTime3 DiffSaTime4 Sa Y outlier number
2.71915 0.18864 -1.64255 0.82434 -0.78482 -0.05128 -0.89232 -0.71115 -0.59620 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 -1.66368 -0.01294 -0.34944 -0.24192 1.00000 4191
-1.07428 0.54243 -0.12860 1.16958 1.84213 -0.78253 -1.17619 -1.42621 0.24645 -1.11688 -1.09424 -1.09407 -1.08071 0.10707 -0.01041 0.05862 -0.01294 -1.08036 -0.24192 1.00000 12577
-0.59515 1.05345 -0.03197 -0.29768 -0.25943 1.16747 -0.13533 0.08335 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 8800
-0.86173 0.14933 -0.35408 0.04756 1.21166 0.43622 -0.32458 -1.26731 0.03579 -0.37150 -0.35795 -0.35787 -0.34961 -2.21007 -0.01041 0.05862 -0.01294 -0.34944 -0.39080 1.00000 10648
-0.03676 -0.20446 -0.06418 -0.55661 0.26596 -0.05128 0.43241 -0.71115 0.03579 -0.12304 -0.60338 -0.60327 -0.83701 2.42421 -0.01041 1.78093 -0.01294 -0.83672 0.94911 1.00000 6871
0.49281 0.30657 0.06467 -0.64292 -0.88990 0.19247 0.43241 0.87785 0.45711 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 14748
-1.20037 -1.50168 0.16130 -1.41970 1.10658 -1.02628 2.23025 -2.06181 2.45840 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 -0.98632 1.00000 7105
-0.25651 -0.12584 0.86996 0.99696 -0.99498 0.19247 -1.08156 0.56005 -0.17487 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 1.84238 1.00000 3408
0.12535 -1.26582 -1.61033 -1.59232 0.16088 -0.29503 -0.41920 -0.71115 4.03837 -0.37150 -0.60338 -0.60327 -0.59331 1.26564 -0.01041 0.05862 -0.01294 -0.59308 -0.39080 1.00000 5421
1.29256 0.93552 -0.12860 0.99696 -0.99498 -1.51378 -0.22995 0.56005 -0.38554 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 1.69350 1.00000 14027
-0.85813 0.34588 -1.38485 -0.72923 0.05580 1.16747 1.18939 -0.31390 -1.64951 0.87080 0.62377 0.62374 0.62518 1.26564 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 3941
0.06051 -1.22651 1.48198 -1.85125 -1.41529 0.92372 0.43241 1.03675 1.19443 1.36772 1.36006 1.35995 1.35628 0.10707 -0.01041 0.05862 -0.01294 1.35604 -0.39080 1.00000 4848
-0.35378 2.35067 1.25650 2.55052 -1.62545 -2.24503 -1.17619 0.87785 -0.49087 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 1.24686 1.00000 15120
1.93741 0.03140 1.03101 -0.64292 -0.78482 0.92372 -0.13533 0.56005 0.24645 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.24192 1.00000 14232
-0.41863 0.30657 -0.28966 0.56541 -0.57467 -1.02628 -0.22995 0.71895 -0.06954 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.53968 1.00000 5800
-0.49068 1.68241 -1.44928 1.51481 -1.20514 -0.78253 -1.08156 0.40115 -0.06954 -0.86842 -1.09424 -1.09407 -1.08071 1.26564 -0.01041 0.05862 -0.01294 -1.08036 1.39574 1.00000 1334
-1.05627 0.62104 -0.25745 0.39279 1.00151 -0.78253 -0.22995 -0.63170 -0.06954 -0.37150 -0.60338 -0.60327 -0.59331 1.26564 -0.01041 -1.66368 -0.01294 -0.59308 -0.39080 1.00000 16074
-0.21689 -0.87272 1.19207 -0.38399 0.79135 0.19247 0.33779 -0.31390 -0.17487 0.12542 0.13291 0.13294 0.13779 -2.21007 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 14112
-1.18235 0.77828 0.54784 0.56541 1.73705 1.65497 -1.27081 -0.71115 0.14112 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 9828
0.82784 0.26726 -0.54735 0.82434 0.58119 0.19247 -1.08156 -1.26731 -0.28020 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 1.78093 -0.01294 -0.34944 -0.39080 1.00000 5414
0.30548 -0.28308 2.31948 -0.81554 -0.46959 0.19247 0.81090 0.63950 -0.17487 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.39080 1.00000 10395
1.87977 1.60379 0.12909 1.08327 -0.25943 -1.02628 -0.79769 -0.15500 -0.49087 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 0.20471 1.00000 11598
-2.43963 1.13207 -2.41562 1.25588 -1.41529 -1.02628 -1.17619 -1.02896 0.24645 -0.12304 -0.84881 -0.84867 -1.32441 3.58278 -0.01041 3.50324 -0.01294 -1.32400 -0.24192 1.00000 11609
-0.54471 0.73897 0.86996 0.82434 0.79135 -0.05128 -0.89232 0.16280 -0.06954 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 0.50247 1.00000 983
1.21691 -0.16515 1.25650 0.30648 -0.88990 -0.78253 0.05392 0.40115 -0.38554 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.24192 1.00000 7439
0.03169 0.26726 0.06467 -0.90184 0.89643 0.19247 1.09477 -0.63170 -0.59620 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.39080 1.00000 9782
0.80262 -0.55824 0.48342 -0.21137 -0.25943 -1.27003 0.62165 1.43400 0.56244 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.24192 1.00000 4341
0.89989 -0.04722 1.03101 0.99696 1.63198 0.43622 -1.17619 -0.87005 -2.28149 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.09305 1.00000 15447
1.90498 -0.79410 0.93438 -1.50601 -0.36451 -0.29503 1.75713 1.27510 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.09305 1.00000 13321
-1.29403 0.81759 0.83775 1.42850 -0.88990 -2.00128 -0.51382 0.87785 -0.06954 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 0.35359 1.00000 7808
0.07492 -0.63686 -0.38629 -0.98815 -1.52037 0.67997 0.81090 0.79840 0.14112 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.83744 1.00000 4724
-0.70683 0.18864 0.99880 -0.47030 -0.46959 -1.02628 1.28402 1.75180 -0.91219 0.12542 0.37834 0.37834 0.38149 -3.36864 -0.01041 0.05862 -0.01294 0.38148 0.20471 1.00000 800
0.59368 -0.12584 0.48342 -0.03875 2.36752 -0.05128 0.14854 -0.87005 -0.28020 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 0.05583 1.00000 9419
-1.56062 1.87895 0.09688 0.82434 -0.57467 -0.29503 -0.98694 0.16280 0.03579 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.39080 1.00000 15347
-1.68310 0.66035 -1.06274 0.65172 0.37104 0.19247 -0.98694 0.16280 0.35178 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 0.20471 1.00000 3000
0.38113 -1.14789 -1.67476 -0.90184 -0.67975 0.67997 0.62165 0.56005 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 5398
-0.24210 1.01414 0.41899 -1.07446 0.16088 0.92372 0.71628 -0.79060 0.24645 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.39080 1.00000 6602
-1.39490 -1.22651 -0.09639 -0.03875 2.15737 -0.53878 0.24316 -1.58511 0.03579 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 -0.68856 1.00000 1540
-0.43304 -1.85546 0.19351 -0.90184 -2.15084 0.19247 0.90552 2.22850 -0.17487 1.61618 1.60549 1.60535 1.59998 0.10707 -0.01041 0.05862 -0.01294 1.59968 -0.83744 1.00000 9069
-0.05117 -0.83341 -0.19302 -1.41970 0.47612 0.43622 0.81090 0.71895 0.56244 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.98632 1.00000 4632
-0.24571 -0.00791 0.32236 -0.29768 -0.25943 0.92372 -0.13533 0.32170 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 11305
-0.16645 -0.12584 -1.64255 0.65172 1.00151 -0.05128 -0.89232 -3.17411 -0.17487 -1.11688 -1.58510 -1.58488 -1.81181 2.42421 -0.01041 3.50324 -0.01294 -1.81127 0.35359 1.00000 5170
-1.14633 1.05345 0.96659 1.25588 0.68627 -0.05128 -1.08156 -0.39335 -0.17487 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 2.43789 1.00000 2937
1.19169 -1.06927 0.32236 -2.45541 -0.04928 1.16747 2.51412 0.32170 -0.17487 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 8397
1.65281 0.58173 -0.45072 0.04756 -1.41529 0.92372 -0.32458 0.87785 -0.59620 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 4439
-0.94099 1.09276 1.15986 -0.72923 1.00151 0.92372 0.43241 -0.07555 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 6589
-1.25440 0.93552 -0.16081 0.22017 0.26596 1.16747 -0.70307 -0.47280 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 10758
-0.24931 -1.18720 -1.09495 -1.33339 -0.88990 0.43622 1.47326 0.63950 -0.28020 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 3397
-0.40061 -0.16515 1.35313 2.29159 0.68627 -1.75753 -1.46005 -0.39335 -0.06954 -2.11072 -1.83053 -1.83028 -1.81181 -3.36864 -0.01041 0.05862 -0.01294 -1.81127 1.54462 1.00000 6951
-1.63987 -1.22651 -0.28966 0.13387 0.26596 -0.53878 0.05392 -0.31390 -0.49087 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 -0.53968 1.00000 8267
-0.25651 1.09276 0.12909 0.65172 -0.25943 -0.53878 -0.60845 0.08335 0.03579 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.09305 1.00000 4790
0.70175 -0.44032 -0.70841 -0.81554 0.79135 -0.29503 1.09477 -1.34676 -0.49087 -3.35303 -3.30311 -3.30269 -3.27400 0.10707 -0.01041 0.05862 -0.01294 -3.27311 3.18229 1.00000 11744
-0.14484 0.42450 0.06467 1.34219 -0.36451 -2.00128 -0.41920 0.56005 -0.06954 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 0.05583 1.00000 11483
-0.05477 -0.36170 -1.03053 0.56541 0.47612 -1.75753 -0.32458 -0.87005 0.45711 -2.35918 -2.32139 -2.32108 -2.29921 0.10707 -0.01041 0.05862 -0.01294 -2.29855 0.80023 1.00000 11646
-1.79478 -1.46237 -0.99831 -0.29768 1.42182 -2.00128 0.90552 -1.74401 1.61576 -2.11072 -2.07596 -2.07568 -2.05551 -1.05150 -0.01041 0.05862 -0.01294 -2.05491 -0.24192 1.00000 13254
0.01007 -0.87272 0.99880 0.30648 -0.99498 -1.51378 0.33779 1.75180 -0.06954 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.09305 1.00000 6211
0.10013 1.60379 0.58005 0.22017 -0.04928 0.92372 -0.79769 0.40115 0.45711 0.87080 0.86920 0.86915 0.86888 -2.21007 -0.01041 0.05862 -0.01294 0.86876 -0.53968 1.00000 10902
1.52672 0.89621 -0.22524 0.65172 0.16088 -0.53878 -0.51382 -0.39335 -0.28020 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 -0.09305 1.00000 6204
0.82784 0.93552 -0.64399 1.25588 -0.15435 -2.00128 -0.04071 0.56005 0.14112 -2.11072 -2.07596 -2.07568 -2.05551 0.10707 -0.01041 0.05862 -0.01294 -2.05491 2.28902 1.00000 8152
0.10013 -0.67617 -0.83726 -0.81554 -0.88990 -0.53878 1.00015 0.40115 0.03579 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 0.05583 1.00000 12612
-1.06347 2.23274 -0.67620 0.56541 -2.25592 -1.27003 -1.17619 2.38740 1.29976 0.87080 0.86920 0.86915 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 14872
2.01306 -0.36170 0.99880 -0.47030 -0.67975 -0.29503 0.62165 1.59290 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.24192 1.00000 11145
0.30548 0.30657 -0.51514 -1.24708 0.16088 1.16747 1.00015 0.48060 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.68856 1.00000 3235
-0.69242 -0.24377 -0.16081 0.91065 -1.20514 -0.78253 -0.79769 1.11620 -0.06954 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.53968 1.00000 4569
1.49430 -0.12584 1.32092 0.73803 0.16088 1.16747 -0.70307 0.16280 -2.49216 0.87080 1.11463 1.11455 1.11258 -2.21007 -0.01041 0.05862 -0.01294 1.11240 -0.24192 1.00000 11546
-1.01664 0.07071 -1.19158 0.56541 0.58119 -0.29503 -0.51382 -2.37961 -0.28020 -1.36534 -1.33967 -1.33947 -1.32441 0.10707 -0.01041 0.05862 -0.01294 -1.32400 -0.53968 1.00000 12647
0.74138 -0.71548 0.35457 -0.64292 -0.25943 0.19247 0.62165 0.79840 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 8346
1.38262 0.03140 1.06323 0.99696 -0.67975 -2.24503 0.33779 0.87785 -0.17487 -1.11688 -0.84881 -0.84867 -0.83701 -2.21007 -0.01041 0.05862 -0.01294 -0.83672 0.50247 1.00000 6394
-0.19167 -0.00791 0.90217 0.30648 0.26596 -0.53878 -0.13533 0.48060 -0.70153 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.24192 1.00000 545
0.19740 -0.28308 1.32092 0.39279 0.37104 -0.29503 -0.89232 -0.31390 1.29976 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.53968 1.00000 1663
1.50871 2.19343 0.22573 -0.29768 0.79135 1.41122 -0.13533 -0.23445 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.05583 1.00000 2187
0.36312 -1.34444 -0.38629 -0.72923 1.00151 1.41122 0.43241 -0.94951 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 2703
0.87467 0.89621 0.12909 -0.90184 -1.20514 -1.02628 1.37864 2.54630 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 0.20471 1.00000 13791
0.58647 -0.47963 -0.19302 -0.38399 -0.57467 -0.29503 0.62165 0.56005 0.03579 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.24192 1.00000 2808
-1.83441 1.76102 0.64448 1.42850 -1.20514 -1.02628 -1.36543 0.40115 0.14112 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.53968 1.00000 3396
-1.62186 1.76102 -0.38629 2.11898 -0.46959 -1.02628 -2.02779 -0.47280 -0.28020 -0.61996 -0.60338 -0.60327 -0.59331 0.10707 -0.01041 0.05862 -0.01294 -0.59308 -0.09305 1.00000 13470
0.49281 0.38519 0.32236 -0.64292 -0.46959 1.16747 0.33779 0.32170 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.68856 1.00000 1708
-0.05117 0.26726 0.22573 -0.29768 -1.83561 -2.24503 1.75713 2.14905 -0.17487 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 -0.09305 1.00000 1508
-0.10521 -0.59755 -0.96610 -0.81554 0.37104 1.16747 0.43241 -0.55225 0.24645 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.68856 1.00000 2557
0.48200 0.69966 1.48198 0.13387 -0.25943 0.67997 0.62165 -0.39335 -1.22818 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.39080 1.00000 1849
-1.13912 0.69966 1.51419 1.16958 0.89643 -0.29503 -0.60845 -1.10841 -0.80686 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 -0.39080 1.00000 13405
-0.42223 -1.46237 1.12765 -1.59232 -0.36451 -0.05128 1.37864 0.16280 3.09039 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.53968 1.00000 14465
0.20821 1.32862 -2.15793 -0.03875 0.16088 -1.75753 0.90552 0.79840 0.35178 -0.61996 -0.60338 -0.60327 -0.59331 -1.05150 -0.01041 0.05862 -0.01294 -0.59308 -0.53968 1.00000 2902
-0.45465 -3.15268 -1.51370 -3.75005 -2.15084 -0.29503 4.31196 0.95730 1.51042 0.87080 0.37834 0.37834 0.38149 2.42421 -0.01041 0.05862 -0.01294 0.38148 -1.43296 1.00000 15458
0.15417 0.85690 0.54784 0.82434 -0.67975 0.43622 -1.36543 0.87785 0.14112 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 7069
0.15057 0.42450 0.35457 -1.24708 -0.46959 0.67997 2.04100 1.19565 -1.01752 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 5660
0.22982 0.62104 0.70890 -0.12506 1.31674 1.41122 -0.60845 -0.15500 0.66778 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.39080 1.00000 9839
-0.74285 0.54243 -0.32187 0.04756 -0.78482 0.43622 -1.08156 0.40115 0.98377 0.62234 0.37834 0.37834 0.38149 1.26564 -0.01041 1.78093 -0.01294 0.38148 1.24686 1.00000 11539
-0.66720 -1.34444 -1.09495 -0.12506 -0.78482 -0.29503 0.33779 -0.87005 -0.17487 -1.61380 -1.58510 -1.58488 -1.81181 0.10707 -0.01041 1.78093 -0.01294 -1.81127 2.43789 1.00000 9522
1.53033 1.36793 0.67669 0.30648 1.00151 -0.29503 -0.22995 0.00390 -0.17487 -0.37150 -0.35795 -0.35787 -0.34961 0.10707 -0.01041 0.05862 -0.01294 -0.34944 1.54462 1.00000 13845
0.34510 -0.20446 1.41755 2.11898 -1.10006 -2.48878 -0.13533 1.83125 -0.28020 -3.10457 -2.56682 -2.56649 -2.29921 -3.36864 -0.01041 -3.38599 -0.01294 -2.29855 4.07556 1.00000 8387
0.53604 1.05345 -0.09639 -0.90184 -1.10006 0.92372 0.71628 0.79840 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 1387
0.08933 0.93552 -1.35264 2.03267 -0.78482 -2.00128 -1.36543 -1.18786 0.14112 -1.36534 -1.83053 -1.83028 -1.81181 2.42421 -0.01041 0.05862 -0.01294 -1.81127 0.50247 1.00000 11184
0.46759 -0.32239 1.06323 -0.21137 -0.25943 1.16747 -0.13533 0.16280 -0.28020 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 13550
0.42436 0.66035 1.90073 0.56541 -0.46959 -1.27003 0.14854 1.27510 -0.28020 0.12542 0.13291 0.13294 0.13779 -2.21007 -0.01041 0.05862 -0.01294 0.13784 0.05583 1.00000 9986
1.61679 -0.87272 -0.16081 1.08327 -0.15435 -0.53878 0.43241 1.27510 -1.86017 -0.12304 -0.11252 -0.11246 -0.10591 0.10707 -0.01041 0.05862 -0.01294 -0.10580 1.84238 1.00000 14013
0.77740 -0.24377 0.25794 -0.81554 -0.46959 0.67997 0.71628 0.56005 -0.06954 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.39080 1.00000 9729
0.18299 -0.83341 -1.93245 -0.21137 -0.88990 -0.05128 0.05392 -1.10841 0.14112 0.12542 -0.35795 -0.35787 -0.59331 2.42421 -0.01041 1.78093 -0.01294 -0.59308 -0.39080 1.00000 667
-1.17515 0.89621 -1.06274 1.08327 -1.31021 -0.05128 -1.55468 1.11620 0.45711 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.53968 1.00000 5896
-0.14123 -0.20446 -1.57812 -0.29768 1.10658 -1.75753 0.90552 -1.18786 0.45711 -0.61996 -1.09424 -1.09407 -1.56811 2.42421 -0.01041 3.50324 -0.01294 -1.56764 -0.39080 1.00000 15757
-1.52459 1.48586 0.16130 1.25588 0.37104 -0.53878 -1.27081 -0.71115 -0.28020 -0.61996 -0.84881 -0.84867 -0.83701 1.26564 -0.01041 0.05862 -0.01294 -0.83672 0.50247 1.00000 15883
0.01367 3.17617 0.09688 0.39279 -0.99498 -0.29503 -0.41920 1.75180 -0.28020 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.24192 1.00000 14425
-0.86894 1.48586 0.58005 1.86005 0.05580 -1.02628 -1.83855 -0.87005 0.24645 -0.86842 -0.84881 -0.84867 -0.83701 0.10707 -0.01041 0.05862 -0.01294 -0.83672 -0.24192 1.00000 13856
0.52523 -0.04722 -0.19302 0.99696 0.47612 0.19247 -1.27081 -0.94951 -0.17487 -1.11688 -0.35795 -0.35787 -0.10591 -4.52721 -0.01041 -3.38599 -0.01294 -0.10580 -0.24192 1.00000 8648
0.57206 0.77828 -0.06418 -0.12506 -1.41529 0.67997 -0.13533 0.00390 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 5446
1.37902 0.03140 -0.51514 -0.81554 -0.67975 0.19247 0.81090 0.79840 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.39080 1.00000 13798
-0.37540 0.03140 -0.09639 -0.12506 -0.15435 0.43622 -0.13533 0.08335 0.03579 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.68856 1.00000 680
1.28896 -0.63686 1.25650 -0.21137 1.00151 0.19247 -0.22995 0.63950 0.35178 0.37388 0.37834 0.37834 0.62518 -2.21007 -0.01041 -3.38599 -0.01294 0.62512 -0.24192 1.00000 15224
-0.74645 -0.24377 1.83630 1.34219 0.68627 -2.00128 -0.22995 -0.31390 -0.70153 -1.11688 -1.09424 -1.09407 -1.08071 -2.21007 -0.01041 0.05862 -0.01294 -1.08036 0.05583 1.00000 1418
-0.52670 1.13207 1.48198 -0.12506 0.79135 1.16747 -0.13533 -1.34676 -1.12285 -1.36534 -0.60338 -0.60327 -0.34961 -4.52721 -0.01041 -3.38599 -0.01294 -0.34944 1.24686 1.00000 3953
-0.33937 0.11002 -0.28966 -1.33339 -1.10006 0.67997 1.85176 0.63950 -0.70153 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.83744 1.00000 2987
-0.96620 0.07071 0.70890 0.73803 0.89643 -1.51378 0.14854 -1.02896 -0.28020 -1.36534 -1.09424 -1.09407 -1.08071 -2.21007 -0.01041 0.05862 -0.01294 -1.08036 -0.53968 1.00000 16158
-0.06918 0.30657 0.38678 -0.29768 -0.78482 0.67997 -0.04071 0.63950 -0.06954 0.87080 1.11463 1.11455 1.11258 -1.05150 -0.01041 0.05862 -0.01294 1.11240 -0.39080 1.00000 15238
-0.68521 0.14933 -0.03197 -0.21137 0.16088 1.16747 -0.22995 -0.07555 0.03579 0.87080 0.86920 0.86915 0.86888 0.10707 -0.01041 0.05862 -0.01294 0.86876 -0.68856 1.00000 2443
-1.61826 0.03140 0.54784 0.99696 0.16088 0.19247 -1.46005 -0.47280 -0.06954 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.53968 1.00000 2663
-1.22919 -0.16515 0.25794 -0.55661 -0.25943 1.16747 0.05392 0.24225 0.35178 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 1.09798 1.00000 10036
1.40064 -0.04722 -1.22379 -1.16077 0.37104 0.92372 1.00015 -0.63170 0.03579 0.37388 0.37834 0.37834 0.38149 0.10707 -0.01041 0.05862 -0.01294 0.38148 -0.24192 1.00000 5488
1.77169 0.14933 1.25650 0.47910 1.94721 0.19247 -0.79769 -0.71115 0.45711 0.12542 0.13291 0.13294 0.13779 0.10707 -0.01041 0.05862 -0.01294 0.13784 -0.09305 1.00000 5729
-0.95900 0.77828 0.51563 0.13387 0.26596 1.16747 -0.70307 -0.47280 -0.06954 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.24192 1.00000 14183
0.43156 -0.44032 0.58005 -0.64292 -0.57467 1.16747 0.33779 0.32170 -0.06954 1.11926 1.11463 1.11455 1.11258 0.10707 -0.01041 0.05862 -0.01294 1.11240 -0.53968 1.00000 15195
-0.74285 0.69966 0.25794 0.30648 -1.31021 0.67997 -0.70307 0.24225 0.03579 0.62234 0.62377 0.62374 0.62518 0.10707 -0.01041 0.05862 -0.01294 0.62512 -0.83744 1.00000 10555
0.97194 0.14933 -1.67476 0.39279 0.37104 -1.02628 0.43241 -0.23445 -1.01752 -0.61996 -0.60338 -0.60327 -0.59331 0.10707 -0.01041 0.05862 -0.01294 -0.59308 -0.09305 1.00000 5734
0.61169 -0.79410 -1.38485 -1.07446 2.47260 0.67997 0.90552 -2.30016 0.14112 -0.61996 -0.60338 -0.60327 -0.59331 0.10707 -0.01041 0.05862 -0.01294 -0.59308 -0.53968 1.00000 12470
