Longitude Latitude HousingMedianAge TotalRooms TotalBedrooms Population Households MedianIncome Y outlier number
0.68366 -0.71720 0.10810 0.46170 1.56468 2.57015 1.73535 -0.94783 -0.45372 1.00000 1097
-0.68396 0.92146 0.10810 0.28477 0.08570 0.33426 0.23138 -0.17769 -0.90089 1.00000 14734
-1.04832 2.33070 -1.63997 -0.10303 -0.17780 -0.56469 -0.52976 -0.90504 -1.09587 1.00000 14326
-1.03335 0.70609 -1.16323 1.30697 1.15398 1.23409 1.25408 0.16019 0.19884 1.00000 3462
1.12290 -1.22752 0.02865 0.43466 0.41331 0.17089 0.43801 0.13387 1.62527 1.00000 8529
1.23271 -1.38202 1.29997 -0.66593 -0.59087 -0.46402 -0.61085 -0.72449 -0.92948 1.00000 11415
1.23770 -1.36798 0.02865 -0.18233 -0.03537 0.56120 0.01167 -0.69207 -0.95375 1.00000 1783
-1.56243 1.21641 1.45889 -0.25017 -0.35823 -0.32892 -0.32052 -0.15969 0.89645 1.00000 8806
-1.16811 0.45795 0.10810 0.05466 0.14031 0.08259 0.14245 -0.30292 0.24043 1.00000 14994
-1.37276 0.89805 1.37943 -0.54950 -0.64547 -0.72276 -0.61869 0.49276 1.41122 1.00000 12667
1.13288 -0.71252 1.06160 -0.96755 -1.01344 -0.86670 -0.99273 -0.62827 -1.21200 1.00000 8260
-0.72888 0.89805 0.26702 -0.77457 -0.80690 -0.70775 -0.85410 -0.99900 -0.94422 1.00000 3594
-1.13317 0.72482 -1.79889 2.99796 1.57418 1.95289 1.66996 2.37556 2.30989 1.00000 9961
-1.23300 1.23514 -1.00431 2.69588 3.25731 2.72203 3.49827 -0.36076 -0.66950 1.00000 1800
0.84837 -0.82488 -1.08377 -0.33818 -0.14694 0.30070 -0.11650 -0.72523 -0.41905 1.00000 9277
0.74356 -0.78742 0.66431 -0.40923 -0.45081 -0.08608 -0.38067 -0.40861 -0.38179 1.00000 4805
0.84837 -0.70783 0.34648 -0.26438 -0.41995 -0.31126 -0.41991 0.19725 -0.19980 1.00000 18108
0.62377 -0.74997 1.45889 -0.41336 -0.20154 -0.13553 -0.16096 -0.36719 -0.73970 1.00000 12875
-1.32784 0.99168 1.69727 -0.50137 -0.59087 -0.68125 -0.60562 0.04871 0.28723 1.00000 20624
-0.71390 0.94955 1.14106 -0.27355 -0.49117 -0.48610 -0.41206 0.05986 -0.47538 1.00000 16268
-0.58413 0.79505 0.10810 -0.11265 -0.16119 -0.01455 -0.18712 -0.90657 -1.08807 1.00000 13689
0.69864 -0.67974 0.74377 -0.62146 -0.72856 -0.52760 -0.68670 0.26547 -0.34799 1.00000 10142
0.53891 -0.64229 -0.28919 2.63721 3.16710 2.69996 3.26287 -0.16895 0.47182 1.00000 10224
0.43410 -0.65165 -0.05081 -0.10578 -0.18018 -0.36600 -0.31790 0.33337 -0.02215 1.00000 3559
0.83340 -0.84361 -0.44810 -0.08103 0.35871 1.14313 0.25753 -0.55979 -0.36532 1.00000 13568
-1.23799 0.89805 -0.44810 0.73857 0.70531 0.82258 0.84604 0.66399 0.03851 1.00000 552
1.17281 -0.70783 0.10810 -0.05673 0.14031 -0.03133 0.06136 -0.78860 -1.12360 1.00000 17235
-0.81872 1.42242 -1.40160 1.31293 0.99256 1.23762 1.16776 0.12445 -0.52911 1.00000 14339
0.80345 -0.89043 -0.52756 0.38653 -0.19680 0.02519 -0.03018 1.45371 1.21970 1.00000 5456
0.69364 -0.82020 1.06160 -0.14199 -0.08285 0.35898 0.00382 -0.36813 -0.39739 1.00000 2249
0.95319 -0.74061 0.34648 -0.76815 -0.76417 -0.52495 -0.72593 -0.70091 -0.85149 1.00000 1663
-1.41269 2.31665 1.14106 -0.54125 -0.56476 -0.59913 -0.57685 -0.57110 -0.88962 1.00000 19891
1.00311 -0.81552 -1.00431 -0.89054 -0.83776 -0.93646 -0.84625 -0.80482 -0.13134 1.00000 6611
-0.87363 1.41305 -0.44810 -0.00356 -0.09234 -0.19028 -0.12173 -0.40819 -0.42599 1.00000 4315
1.22771 -1.37734 0.66431 -0.11036 0.21152 0.93915 0.26015 -1.19876 -1.04474 1.00000 19183
0.84837 -0.76870 -0.60702 0.09224 -0.05436 0.53471 0.14506 0.55608 0.02465 1.00000 4853
1.21773 -1.32584 -1.08377 -0.47203 -0.38671 -0.56646 -0.41206 -0.07736 -0.85409 1.00000 16631
0.22945 -0.60951 -1.16323 0.63727 0.54863 0.35280 0.44847 -0.16664 -0.13047 1.00000 7118
1.21773 -1.33052 0.50539 -0.58388 -0.70008 -0.64240 -0.63962 -0.11837 -0.28646 1.00000 7689
-0.07502 0.52818 -0.44810 1.72685 1.97537 1.89638 1.98907 -0.82645 -1.19467 1.00000 6654
0.65871 -0.81083 0.66431 -0.23688 -0.22766 -0.04722 -0.24466 -1.00547 -0.87229 1.00000 9605
-2.25123 2.44774 -0.84539 -0.61826 -0.12795 -0.54791 0.00644 -1.45016 -0.49272 1.00000 3126
0.59881 -0.82488 -0.44810 -0.36981 -0.49117 -0.47197 -0.37544 1.42376 1.32629 1.00000 1315
-1.00839 1.64246 0.98214 -0.52429 -0.44606 -0.54880 -0.38329 -1.15102 -1.17473 1.00000 9146
0.05476 0.45795 -1.24268 -0.59029 -0.66447 -0.62386 -0.66316 -0.12932 -0.85409 1.00000 3803
-0.86364 1.42242 -1.08377 0.63360 0.74092 0.56915 0.82250 -0.41972 -0.75443 1.00000 12158
0.93822 -0.97470 -2.03726 -0.46653 -0.64547 -0.63180 -0.66316 1.15994 0.58447 1.00000 4686
1.21773 -1.35393 1.85618 -0.51512 -0.51491 -0.68390 -0.46699 -0.09763 -0.18680 1.00000 1437
-1.31286 0.86527 0.98214 -0.87220 -0.90898 -0.68302 -0.94041 0.68152 0.23177 1.00000 10020
-0.96347 1.39432 -1.87835 -0.56875 -0.39146 -0.69538 -0.46437 -0.62964 0.15724 1.00000 10482
0.81344 -0.85765 -0.44810 0.05557 0.46554 0.34044 0.54263 -0.56358 0.06451 1.00000 15453
1.04803 -0.78742 -1.08377 1.65580 1.68813 2.09241 1.64380 0.13461 -0.71283 1.00000 5015
0.57884 -0.74997 -0.68648 0.79679 1.83531 0.65304 1.79289 -0.14148 2.22496 1.00000 11800
1.26265 -1.32584 -0.28919 -0.06040 -0.45793 -0.31655 -0.39114 0.98482 0.31669 1.00000 15661
0.96317 -0.99343 -1.16323 -0.59259 -0.86150 -0.68479 -0.82533 1.78659 1.35489 1.00000 16271
1.22272 -1.37266 0.58485 -0.74477 -0.67634 -0.58500 -0.71547 -1.08011 -1.06381 1.00000 12437
-1.31785 1.16023 0.18756 0.05970 0.15692 0.01371 0.13722 -0.36524 -0.65737 1.00000 19711
1.24768 -1.21816 -1.16323 1.84695 1.64539 0.53029 1.31162 0.64183 0.53421 1.00000 6533
0.83340 -0.89979 -1.00431 0.72069 0.21865 1.03010 0.42493 1.22432 0.46488 1.00000 9546
-0.84867 1.09000 1.14106 -0.46378 -0.21341 0.33514 -0.15573 -1.28735 -1.26139 1.00000 7685
-1.57241 1.32878 0.02865 -0.42619 -0.29175 -0.38455 -0.27605 -0.98826 -0.36446 1.00000 19935
0.27937 -0.12260 1.29997 -0.91987 -0.93747 -0.75720 -0.94303 -1.12570 -1.06121 1.00000 12279
-0.84368 1.45051 -1.16323 0.31502 -0.09234 0.08965 0.10583 0.77611 -0.30120 1.00000 1753
-1.18309 1.30069 -1.08377 -0.62926 -0.77604 -0.67154 -0.76255 0.33126 0.46835 1.00000 18105
0.85337 -0.88574 0.42594 -0.17500 0.21865 1.37626 0.32815 -0.72149 -0.38439 1.00000 7399
0.93822 -0.96065 -1.63997 0.11516 -0.44369 -0.22030 -0.38852 3.43442 2.54041 1.00000 15381
-2.32610 2.29792 1.85618 0.02670 -0.20154 -0.24149 -0.16881 -0.41588 -0.86796 1.00000 19512
-0.06004 0.55159 -1.08377 0.11746 -0.09946 0.18414 0.00382 0.32779 -1.03001 1.00000 16406
1.25766 -1.34925 1.14106 -0.42069 -0.46031 -0.52937 -0.42776 -0.61548 -0.63397 1.00000 168
-0.81373 1.01509 0.66431 -1.06564 -1.13214 -1.10777 -1.16536 0.11924 -0.91042 1.00000 9077
-1.14815 0.76695 -0.84539 0.42412 0.05247 0.28922 0.13983 0.60982 0.54201 1.00000 15791
1.31756 -1.20411 -1.00431 0.39157 0.01686 0.17884 0.09275 0.53318 0.28636 1.00000 12697
1.33253 -0.44097 -1.48106 -1.05372 -1.03480 -1.16340 -1.17582 -1.77430 -1.31599 1.00000 12305
1.01808 -0.75465 -0.76594 -1.09085 -1.19623 -1.16958 -1.23336 0.76653 1.45715 1.00000 1145
0.94321 -0.30051 0.34648 -0.47982 -0.54814 -0.50553 -0.59515 0.18872 -1.23453 1.00000 18751
-0.82870 1.41305 -0.76594 0.13304 -0.14694 -0.06753 -0.05111 0.40691 0.05238 1.00000 1017
-1.43265 0.98232 1.85618 -0.81124 -0.79029 -0.74042 -0.85933 0.60624 0.47702 1.00000 10810
0.87333 -0.92320 -1.08377 -0.08057 -0.21579 -0.33245 -0.26559 1.38228 1.56547 1.00000 8835
0.59382 -0.82488 0.34648 -0.29463 -0.39621 -0.44813 -0.36237 1.59568 1.13304 1.00000 10273
0.71860 -0.74529 1.06160 -0.19746 -0.20629 -0.02956 -0.20020 0.25999 0.03938 1.00000 13459
-1.02836 1.12278 -0.92485 -0.03977 0.13793 -0.22648 0.00120 -0.10594 0.02205 1.00000 16104
0.11964 0.27068 0.74377 0.21968 0.19965 -0.16555 0.27846 -0.66448 -1.21200 1.00000 3360
0.93323 -0.95129 -0.20973 -0.74019 -0.73094 -0.99297 -0.76255 -0.65569 -1.09414 1.00000 18587
0.51396 -0.67506 -0.52756 0.34115 0.59848 0.68306 0.62110 -0.68259 0.28030 1.00000 14476
0.55389 -0.67038 -0.52756 1.01727 1.92789 0.96564 1.98383 -0.41130 -0.01088 1.00000 2077
0.87832 -0.91384 -1.95781 -0.49999 -0.55526 -0.56293 -0.53238 0.35595 2.54041 1.00000 6558
-0.09498 0.52350 0.50539 -0.47157 -0.36772 -0.01632 -0.30744 -0.88467 -1.32986 1.00000 9124
-0.91356 1.40369 0.10810 0.45391 0.70293 0.13380 0.80158 -0.71254 -0.66257 1.00000 15042
1.12290 -0.71252 0.98214 -0.64484 -0.56001 -0.38102 -0.60039 -1.25361 -1.20940 1.00000 1567
-1.27293 0.96827 0.98214 0.39386 0.59136 0.37399 0.65511 -0.62727 -0.53691 1.00000 9385
0.49399 -0.66101 0.50539 -0.03473 -0.23003 0.00223 -0.08250 0.92844 0.18497 1.00000 4101
-1.22302 0.78100 -0.20973 -0.29922 -0.56239 -0.44283 -0.52976 1.49577 1.28036 1.00000 11972
-1.11820 0.82314 0.42594 -0.19150 -0.59799 -0.52849 -0.52453 1.88719 2.16343 1.00000 5994
-0.42441 -0.35669 -0.84539 -0.05994 -0.38434 -0.23266 -0.30744 0.50808 -0.09668 1.00000 20562
0.83839 -0.80147 0.42594 -0.53300 -0.53627 -0.35364 -0.48268 -0.01967 -0.31593 1.00000 9001
0.59881 -0.83424 0.42594 -0.10119 -0.31787 -0.13023 -0.22374 1.20500 1.16423 1.00000 10726
-1.13317 1.91401 1.85618 -0.54033 -0.35348 -0.55056 -0.41206 -1.53390 -1.19467 1.00000 6298
0.68366 -0.78274 0.66431 -0.23321 -0.01163 0.52588 -0.05111 -0.47025 -0.36619 1.00000 7748
1.03305 -0.45501 -0.68648 -0.60359 -0.54339 -0.82961 -0.79394 -0.97499 -1.05688 1.00000 10218
-0.94350 1.39901 0.50539 0.31640 0.37533 0.95857 0.39093 -0.99147 -1.26486 1.00000 3433
-0.79876 1.05255 -0.52756 -0.62009 -0.66921 1.46280 -0.68147 -0.17590 -0.82376 1.00000 1127
-1.04832 1.36155 -1.24268 1.60676 1.14212 0.99566 1.22269 0.19609 1.03684 1.00000 8051
0.62377 -0.77806 1.85618 -0.47936 -0.56001 -0.51347 -0.53500 -0.60890 -0.36359 1.00000 14579
1.30757 -1.08706 -1.00431 0.13075 0.24001 0.36428 0.10583 -0.85872 -0.77870 1.00000 3240
-0.33956 0.47668 0.18756 -0.66868 -0.75230 -0.60178 -0.72332 -0.72481 -1.22066 1.00000 7256
0.69864 -0.77806 0.34648 -0.10349 0.24476 0.60094 0.24446 -0.85719 -0.33499 1.00000 20440
-0.76382 1.64715 -1.48106 -0.89650 -0.93747 -0.94617 -0.94041 0.08560 -0.39306 1.00000 6660
0.31930 -0.57674 -0.92485 0.29302 0.14505 0.87998 0.35954 -0.08499 -0.14174 1.00000 18497
0.56387 -0.63292 0.26702 -0.96663 -0.93035 -0.74483 -0.93257 -1.10533 -0.58978 1.00000 7404
1.28761 -0.35201 -0.44810 1.56963 1.48871 1.31974 1.49733 -0.37787 -1.19467 1.00000 9359
0.69364 -0.75933 0.82323 -1.06060 -1.08228 -0.97708 -1.07119 -0.64969 -0.50311 1.00000 18565
-1.12319 0.96359 -1.32214 -0.33451 -0.44369 -0.55056 -0.47222 0.56156 0.18064 1.00000 18665
-1.06330 1.74546 1.37943 -0.65355 -0.70008 -0.79693 -0.67362 -1.03205 -1.23886 1.00000 2122
-1.47258 1.08532 0.34648 0.83071 0.22102 0.22034 0.33600 2.11590 2.27002 1.00000 15262
0.91825 -0.73124 0.42594 0.64277 0.44417 1.13960 0.67865 0.13856 -0.62271 1.00000 13346
1.25766 -1.38202 -1.08377 -0.37027 -0.42470 -0.41546 -0.65793 -0.34387 -0.36186 1.00000 928
-0.70891 1.42242 -1.63997 1.04386 0.48928 0.51175 0.58448 0.82674 -0.16427 1.00000 5087
-0.93851 1.37560 1.85618 0.62260 0.23052 -0.11522 0.32815 0.65599 0.22223 1.00000 14348
0.71361 -0.81552 0.34648 0.10600 0.58898 0.30776 0.53740 -0.49557 -0.20327 1.00000 20633
1.02806 -0.75465 -0.36864 2.35759 3.07926 2.26991 3.30995 -0.89183 -0.62011 1.00000 441
-0.08500 -0.60015 0.42594 -0.44544 -0.58375 -0.63622 -0.63439 0.59445 1.06197 1.00000 2755
-0.89359 1.12746 -1.56052 -0.21487 -0.39858 -0.11963 -0.38852 0.60946 -0.50831 1.00000 13306
0.60879 -0.79679 0.50539 -0.72689 -0.67871 -0.44813 -0.68932 -1.12449 -0.51958 1.00000 18039
-0.80874 1.42242 -1.00431 -0.40419 -0.60274 -0.57617 -0.58208 0.49813 -0.51871 1.00000 6585
-1.23799 1.08532 -0.13027 0.40211 0.60085 0.39695 0.50863 -0.36155 -0.21540 1.00000 14063
-1.24298 1.06191 -0.28919 1.48207 2.72317 1.09810 2.75805 -0.61632 0.08011 1.00000 16318
1.18279 -1.29775 -1.95781 0.76653 1.32254 0.43934 1.13115 0.03418 0.52121 1.00000 8440
-1.34281 1.03850 1.69727 -0.69481 -0.60512 -0.64328 -0.61608 -0.91888 -0.57938 1.00000 345
1.19277 -1.33989 -0.44810 -0.65126 -0.74281 -0.73600 -0.72070 -0.24775 -0.05421 1.00000 6086
0.93822 -0.98875 -1.95781 -0.22633 0.20678 -0.22030 -0.04326 -0.22380 1.02384 1.00000 17023
0.88331 -0.71720 -0.92485 1.15387 1.48634 1.34535 1.52610 -0.16337 -0.27953 1.00000 9283
1.10293 -1.15261 -0.36864 -0.27034 -0.22766 -0.54173 -0.34667 -0.81719 2.54041 1.00000 14975
-1.27293 0.84655 0.34648 -0.51649 -0.55764 -0.59825 -0.60562 0.52866 1.44328 1.00000 6939
0.73857 -0.76402 0.58485 -0.41886 -0.43894 -0.22207 -0.43037 -0.43461 -0.40086 1.00000 17718
-2.29116 2.85975 -1.08377 0.03632 0.07383 0.09407 0.07967 -0.88841 -1.19033 1.00000 15570
0.48900 -0.66101 -0.92485 1.54900 2.19853 1.43984 2.21662 0.07213 0.19190 1.00000 10931
-1.00340 1.65183 0.34648 -0.33864 -0.37959 -0.47462 -0.29959 -0.92620 -1.19727 1.00000 15354
-0.87363 0.14895 0.18756 -1.03768 -1.11552 -0.83579 -1.13135 -0.16632 -0.05941 1.00000 9965
-1.00340 1.65183 0.58485 -0.65538 -0.80928 -0.78457 -0.77302 -0.26823 -1.10107 1.00000 18760
-0.95349 1.37560 1.85618 -0.94829 -0.81877 -1.01858 -0.81748 -1.18207 -0.16774 1.00000 18057
0.65371 -0.69847 -0.44810 -0.59579 -0.33686 -0.15054 -0.36760 -0.70107 -0.01608 1.00000 6070
-0.06503 -0.54397 0.26702 0.49929 0.07383 -0.10727 0.07183 2.02941 2.54041 1.00000 6290
-0.93851 1.43178 0.26702 0.14954 -0.02825 0.10290 0.05613 -0.86661 -1.01961 1.00000 18847
0.77351 -0.80615 0.50539 -0.20800 -0.35110 -0.15672 -0.26297 0.81743 0.08531 1.00000 5359
-0.57914 0.81845 0.66431 -0.90887 -0.85913 -0.52849 -0.84625 -1.02490 -1.23453 1.00000 1625
-0.96347 1.37092 1.37943 0.00469 0.25426 0.22829 0.30461 -1.44368 -0.72583 1.00000 7131
1.26265 -1.34457 0.66431 0.15734 0.04535 -0.12405 0.16860 -0.07047 -0.47365 1.00000 12460
-0.45935 0.76227 -0.05081 -0.21854 -0.28938 -0.12581 -0.31790 -1.04053 -1.07334 1.00000 11981
0.58384 -0.69379 1.22052 -0.05536 -0.06623 -0.40486 -0.04065 0.63414 1.45281 1.00000 2089
0.99811 -0.70315 -1.87835 1.60400 0.80976 1.20936 0.73619 1.08762 0.15897 1.00000 19640
0.95818 -1.00279 -1.00431 -0.18921 -0.19917 -0.70421 -0.30744 0.25773 0.36349 1.00000 17896
0.53891 -0.56738 -0.44810 0.70144 0.51776 0.57974 0.63680 0.28426 0.05671 1.00000 14287
1.24269 -1.16666 -1.40160 -0.55271 -0.58375 -0.44548 -0.53761 0.19214 -0.39826 1.00000 3611
-0.87862 1.09469 1.14106 -0.51558 -0.58375 -0.62209 -0.46961 -0.15811 -1.03521 1.00000 13369
0.65871 -0.65633 0.66431 -0.31251 -0.40333 -0.40486 -0.33882 0.63983 0.47182 1.00000 3223
0.87333 -0.86702 -0.05081 0.84767 0.30648 0.54972 0.48509 0.83459 0.58794 1.00000 19616
0.72359 -0.87170 -1.48106 2.12152 1.42224 0.97359 1.45810 3.34388 2.54041 1.00000 20415
-1.35279 0.99168 -0.68648 -0.67830 -0.41045 -0.74395 -0.45391 -0.35450 -0.92602 1.00000 10206
-1.04832 0.44391 -1.40160 1.49262 0.71006 0.79609 0.81727 1.20247 0.73613 1.00000 9561
1.29260 -1.35861 -1.00431 -0.77182 -0.93747 -0.79075 -0.93257 0.63993 -0.27346 1.00000 18198
2.02133 -0.66101 0.10810 -0.96067 -0.95409 -1.15104 -1.14182 -1.33562 -1.42432 1.00000 14914
1.13787 -0.70783 0.90268 -0.20066 0.17591 0.08082 0.08229 -1.46100 -1.22240 1.00000 20281
1.09295 -0.81552 -1.32214 0.60885 -0.03299 0.24860 0.12937 0.67994 0.52901 1.00000 20436
0.98813 -1.04493 -0.52756 0.24351 0.48690 0.32807 0.37262 0.07208 0.39209 1.00000 18883
-0.34455 0.70141 0.34648 -0.64026 -0.68346 -0.68655 -0.71286 -0.97005 -1.28306 1.00000 13057
-1.23799 1.08532 -0.52756 1.16395 1.60266 1.21731 1.54703 -0.53726 -0.53951 1.00000 20326
0.50897 -0.57206 -1.63997 8.45735 8.08831 7.51524 8.60655 1.04724 0.50475 1.00000 3590
-0.21477 1.53946 -0.20973 -0.96571 -1.00157 -1.09011 -1.08950 -0.19511 -0.89482 1.00000 8842
0.78349 -0.78274 0.66431 -0.10165 -0.51016 -0.48345 -0.50884 2.78108 2.14003 1.00000 16353
1.25766 -1.33989 -0.44810 -0.03656 0.29461 -0.19911 0.12675 -1.04263 -0.51265 1.00000 3056
-1.03335 0.50945 -0.92485 0.71840 0.66020 1.30208 0.85651 0.15977 -0.40692 1.00000 5391
1.25766 -1.11047 -1.16323 0.21418 0.07383 0.24595 0.10321 -0.05594 0.50128 1.00000 16615
0.29434 -0.10855 0.58485 -0.35377 -0.49117 -0.32980 -0.45653 -0.23696 -1.12880 1.00000 8242
-0.84368 1.09469 0.18756 -0.66318 -0.57663 -0.47197 -0.54284 -0.69328 -1.35499 1.00000 7623
-0.15987 0.54222 -1.87835 0.54330 0.39669 0.66540 0.50863 -0.04662 -1.09587 1.00000 12059
-1.17310 0.79505 1.85618 -0.23413 -0.37010 -0.43753 -0.29436 0.74347 0.80286 1.00000 9256
0.73357 -0.71720 0.98214 -0.57608 -0.52915 -0.15584 -0.49838 -0.63974 -0.20587 1.00000 14442
1.21773 -1.27434 -1.00431 0.03632 0.10232 0.17089 0.22091 0.06808 -0.45198 1.00000 1438
0.60879 -0.81083 0.18756 -0.49907 -0.46031 -0.41457 -0.55592 -0.21101 0.15724 1.00000 2448
1.54217 -0.85765 -1.08377 0.16880 0.18304 -0.87288 -0.75732 -0.10737 -1.01268 1.00000 12586
-0.96846 1.34751 0.18756 -0.47707 -0.76180 -0.78016 -0.68932 1.44255 0.38776 1.00000 17598
-1.28291 0.95423 0.66431 0.23847 -0.00925 0.06139 0.11368 0.49576 -0.16081 1.00000 19794
-0.86364 1.34751 -0.76594 -0.83141 -0.95884 -0.85522 -0.95872 0.14703 -0.42772 1.00000 5038
-0.04008 0.79036 -1.40160 -0.21763 -0.21341 -0.53467 -0.24728 -0.79703 -0.73276 1.00000 6972
1.65697 -0.90915 -1.87835 -0.44544 -0.22291 -0.45784 -0.32836 -0.58111 -0.98755 1.00000 7063
-1.24797 1.22110 -1.08377 2.43002 2.60447 2.61783 2.79206 -0.17069 -0.66777 1.00000 4342
0.57884 -0.80147 0.74377 -0.54950 -0.63123 -0.73777 -0.65270 0.71752 1.30982 1.00000 4764
0.72359 -0.83424 0.66431 -0.11449 -0.30600 -0.28653 -0.26297 0.43170 0.09831 1.00000 15843
-0.94350 1.37560 1.85618 -0.79886 -0.89949 -0.93469 -0.88810 -0.33271 0.05498 1.00000 13124
0.56886 -0.62824 0.74377 -0.42711 -0.45318 -0.03663 -0.32836 -0.52936 -0.44505 1.00000 17661
0.53392 -0.63761 0.50539 -0.18370 -0.35110 -0.24503 -0.21851 0.52550 0.12777 1.00000 8267
0.86335 -0.71252 -0.92485 0.39570 0.19728 0.42874 0.31769 0.53624 -0.13134 1.00000 2441
0.61378 -0.74529 0.90268 -0.26209 0.29461 0.63096 0.30723 -0.86603 -0.69117 1.00000 3866
1.20775 -1.27434 -1.08377 -0.46882 -0.55764 -0.63887 -0.67885 0.52866 -0.32546 1.00000 580
0.94820 -0.70315 -1.48106 0.09637 -0.41757 -0.18056 -0.37806 2.02799 0.84272 1.00000 6523
0.81843 -0.88106 -0.36864 -0.57563 -0.47218 0.04108 -0.51145 0.18488 -0.38179 1.00000 6394
1.07298 -0.72188 -0.05081 0.25543 -0.03062 0.28657 0.06136 0.14045 -0.68077 1.00000 12440
0.79846 -0.81552 -0.92485 -0.41061 -0.22054 -0.23620 -0.22897 -0.52942 -0.60104 1.00000 15089
-1.31785 1.02914 0.42594 1.11353 0.59373 0.17796 0.69696 1.59331 1.09577 1.00000 12348
-1.23300 0.62182 1.06160 -0.68151 -0.65022 -0.63799 -0.69978 -0.67596 -0.00395 1.00000 9302
0.79846 -0.87170 -0.28919 -0.61459 -0.28701 -0.50288 -0.41206 -0.60795 1.24049 1.00000 20556
0.00984 0.41581 0.18756 -0.29784 -0.28701 -0.33863 -0.20281 -0.44283 -1.18427 1.00000 11577
-1.23799 1.07596 -1.08377 2.36859 2.52851 1.35242 2.73713 0.30495 -0.19027 1.00000 18325
-1.29290 0.99637 1.29997 -0.15437 -0.05673 0.01018 -0.04065 -0.71507 -0.96502 1.00000 13477
0.63874 -0.73592 -0.44810 -0.27309 0.56999 0.71485 0.51648 -1.02105 0.22917 1.00000 10695
0.98314 -0.92788 -1.95781 0.22839 -0.08047 0.15323 -0.03803 1.25053 0.23437 1.00000 2194
0.69864 -0.82956 0.90268 -0.61184 -0.46505 -0.41634 -0.42776 -0.78445 -0.42339 1.00000 5952
-1.32784 0.99637 1.85618 0.18392 -0.05198 -0.16202 0.04828 0.70647 0.71967 1.00000 17313
-1.48756 1.01041 0.26702 -0.23138 0.20678 -0.17350 0.18953 -0.50036 0.99958 1.00000 1864
-0.94850 1.38028 1.22052 -0.24925 0.04060 -0.48345 0.07444 -1.19934 -0.79516 1.00000 6720
1.34751 -1.36329 -1.24268 0.28981 -0.11133 0.00488 0.00905 0.99724 0.45968 1.00000 9011
-0.90857 1.38028 0.58485 -0.28272 -0.40096 -0.48345 -0.37544 -0.53926 -0.98321 1.00000 4208
-1.25297 0.81845 0.58485 -0.81536 -0.90661 -0.86316 -0.86718 0.59898 1.38522 1.00000 5416
0.75853 -0.89511 -0.92485 -0.34872 -0.15644 -0.46402 -0.24466 0.73073 0.16677 1.00000 15158
0.76851 -0.87170 -0.13027 -0.29143 -0.54102 -0.48168 -0.53761 0.92870 0.10438 1.00000 9977
0.26439 0.20513 -0.20973 -0.20662 -0.24428 -0.28035 -0.21066 -0.86482 -1.11667 1.00000 10462
-0.91356 1.37560 -0.28919 -0.28134 -0.57663 -0.69450 -0.57946 1.03745 0.78639 1.00000 15263
1.26764 -0.35669 -1.71943 -0.17912 -0.31075 -0.36159 -0.35452 0.03986 -0.91302 1.00000 19433
0.77351 -0.69379 1.22052 -0.16904 -0.26564 -0.39338 -0.33359 -0.14248 0.87132 1.00000 459
-0.69394 2.56947 0.02865 -0.85112 -0.95409 -0.93734 -0.98488 -0.72149 -1.27959 1.00000 16101
0.73357 -0.79679 0.50539 -0.46470 -0.56001 -0.51259 -0.56377 0.37174 -0.17987 1.00000 15927
0.68366 -0.85297 1.45889 -0.13237 -0.23953 -0.18233 -0.20804 0.75742 0.02638 1.00000 12729
0.62876 -0.70315 0.90268 0.08537 -0.22528 -0.45784 -0.22374 1.78891 2.52914 1.00000 12957
0.60879 -0.77806 0.10810 -0.49862 -0.49354 -0.59030 -0.39375 -0.03425 1.01344 1.00000 10881
-1.29789 0.96359 -0.36864 -0.17133 -0.34873 -0.26534 -0.34929 0.46860 0.04978 1.00000 18212
1.42238 -0.97002 -1.24268 0.24305 0.34209 -0.15496 -0.06419 -0.79782 -0.72757 1.00000 13679
-1.23799 0.80909 0.42594 -0.10807 -0.28226 -0.36071 -0.30221 0.14014 0.95365 1.00000 14405
0.81843 -0.92788 -0.13027 -0.62009 -0.31312 -0.32009 -0.32313 -0.58990 0.59054 1.00000 13048
1.19777 -1.32584 -0.68648 0.08766 0.03823 0.35015 0.09537 -0.21059 -0.42685 1.00000 4659
-0.11495 0.30813 -1.71943 -0.98863 -1.07753 -0.97001 -1.03719 0.68541 -0.86102 1.00000 10429
0.92824 -0.71720 1.85618 -0.94829 -0.91611 1.11488 -0.97703 -1.05048 0.04891 1.00000 3430
0.74855 -0.68442 0.42594 0.65377 0.14031 0.08788 0.17383 2.09926 2.14870 1.00000 14784
1.39243 -1.23220 -1.71943 4.51247 3.34277 3.24657 3.13209 0.86301 0.12257 1.00000 19989
-0.59411 1.41305 -0.92485 -0.14520 -0.25615 -0.26445 -0.33359 -0.16822 -0.44159 1.00000 5531
-1.55244 1.31473 0.58485 -0.60725 -0.66209 -0.68655 -0.60562 -0.21906 -0.39566 1.00000 7246
-1.82197 1.64715 0.58485 -0.67372 -0.76417 -0.81371 -0.77563 -0.14574 -0.73450 1.00000 5213
0.55888 -0.74529 -0.60702 0.08399 0.26138 0.00841 0.24446 0.04118 1.32889 1.00000 15605
0.97316 -0.70315 -0.68648 0.26597 -0.05198 0.20268 0.06398 0.66083 -0.41645 1.00000 16867
0.66869 -0.45969 -0.92485 -0.37073 -0.45081 -0.58235 -0.43037 -0.15969 -0.61144 1.00000 6845
