Sex Length Diameter Height Whole_weight Shucked_weight Viscera_weight Shell_weight Y outlier number
0.05380 0.50807 0.42446 0.48978 0.50631 0.63141 0.97541 0.08025 0.02057 1.00000 606
1.26194 0.54971 0.42446 0.48978 0.13105 -0.38240 0.34586 0.76279 1.26135 1.00000 972
-1.15435 0.79954 0.67641 1.32666 1.08041 1.05495 1.42249 0.97473 0.02057 1.00000 1843
-1.15435 0.21659 0.32369 -0.10799 0.10250 0.03890 0.26374 0.18802 0.02057 1.00000 2125
-1.15435 -0.03325 -0.28098 -0.10799 -0.50220 -0.49053 -0.21983 -0.45860 -0.59982 1.00000 1284
-1.15435 1.04938 1.18030 1.08755 1.61780 1.37486 1.29475 1.71116 0.02057 1.00000 3229
0.05380 -0.11652 -0.38176 1.68532 0.72249 0.66971 1.01647 0.74842 -0.28962 1.00000 951
-1.15435 1.04938 1.02913 0.84844 1.25886 1.30277 0.82031 1.51717 0.64096 1.00000 2144
0.05380 0.59135 0.62602 0.37023 0.71127 0.82290 0.80662 0.51132 -0.28962 1.00000 3530
0.05380 0.63298 0.67641 0.37023 0.77755 1.32305 -0.10122 0.58676 0.02057 1.00000 1462
1.26194 -1.40735 -1.23837 -1.06442 -1.22620 -1.18893 -1.21435 -1.20221 -1.22021 1.00000 763
-1.15435 -0.65784 -0.58332 0.01156 -0.48588 -0.70681 -0.20614 -0.35083 1.26135 1.00000 3427
1.26194 0.25823 0.17252 0.96800 0.09434 0.04566 0.18163 0.11617 0.33077 1.00000 2335
0.05380 -0.19980 0.32369 0.37023 -0.17691 -0.70681 0.18163 -0.19636 1.26135 1.00000 777
1.26194 -1.69882 -1.69187 -1.66219 -1.41893 -1.35565 -1.41507 -1.42134 -1.22021 1.00000 1039
1.26194 -2.32341 -2.14538 -1.90130 -1.49642 -1.41873 -1.42420 -1.52911 -1.84060 1.00000 2177
0.05380 0.71626 0.57563 0.48978 0.49713 0.55932 0.64695 0.29579 0.02057 1.00000 785
1.26194 -0.49128 -0.48254 -0.82532 -0.67453 -0.65500 -0.58935 -0.71006 1.57154 1.00000 695
-1.15435 0.63298 0.87797 0.60933 0.84180 0.56607 0.88417 0.72686 1.57154 1.00000 1341
0.05380 1.13266 1.28108 0.84844 1.40468 1.58438 1.20351 1.26571 0.64096 1.00000 2562
-1.15435 0.09167 0.22291 0.37023 -0.09023 -0.13908 -0.10578 0.04432 0.02057 1.00000 2635
0.05380 0.54971 0.47485 0.37023 0.48387 0.10198 0.42797 1.26571 3.12252 1.00000 320
-1.15435 0.84118 0.77719 0.48978 0.78469 1.22392 0.39148 0.45385 -0.28962 1.00000 4028
0.05380 0.84118 1.18030 1.80488 1.52501 0.68548 0.71994 3.06187 1.88174 1.00000 3143
0.05380 0.50807 0.52524 0.72889 0.21161 0.02538 0.82487 0.36763 -0.28962 1.00000 3134
0.05380 1.13266 1.23069 0.96800 1.40468 1.87951 1.10771 1.16513 0.02057 1.00000 1543
1.26194 -1.07423 -1.18798 -1.06442 -1.07018 -1.04700 -0.88132 -1.16269 -1.22021 1.00000 1294
0.05380 1.50741 1.38186 0.96800 1.44955 1.11803 1.70533 1.62135 0.95115 1.00000 1838
0.05380 0.75790 1.07952 -0.10799 0.59706 0.83642 0.45535 0.36763 -0.28962 1.00000 2592
0.05380 0.46643 0.22291 0.72889 1.32820 1.32530 1.30844 1.26930 0.02057 1.00000 2093
1.26194 -0.07489 -0.58332 -0.82532 -0.72246 -0.65950 -0.52548 -0.79987 0.02057 1.00000 588
1.26194 -0.03325 -0.12981 -0.58621 -0.37575 -0.19766 -0.51180 -0.37957 0.33077 1.00000 801
-1.15435 -0.28308 -0.28098 0.01156 -0.13918 -0.51532 -0.12403 -0.38675 0.02057 1.00000 2623
1.26194 0.05003 0.12213 0.01156 -0.31049 -0.46575 0.04477 -0.22151 -0.28962 1.00000 3621
-1.15435 1.13266 1.23069 0.84844 1.53826 1.71280 1.55022 1.19386 0.02057 1.00000 873
0.05380 1.63233 1.58341 0.96800 1.81563 2.19492 2.06573 1.06813 0.33077 1.00000 1143
-1.15435 -0.78276 -0.63370 -0.58621 -1.06916 -1.20245 -1.14592 -0.85376 0.33077 1.00000 1603
1.26194 -2.07358 -2.09499 -1.54264 -1.51478 -1.48181 -1.47438 -1.50037 -0.91001 1.00000 2828
-1.15435 -2.03194 -1.99421 -1.78175 -1.50560 -1.46153 -1.46526 -1.50037 -1.53040 1.00000 1819
-1.15435 0.92446 0.77719 0.96800 0.71535 0.53679 0.88417 0.83463 0.02057 1.00000 980
-1.15435 1.04938 1.12991 0.84844 0.89074 1.15183 0.88417 0.69812 -0.28962 1.00000 3891
0.05380 0.67462 1.07952 0.72889 0.93867 1.08424 1.03928 0.66579 -0.28962 1.00000 787
-1.15435 0.84118 0.72680 0.84844 0.48183 0.57283 0.71538 0.33171 0.02057 1.00000 1443
0.05380 0.34151 0.97874 1.68532 0.91318 0.63817 0.89786 0.83463 0.64096 1.00000 3034
-1.15435 0.75790 0.97874 0.60933 0.68986 0.58635 1.04841 0.76279 0.02057 1.00000 1063
1.26194 -0.90767 -0.98643 -0.94487 -1.11811 -1.10558 -1.13223 -1.01541 -1.22021 1.00000 2926
1.26194 0.05003 0.02135 0.25067 -0.44203 -0.52208 -0.25633 -0.35442 0.33077 1.00000 3111
-1.15435 1.50741 1.53302 1.92443 2.34996 2.06425 1.16702 3.74441 1.26135 1.00000 3582
0.05380 0.25823 0.32369 0.37023 0.38190 0.60437 0.04477 0.17365 0.02057 1.00000 2511
0.05380 0.63298 0.57563 0.60933 0.11983 -0.22695 0.59677 0.16646 0.64096 1.00000 3923
1.26194 -0.78276 -0.83526 -0.70576 -0.94068 -1.00870 -0.79464 -0.85376 0.95115 1.00000 3958
-1.15435 -0.32472 -0.38176 -0.22755 -0.61742 -0.49955 -0.68972 -0.59870 -1.22021 1.00000 3776
0.05380 1.38249 1.33147 0.37023 1.27518 1.19238 1.18527 1.08609 -0.28962 1.00000 671
0.05380 -0.40800 -0.58332 -0.58621 -0.76834 -0.84649 -0.80833 -0.60229 0.33077 1.00000 519
1.26194 -2.86473 -2.85082 -2.49907 -1.63613 -1.57643 -1.59755 -1.65484 -1.84060 1.00000 957
1.26194 -1.65718 -1.59110 -1.42309 -1.33123 -1.35114 -1.32383 -1.26328 -0.91001 1.00000 2655
-1.15435 0.42479 0.32369 0.48978 0.27075 0.55706 -0.13315 0.25986 0.95115 1.00000 305
-1.15435 0.63298 0.67641 0.25067 0.53078 0.72152 0.38692 0.38200 0.33077 1.00000 874
1.26194 -0.40800 -0.53293 -0.34710 -0.69798 -0.64824 -0.63953 -0.69569 -0.28962 1.00000 1057
-1.15435 0.59135 0.82758 1.08755 0.72657 0.55256 0.19075 0.87774 0.02057 1.00000 2497
-1.15435 -0.07489 -0.02904 0.01156 0.04437 -0.21343 -0.31563 0.54725 2.19193 1.00000 1181
0.05380 2.29856 2.23847 1.32666 3.46146 2.58467 3.73542 2.73856 4.05310 1.00000 2796
-1.15435 -0.90767 -1.03682 -0.94487 -1.02735 -0.91633 -1.18697 -1.06211 -1.22021 1.00000 587
0.05380 1.00774 1.12991 0.96800 0.93051 0.98286 1.56391 0.56162 -0.28962 1.00000 1547
-1.15435 0.17495 0.12213 -0.46665 -0.08615 0.19660 0.04020 -0.49452 -0.91001 1.00000 1841
1.26194 -0.61620 -0.58332 -0.46665 -0.73571 -0.71582 -0.67603 -0.76395 -0.59982 1.00000 2916
1.26194 -1.15751 -1.03682 -1.06442 -1.17623 -1.20696 -1.14592 -1.06929 1.26135 1.00000 3269
1.26194 -0.74112 -0.33137 -0.70576 -0.84278 -0.85325 -0.95431 -0.67414 -0.59982 1.00000 3777
-1.15435 0.50807 0.57563 0.37023 0.17490 0.43315 0.14513 -0.02752 -0.28962 1.00000 1311
-1.15435 0.71626 0.72680 0.72889 0.62867 0.43766 0.99822 0.77716 0.02057 1.00000 2306
-1.15435 0.67462 0.67641 0.48978 1.60557 0.85670 1.38143 0.72686 2.50213 1.00000 310
-1.15435 -2.19850 -2.09499 -1.78175 -1.49438 -1.42098 -1.40139 -1.50037 -1.22021 1.00000 482
0.05380 0.34151 0.32369 -0.10799 0.00257 0.15154 -0.06472 -0.00597 -0.28962 1.00000 3402
1.26194 -1.53226 -1.59110 -1.54264 -1.33021 -1.26553 -1.27821 -1.35668 -0.91001 1.00000 4090
-1.15435 0.13331 -0.02904 -0.34710 0.12697 0.55030 0.09951 -0.26462 -0.28962 1.00000 3568
0.05380 1.04938 0.87797 0.84844 0.81222 0.75982 0.70626 0.94240 0.33077 1.00000 1290
1.26194 -1.15751 -1.13759 -1.30353 -1.17317 -1.15514 -1.12311 -1.10522 -0.91001 1.00000 2171
1.26194 -0.61620 -0.68409 -0.34710 -0.86522 -0.84875 -1.00906 -0.74958 -0.59982 1.00000 3886
1.26194 -0.40800 -0.33137 -0.70576 -0.68269 -0.66851 -0.65322 -0.60589 -0.59982 1.00000 604
1.26194 0.21659 0.27330 0.01156 -0.05964 -0.29003 0.09039 -0.00597 0.02057 1.00000 1863
-1.15435 0.79954 0.57563 1.20710 1.04574 0.95132 1.24913 0.83463 0.33077 1.00000 2855
-1.15435 0.21659 0.52524 0.84844 0.08210 -0.19766 0.01739 0.58317 0.02057 1.00000 2822
-1.15435 -0.49128 -0.53293 -0.82532 -0.71226 -0.59642 -0.51636 -0.81783 -0.59982 1.00000 3300
-1.15435 1.04938 0.87797 0.96800 1.96655 1.98765 1.44530 2.09194 1.26135 1.00000 1876
1.26194 -0.24144 -0.07943 -0.82532 -0.46243 -0.49053 -0.49355 -0.35083 -0.59982 1.00000 3562
-1.15435 1.04938 0.87797 0.48978 0.77245 0.85895 0.81118 0.58317 0.02057 1.00000 3586
-1.15435 0.34151 0.32369 0.84844 0.15042 -0.22244 0.11320 0.61909 1.26135 1.00000 3516
-1.15435 0.00839 0.12213 0.37023 0.02704 0.30924 -0.35669 -0.24665 -0.28962 1.00000 224
1.26194 -0.99095 -0.98643 -0.70576 0.16572 0.25517 0.24549 -1.00104 -0.59982 1.00000 393
-1.15435 0.29987 0.37408 0.48978 0.13819 0.27320 0.33673 -0.12452 -0.59982 1.00000 1831
1.26194 -2.44833 -2.39732 -2.14041 -1.57392 -1.50209 -1.52912 -1.60096 -1.53040 1.00000 2668
1.26194 -0.24144 -0.23059 -0.34710 -0.49710 -0.37789 -0.52092 -0.53045 -0.59982 1.00000 1267
-1.15435 0.09167 0.12213 0.25067 -0.26358 -0.45899 -0.25176 0.00840 0.64096 1.00000 3963
1.26194 0.46643 0.37408 0.72889 0.71229 0.15379 0.32761 0.54725 3.12252 1.00000 156
0.05380 1.50741 1.53302 1.56577 3.16574 2.84826 2.91882 2.76730 0.02057 1.00000 234
1.26194 -0.61620 -0.78487 -0.94487 -0.85196 -0.74286 -0.73534 -1.01182 -1.22021 1.00000 1607
-1.15435 0.17495 0.12213 0.01156 -0.15957 -0.50405 -0.46162 0.11617 3.74291 1.00000 3131
-1.15435 0.67462 0.47485 0.48978 0.59706 0.78235 0.84312 0.23112 0.02057 1.00000 3379
-1.15435 0.25823 0.27330 -0.10799 0.05967 0.07945 -0.20158 0.36763 1.57154 1.00000 547
-1.15435 -0.44964 -0.48254 -0.82532 -0.58071 -0.40267 -0.37494 -0.78909 -0.91001 1.00000 791
0.05380 0.42479 0.52524 1.20710 0.33703 0.14704 0.56483 0.72686 0.95115 1.00000 2839
1.26194 -1.15751 -1.08721 -1.18398 -1.06202 -0.93210 -1.13679 -1.11599 -0.59982 1.00000 438
1.26194 -2.28177 -2.34693 -1.90130 -1.56067 -1.49533 -1.57474 -1.57222 -1.84060 1.00000 1169
-1.15435 0.92446 0.72680 2.28309 0.47979 0.24166 0.43254 0.87056 1.88174 1.00000 4058
0.05380 0.34151 0.52524 0.25067 0.09740 -0.06248 0.10863 0.25986 0.02057 1.00000 3067
1.26194 -1.53226 -1.49032 -1.42309 -1.28228 -1.25877 -1.14135 -1.32076 -1.22021 1.00000 1244
0.05380 0.54971 0.47485 0.60933 0.67762 0.09297 0.59221 0.29579 0.64096 1.00000 340
1.26194 -0.94931 -1.08721 -1.18398 -1.11913 -0.98392 -1.12311 -1.17706 -0.59982 1.00000 1218
1.26194 -0.11652 -0.07943 -0.34710 -0.47976 -0.54235 -0.46162 -0.25025 -0.59982 1.00000 2363
1.26194 0.29987 0.32369 0.37023 -0.03618 0.04115 -0.02366 -0.02752 0.33077 1.00000 1353
0.05380 1.29922 1.63380 1.56577 2.06648 1.19689 2.07485 2.95410 3.12252 1.00000 3821
1.26194 -0.69948 -0.58332 -0.34710 -0.76019 -0.67302 -0.77639 -0.77472 -0.59982 1.00000 3066
-1.15435 -1.44899 -1.33915 -0.70576 -1.09363 -1.06728 -1.06836 -1.06570 -0.59982 1.00000 1979
-1.15435 0.46643 0.42446 0.01156 -0.00967 -0.05798 -0.03735 0.17365 0.02057 1.00000 1354
1.26194 -1.28243 -1.38954 -1.06442 -1.24659 -1.18217 -1.22803 -1.24891 -1.22021 1.00000 3164
-1.15435 0.25823 0.52524 0.48978 0.06375 -0.11205 0.11776 0.25986 0.02057 1.00000 1151
0.05380 1.04938 1.12991 1.32666 0.92235 1.07748 0.59677 1.03221 0.02057 1.00000 389
1.26194 -0.11652 -0.12981 -0.22755 -0.46141 -0.35311 -0.34300 -0.55200 -0.91001 1.00000 493
0.05380 0.67462 0.77719 0.60933 0.49917 0.34980 0.22268 0.65502 1.26135 1.00000 1270
-1.15435 0.59135 0.47485 0.25067 0.43901 0.71477 0.36411 0.22394 -0.28962 1.00000 2314
1.26194 -0.24144 -0.78487 -0.94487 -0.79282 -0.82171 -0.78096 -0.63822 -0.91001 1.00000 2424
-1.15435 0.46643 0.52524 -0.22755 0.18815 -0.01067 0.00371 0.36763 0.95115 1.00000 1016
1.26194 -1.32407 -1.54071 -1.42309 -1.28534 -1.26553 -1.33296 -1.33513 -1.53040 1.00000 2274
1.26194 -1.19915 -1.18798 -1.30353 -1.22416 -1.22273 -1.22347 -1.17706 -0.91001 1.00000 1088
0.05380 0.25823 0.32369 0.13112 0.10760 0.31826 0.15425 -0.16762 -0.59982 1.00000 1901
0.05380 -0.32472 -0.33137 0.13112 -0.48996 -0.54460 -0.59391 -0.35083 0.95115 1.00000 267
1.26194 -1.28243 -1.28876 -1.18398 -1.24557 -1.17091 -1.15048 -1.27406 -0.91001 1.00000 3646
-1.15435 1.21594 1.28108 1.20710 1.71366 1.74434 1.03016 1.93388 0.33077 1.00000 3911
1.26194 -2.61489 -2.59888 -2.02086 -1.59738 -1.52912 -1.58843 -1.62251 -1.84060 1.00000 2061
0.05380 0.59135 0.77719 0.13112 0.86219 0.64943 1.02103 0.65502 1.26135 1.00000 2808
0.05380 -0.82439 -0.83526 -0.10799 -0.91110 -0.95914 -0.92694 -0.71006 0.64096 1.00000 2670
1.26194 -1.57390 -1.59110 -1.54264 -1.31797 -1.30158 -1.24628 -1.32076 -0.91001 1.00000 625
0.05380 0.34151 0.42446 0.13112 0.04233 0.27996 -0.11034 -0.09937 -0.59982 1.00000 1723
-1.15435 0.46643 0.42446 0.48978 0.07904 0.15379 0.36867 -0.17122 -0.28962 1.00000 3285
1.26194 -1.99030 -1.94382 -1.90130 -1.49948 -1.47956 -1.43788 -1.50037 -1.22021 1.00000 713
1.26194 -0.44964 -0.63370 -0.58621 -0.69390 -0.71582 -0.66234 -0.52326 0.33077 1.00000 3257
0.05380 0.63298 0.67641 0.72889 0.52874 0.59086 0.61045 0.51132 0.02057 1.00000 688
-1.15435 0.88282 1.07952 0.84844 0.74798 0.59762 0.60589 0.94240 0.33077 1.00000 828
-1.15435 0.21659 0.22291 -0.22755 0.02194 -0.19766 0.13601 0.01199 0.02057 1.00000 3565
0.05380 -1.24079 -1.18798 -0.58621 -1.13850 -1.20020 -1.04555 -1.08007 0.02057 1.00000 3650
1.26194 0.29987 0.27330 -0.10799 -0.22177 -0.13683 -0.70796 0.08743 0.33077 1.00000 885
0.05380 1.46577 1.53302 0.84844 1.69632 2.25800 1.34037 1.14357 0.33077 1.00000 4010
0.05380 -0.78276 -0.73448 -0.46665 -0.78466 -0.92084 -0.60304 -0.71006 0.95115 1.00000 919
1.26194 -3.11456 -3.10277 -2.73818 -1.65958 -1.59896 -1.61124 -1.67999 -2.46099 1.00000 2211
-1.15435 1.63233 1.58341 1.44621 1.95431 1.61592 1.86500 2.08476 0.33077 1.00000 3922
-1.15435 0.54971 0.32369 -0.10799 0.27993 0.35881 0.30936 0.15568 0.02057 1.00000 2543
0.05380 1.71561 1.53302 1.20710 2.27144 1.98089 3.09218 2.34700 0.33077 1.00000 179
0.05380 -0.53292 -0.43215 -0.58621 -0.77548 -0.87578 -0.89044 -0.49452 1.26135 1.00000 3544
0.05380 0.50807 0.12213 0.37023 0.41861 0.34980 0.38235 0.58317 0.33077 1.00000 1923
1.26194 -1.65718 -1.64149 -1.54264 -1.38527 -1.34664 -1.34664 -1.39260 -1.53040 1.00000 2020
1.26194 0.21659 0.12213 -0.22755 -0.39309 -0.29453 -0.33388 -0.45501 -0.59982 1.00000 3305
1.26194 0.09167 -0.07943 0.13112 -0.25236 -0.23821 -0.40231 -0.13529 0.02057 1.00000 788
1.26194 -0.03325 0.02135 -0.70576 -0.63272 -0.64373 -0.81289 -0.39394 -0.59982 1.00000 52
0.05380 0.63298 0.92835 0.72889 0.61440 0.36557 0.78837 0.69094 0.33077 1.00000 1828
1.26194 -0.78276 -0.88565 -0.94487 -0.90397 -0.75412 -0.96800 -0.99745 -0.91001 1.00000 1680
1.26194 -1.40735 -1.28876 -0.70576 -1.23436 -1.25201 -1.16873 -1.14114 -0.91001 1.00000 217
-1.15435 0.00839 0.17252 -0.46665 0.07700 -0.34635 -0.04191 0.36763 2.50213 1.00000 3247
1.26194 -0.65784 -0.73448 -0.94487 -0.69186 -0.38240 -0.86307 -0.92201 -0.91001 1.00000 3545
1.26194 -1.11587 -1.08721 -1.06442 -1.02429 -0.86902 -1.12311 -1.07648 -0.91001 1.00000 1276
0.05380 0.21659 0.62602 0.25067 0.18713 0.09747 0.57396 0.20598 0.02057 1.00000 623
0.05380 0.46643 0.52524 -0.10799 0.19835 0.19435 0.25006 0.25986 -0.59982 1.00000 555
-1.15435 0.96610 1.18030 0.96800 0.98864 0.57283 1.08490 1.21183 0.02057 1.00000 114
1.26194 -3.73915 -3.55627 -3.09684 -1.68609 -1.61473 -1.64317 -1.70513 -2.77118 1.00000 564
-1.15435 -1.61554 -1.94382 -1.54264 -1.45666 -1.41648 -1.40595 -1.46445 -1.22021 1.00000 4108
1.26194 -0.61620 -0.78487 -0.82532 -0.77650 -0.68203 -0.83570 -0.85376 -0.28962 1.00000 2149
0.05380 0.71626 0.52524 0.13112 0.59094 0.53453 1.03928 0.42870 0.02057 1.00000 1632
-1.15435 1.21594 1.18030 1.32666 1.24764 1.35234 0.79293 1.33756 -0.28962 1.00000 4098
0.05380 -0.03325 -0.33137 -0.10799 -0.59397 -0.62346 -0.58023 -0.49452 -0.59982 1.00000 1545
0.05380 1.38249 1.18030 1.20710 1.35268 1.27574 1.91518 1.30163 0.64096 1.00000 345
-1.15435 0.54971 0.92835 1.44621 0.73065 0.23715 0.82031 0.94240 1.88174 1.00000 97
0.05380 1.63233 1.68419 1.80488 2.59266 2.23998 2.75459 2.60924 0.64096 1.00000 2253
-1.15435 1.63233 1.43224 1.56577 2.72522 3.36192 3.14236 1.18668 0.02057 1.00000 2137
0.05380 1.09102 0.92835 1.92443 1.08143 1.27348 1.32213 1.19386 0.95115 1.00000 1871
1.26194 -1.36571 -1.43993 -1.06442 -1.21804 -1.14613 -1.22803 -1.17706 -0.91001 1.00000 810
-1.15435 1.34085 1.38186 1.56577 1.96553 2.05073 2.14785 1.59620 -0.28962 1.00000 2921
-1.15435 0.67462 0.62602 0.48978 0.70311 0.62240 0.54659 0.76279 0.64096 1.00000 3421
1.26194 0.84118 0.77719 0.48978 0.65519 0.74856 0.69713 0.66579 0.33077 1.00000 3192
1.26194 -0.82439 -0.28098 -0.82532 -1.02429 -1.04024 -0.93150 -0.99745 0.02057 1.00000 171
1.26194 0.17495 0.22291 -0.22755 -0.14122 -0.00616 -0.25176 -0.23947 -0.59982 1.00000 437
-1.15435 0.63298 0.67641 0.48978 0.68374 0.65394 0.75644 0.69094 0.64096 1.00000 638
1.26194 -1.28243 -1.38954 -1.06442 -1.21702 -1.02222 -1.27365 -1.27406 -1.22021 1.00000 2700
-1.15435 0.29987 0.32369 0.48978 0.07293 -0.13007 0.24549 0.15209 0.02057 1.00000 4026
1.26194 -1.44899 -1.43993 -1.42309 -1.29860 -1.25427 -1.22347 -1.33513 -1.22021 1.00000 1875
1.26194 -2.36505 -2.34693 -1.78175 -1.55455 -1.47956 -1.52456 -1.59377 -2.15079 1.00000 1974
0.05380 0.59135 0.47485 0.01156 0.17388 0.13577 0.38235 0.23112 -0.28962 1.00000 1292
1.26194 -0.69948 -0.68409 -0.82532 -0.98860 -1.06502 -0.90869 -0.81783 -0.59982 1.00000 3495
-1.15435 0.96610 1.02913 0.84844 1.09978 0.70125 0.77925 2.37933 3.43271 1.00000 2662
0.05380 0.84118 0.82758 0.37023 1.02229 1.38838 0.71538 0.65502 0.02057 1.00000 1193
1.26194 -0.44964 -0.28098 -0.34710 -0.70206 -0.66851 -0.66691 -0.69569 -1.22021 1.00000 1527
1.26194 -1.90702 -1.94382 -1.30353 -1.42912 -1.39845 -1.33752 -1.42853 -1.22021 1.00000 1612
0.05380 0.42479 0.62602 0.37023 0.58585 0.67421 0.52378 0.72686 0.02057 1.00000 80
0.05380 0.84118 0.77719 -0.10799 0.96620 1.12930 0.79293 0.87415 1.26135 1.00000 3374
0.05380 1.13266 1.18030 1.56577 1.09673 0.63591 1.00735 1.22979 2.50213 1.00000 408
-1.15435 -1.40735 -1.49032 -1.30353 -1.30166 -1.25427 -1.20522 -1.32076 -1.22021 1.00000 2176
0.05380 0.38315 0.42446 0.48978 0.29115 0.16731 0.67888 0.15209 0.64096 1.00000 2645
-1.15435 -2.07358 -2.09499 -1.42309 -1.48827 -1.45252 -1.42876 -1.50037 -1.53040 1.00000 2620
-1.15435 0.63298 0.72680 -1.18398 0.45124 0.43991 0.80206 0.29579 -0.59982 1.00000 2525
-1.15435 -0.57456 -0.68409 -0.10799 -0.74795 -0.86452 -0.20614 -0.85376 -0.28962 1.00000 189
1.26194 -0.44964 -0.53293 -0.58621 -0.84278 -0.86677 -0.88132 -0.71725 -0.91001 1.00000 1740
1.26194 -0.57456 -0.53293 -0.34710 -0.60417 -0.60543 -0.49811 -0.66336 -0.91001 1.00000 2881
0.05380 0.84118 0.92835 0.84844 0.90604 0.92203 1.10771 0.97114 -0.28962 1.00000 2132
1.26194 -1.07423 -1.13759 -0.94487 -1.13646 -1.01546 -1.35121 -1.10522 0.02057 1.00000 1046
-1.15435 0.46643 0.52524 0.48978 0.47776 0.69224 0.82031 0.17005 -0.28962 1.00000 1790
-1.15435 1.13266 1.28108 1.44621 1.96247 1.68351 1.25370 2.16379 1.57154 1.00000 3352
0.05380 1.59069 1.58341 2.40265 2.79558 1.64521 2.59492 4.64249 2.19193 1.00000 2263
-1.15435 0.13331 0.02135 -0.22755 -0.54808 -0.54911 -0.67603 -0.45860 -0.91001 1.00000 1791
-1.15435 0.46643 0.47485 -0.10799 -0.06780 0.20561 -0.12403 -0.25025 0.02057 1.00000 1338
-1.15435 -1.03259 -0.88565 -1.06442 -1.07222 -1.01771 -1.10030 -0.99745 -0.91001 1.00000 3794
-1.15435 0.38315 0.42446 -0.10799 0.39006 0.84093 0.21356 0.08025 -0.28962 1.00000 2492
0.05380 -0.78276 -0.83526 -0.58621 -0.90193 -0.95463 -0.67603 -0.92560 0.33077 1.00000 3385
0.05380 0.46643 0.47485 -0.46665 0.22690 0.17858 0.69713 0.18802 0.33077 1.00000 1163
1.26194 0.00839 -0.02904 -0.34710 -0.35026 -0.27426 -0.27457 -0.50889 0.02057 1.00000 2749
0.05380 1.42413 1.43224 0.37023 2.08178 1.83671 2.38507 1.28367 0.02057 1.00000 2594
1.26194 -1.61554 -1.54071 -1.42309 -1.27209 -1.21597 -1.28734 -1.32076 -0.91001 1.00000 954
0.05380 0.00839 0.22291 -0.34710 -0.03211 -0.12557 -0.13315 -0.44064 0.64096 1.00000 2628
1.26194 0.54971 0.42446 -0.34710 0.06375 0.34980 -0.26545 0.04432 -0.28962 1.00000 577
0.05380 1.38249 1.43224 1.44621 1.50971 1.47625 1.70533 1.58902 0.64096 1.00000 240
0.05380 -0.11652 -0.07943 0.01156 -0.02905 0.44892 0.14513 -0.31491 0.02057 1.00000 403
0.05380 0.92446 1.28108 1.20710 0.84282 0.97610 0.61045 1.08609 1.26135 1.00000 494
-1.15435 0.29987 0.47485 0.60933 0.06375 0.18984 -0.10122 0.04432 0.33077 1.00000 3105
-1.15435 0.54971 -0.02904 0.25067 0.04947 -0.15035 0.73819 0.04432 -0.28962 1.00000 476
-1.15435 1.17430 1.28108 0.37023 1.13038 1.06622 0.69257 1.76863 1.26135 1.00000 3658
0.05380 1.46577 1.28108 0.84844 1.92576 1.44696 2.73178 1.96262 1.57154 1.00000 3027
1.26194 -2.03194 -1.99421 -2.02086 -1.47399 -1.43225 -1.40595 -1.49319 -1.53040 1.00000 4089
0.05380 0.00839 0.07174 0.25067 -0.25135 -0.13683 -0.30651 -0.28617 0.02057 1.00000 857
1.26194 -1.07423 -1.13759 -0.94487 -1.09261 -0.98843 -1.08205 -1.12677 -0.91001 1.00000 311
0.05380 1.09102 0.97874 0.84844 0.94173 1.17661 1.05753 0.62628 0.02057 1.00000 3942
1.26194 0.17495 -0.02904 -0.10799 -0.47772 -0.40267 -0.56654 -0.38675 -0.59982 1.00000 3792
0.05380 0.71626 0.87797 0.48978 0.53078 0.49398 0.15882 1.04299 0.33077 1.00000 838
0.05380 -1.53226 -1.54071 -1.30353 -1.27413 -1.18217 -1.45613 -1.35668 -1.22021 1.00000 3332
1.26194 -3.03128 -2.90121 -2.85774 -1.65346 -1.58544 -1.60668 -1.67999 -1.84060 1.00000 3512
-1.15435 1.09102 1.02913 1.80488 1.94717 2.38416 2.08854 1.29804 0.33077 1.00000 1920
-1.15435 -0.82439 -0.58332 -0.82532 -0.88867 -1.03348 -1.07292 -0.53045 -0.28962 1.00000 1556
-1.15435 1.04938 0.97874 0.72889 1.49034 1.51229 1.55935 1.12202 0.33077 1.00000 1999
1.26194 0.21659 0.17252 0.13112 0.12493 0.32952 -0.08753 -0.02034 0.02057 1.00000 3199
1.26194 0.21659 0.27330 0.01156 -0.15345 -0.13908 -0.22895 -0.04548 0.02057 1.00000 280
0.05380 -1.28243 -1.13759 -0.94487 -1.14258 -1.09431 -1.13679 -1.11599 -0.91001 1.00000 2368
1.26194 -1.32407 -1.13759 -1.06442 -1.18031 -1.13486 -1.15048 -1.14114 -0.28962 1.00000 177
-1.15435 0.96610 0.92835 1.08755 0.96824 0.38359 0.75644 1.62494 1.88174 1.00000 2872
-1.15435 0.79954 0.72680 0.60933 0.49713 0.55030 0.49640 0.52569 -0.28962 1.00000 3622
-1.15435 0.92446 0.92835 0.60933 0.90604 1.32530 0.29568 0.90648 0.64096 1.00000 315
0.05380 0.29987 0.27330 1.08755 0.56545 0.28221 0.57396 0.65502 1.57154 1.00000 3457
0.05380 0.09167 0.12213 -0.22755 -0.26460 -0.21118 -0.21983 -0.25384 -0.59982 1.00000 1976
1.26194 -0.49128 -0.38176 -0.58621 -0.60111 -0.44322 -0.75358 -0.68851 -0.91001 1.00000 106
0.05380 -0.44964 -0.48254 -0.46665 -0.71634 -0.67077 -0.68515 -0.63822 0.02057 1.00000 962
