Strength Temperature Y outlier number
-0.24364 0.31623 0.87831 1.00000 1393
0.83920 0.63246 -0.87831 1.00000 326
0.05414 0.94868 0.87831 1.00000 443
-1.39415 -1.58114 -0.29277 1.00000 1319
1.42122 0.94868 -0.29277 1.00000 1531
-0.24364 -0.31623 -0.29277 1.00000 660
0.23010 0.00000 -0.87831 1.00000 66
1.51597 1.26491 -1.46385 1.00000 367
1.63779 1.26491 -0.87831 1.00000 1177
0.37899 0.00000 -0.87831 1.00000 421
-0.21657 0.94868 1.46385 1.00000 196
0.82566 0.31623 -0.87831 1.00000 1170
1.10991 0.63246 -1.46385 1.00000 239
-0.74445 -0.63246 0.87831 1.00000 884
1.48890 1.58114 0.29277 1.00000 21
-1.25880 -0.31623 1.46385 1.00000 629
0.71738 1.26491 0.87831 1.00000 51
-1.54304 -0.94868 1.46385 1.00000 69
0.77152 0.94868 -0.29277 1.00000 1491
-0.73091 -0.94868 -0.29277 1.00000 994
0.17596 0.63246 0.87831 1.00000 1353
-0.44667 0.31623 1.46385 1.00000 749
-0.58202 -0.63246 -0.29277 1.00000 165
1.34001 1.26491 -0.29277 1.00000 435
-1.42122 -0.94868 0.87831 1.00000 1155
-0.64970 0.00000 0.87831 1.00000 285
0.29778 1.26491 1.46385 1.00000 1123
0.74445 1.58114 0.87831 1.00000 445
0.63617 0.00000 -1.46385 1.00000 1210
0.56849 0.94868 0.29277 1.00000 245
1.36708 1.26491 -0.29277 1.00000 810
-1.38062 -1.58114 0.87831 1.00000 385
0.51435 -0.31623 -0.87831 1.00000 1144
1.13698 0.94868 -1.46385 1.00000 1404
1.55658 1.58114 -0.29277 1.00000 144
0.63617 0.63246 -0.87831 1.00000 371
-1.01516 -0.94868 0.87831 1.00000 1256
-0.79859 -0.94868 0.29277 1.00000 1228
-0.06768 -0.63246 -0.87831 1.00000 677
0.62263 1.58114 1.46385 1.00000 1187
1.17758 1.26491 -0.87831 1.00000 957
-1.58365 -0.94868 1.46385 1.00000 1589
0.37899 0.94868 0.87831 1.00000 1015
0.09475 0.94868 0.87831 1.00000 903
0.83920 0.31623 -1.46385 1.00000 17
0.29778 0.63246 0.29277 1.00000 318
0.67677 0.94868 0.87831 1.00000 833
-0.23010 0.00000 0.29277 1.00000 338
-1.32647 -1.58114 -0.29277 1.00000 707
-1.32647 -0.63246 1.46385 1.00000 486
-0.04061 0.94868 1.46385 1.00000 1260
1.70547 1.26491 -1.46385 1.00000 612
0.13535 0.63246 1.46385 1.00000 891
0.06768 -1.26491 -1.46385 1.00000 709
0.36546 0.00000 -0.87831 1.00000 169
0.60910 0.31623 0.29277 1.00000 6
0.56849 0.94868 0.87831 1.00000 960
1.17758 1.58114 0.29277 1.00000 1612
-1.25880 -1.58114 -0.29277 1.00000 1304
-0.29778 -0.94868 -0.29277 1.00000 348
0.90687 0.63246 -1.46385 1.00000 929
-1.25880 -0.94868 0.87831 1.00000 113
0.83920 0.94868 -0.29277 1.00000 94
0.08121 0.31623 0.29277 1.00000 3
0.29778 -0.31623 -1.46385 1.00000 763
0.36546 1.26491 1.46385 1.00000 357
-0.37899 0.63246 1.46385 1.00000 1498
-0.70384 -1.58114 -1.46385 1.00000 937
-1.39415 -1.26491 0.29277 1.00000 602
0.16243 0.00000 -0.87831 1.00000 1057
-0.44667 -0.31623 -0.29277 1.00000 621
0.10828 -0.63246 -1.46385 1.00000 466
0.74445 1.58114 1.46385 1.00000 1081
-1.57011 -1.58114 -0.29277 1.00000 571
-1.32647 -0.63246 1.46385 1.00000 716
-0.33839 -0.31623 -0.29277 1.00000 1065
1.10991 1.58114 0.29277 1.00000 295
-0.48728 0.31623 0.87831 1.00000 1450
0.36546 -0.31623 -1.46385 1.00000 479
1.04223 0.63246 -1.46385 1.00000 1188
0.83920 1.58114 0.87831 1.00000 136
-0.51435 0.00000 0.87831 1.00000 1394
0.35192 0.63246 0.29277 1.00000 819
0.08121 -0.63246 -1.46385 1.00000 306
0.50081 0.31623 -0.87831 1.00000 153
1.43476 0.94868 -1.46385 1.00000 1157
-1.59718 -1.26491 0.87831 1.00000 1300
0.87980 0.31623 -0.87831 1.00000 1461
0.02707 -0.94868 -1.46385 1.00000 1140
-0.44667 0.31623 0.87831 1.00000 1190
-0.98809 0.00000 1.46385 1.00000 1373
-0.52788 -0.31623 0.87831 1.00000 584
0.02707 0.63246 0.87831 1.00000 909
1.63779 0.94868 -1.46385 1.00000 439
-0.51435 -0.31623 0.29277 1.00000 1580
-0.20303 -1.26491 -1.46385 1.00000 573
-0.60910 -1.26491 -1.46385 1.00000 146
1.90850 1.58114 -0.87831 1.00000 97
0.77152 0.94868 -0.29277 1.00000 1486
0.60910 0.00000 -0.87831 1.00000 591
1.04223 1.26491 -0.29277 1.00000 1609
-0.44667 -0.31623 -0.29277 1.00000 868
0.63617 0.63246 -0.29277 1.00000 1126
0.59556 0.94868 -0.29277 1.00000 121
-1.69193 -1.26491 1.46385 1.00000 712
0.64970 0.63246 -0.29277 1.00000 1590
-0.01354 0.00000 0.29277 1.00000 735
-1.80021 -1.26491 1.46385 1.00000 1381
1.65132 0.94868 -1.46385 1.00000 299
-0.74445 -1.58114 -0.87831 1.00000 1493
-0.52788 -1.58114 -1.46385 1.00000 956
0.20303 1.26491 1.46385 1.00000 816
-0.56849 -0.63246 0.87831 1.00000 608
-0.46021 -0.94868 -0.87831 1.00000 127
0.56849 0.31623 -0.87831 1.00000 934
0.50081 0.00000 -1.46385 1.00000 834
1.59718 1.58114 0.29277 1.00000 168
-0.71738 -0.63246 -0.29277 1.00000 1223
-0.13535 -1.26491 -1.46385 1.00000 118
1.15051 1.26491 0.87831 1.00000 483
-1.54304 -1.26491 0.87831 1.00000 713
1.52951 1.26491 -0.87831 1.00000 171
-0.98809 -0.94868 1.46385 1.00000 308
-1.39415 -0.94868 0.87831 1.00000 234
0.33839 -0.94868 -1.46385 1.00000 671
1.15051 0.63246 -0.87831 1.00000 522
-0.58202 0.00000 0.87831 1.00000 1214
0.35192 -0.31623 -1.46385 1.00000 84
0.02707 0.94868 1.46385 1.00000 1583
1.32647 0.63246 -0.87831 1.00000 91
0.06768 0.63246 1.46385 1.00000 754
0.77152 1.58114 0.87831 1.00000 416
0.97455 0.94868 -0.87831 1.00000 1372
1.31294 1.26491 -0.87831 1.00000 1045
0.01354 -0.94868 -1.46385 1.00000 61
1.92203 1.58114 -1.46385 1.00000 935
-0.60910 0.31623 1.46385 1.00000 271
1.05576 0.00000 -1.46385 1.00000 515
0.83920 1.26491 0.29277 1.00000 1457
1.58365 1.58114 -0.87831 1.00000 1521
1.06930 0.94868 -0.29277 1.00000 1529
0.25717 0.31623 0.29277 1.00000 1485
-0.55495 -1.58114 -1.46385 1.00000 622
0.36546 0.31623 -0.87831 1.00000 761
-1.66486 -1.26491 0.87831 1.00000 359
-0.85273 -1.58114 -1.46385 1.00000 840
-0.33839 -0.31623 0.29277 1.00000 38
1.32647 0.94868 -0.29277 1.00000 724
-1.15051 -0.94868 0.87831 1.00000 1071
-0.20303 -0.94868 -0.29277 1.00000 189
-0.78506 -0.31623 0.87831 1.00000 1285
-0.83920 -1.58114 -0.29277 1.00000 489
-1.61072 -1.26491 1.46385 1.00000 867
0.62263 0.94868 0.29277 1.00000 41
0.56849 0.00000 -1.46385 1.00000 85
0.17596 0.31623 0.29277 1.00000 807
-0.17596 -0.31623 -0.87831 1.00000 1146
-1.28587 -1.26491 1.46385 1.00000 27
0.13535 -0.94868 -1.46385 1.00000 796
-0.28424 0.31623 1.46385 1.00000 124
1.43476 1.26491 -0.87831 1.00000 818
0.40606 -0.63246 -1.46385 1.00000 503
0.08121 0.00000 -0.29277 1.00000 836
-0.73091 0.00000 1.46385 1.00000 881
1.10991 0.31623 -1.46385 1.00000 1398
0.83920 1.58114 0.87831 1.00000 59
-0.74445 -1.58114 -0.29277 1.00000 1206
1.92203 1.58114 -1.46385 1.00000 1077
0.62263 1.26491 0.87831 1.00000 1496
-0.79859 -0.63246 0.87831 1.00000 1258
-1.54304 -1.58114 0.29277 1.00000 1139
-2.11153 -1.58114 0.87831 1.00000 1538
-1.57011 -0.94868 0.87831 1.00000 1555
-0.90687 -0.63246 0.87831 1.00000 685
0.56849 0.94868 0.29277 1.00000 470
0.36546 1.26491 0.87831 1.00000 1635
-1.25880 -1.58114 0.87831 1.00000 689
-2.07092 -1.26491 1.46385 1.00000 585
-0.48728 -0.94868 -1.46385 1.00000 147
-0.78506 -0.94868 0.29277 1.00000 332
-0.78506 -0.63246 0.29277 1.00000 364
0.47374 0.31623 -0.87831 1.00000 1037
-0.10828 0.94868 1.46385 1.00000 419
-0.43313 -0.94868 -0.87831 1.00000 107
1.32647 0.31623 -1.46385 1.00000 1289
-0.04061 0.31623 0.29277 1.00000 95
-0.24364 -0.31623 0.29277 1.00000 1359
-0.18950 -0.94868 -1.46385 1.00000 942
0.47374 -0.31623 -1.46385 1.00000 866
0.77152 0.63246 -0.87831 1.00000 601
0.90687 0.31623 -0.29277 1.00000 1358
0.02707 0.63246 0.87831 1.00000 618
-1.04223 -0.31623 1.46385 1.00000 600
-0.33839 -0.94868 -1.46385 1.00000 706
-0.73091 0.00000 1.46385 1.00000 1585
-0.47374 -0.63246 0.87831 1.00000 1516
0.04061 0.31623 0.29277 1.00000 398
-1.63779 -1.26491 1.46385 1.00000 1365
0.52788 1.26491 1.46385 1.00000 446
0.32485 0.63246 -0.29277 1.00000 666
1.75961 1.58114 -0.29277 1.00000 775
-0.31132 -0.31623 -0.29277 1.00000 1479
-1.06930 -0.94868 0.87831 1.00000 1362
0.89334 1.26491 0.29277 1.00000 336
1.80021 1.58114 -0.87831 1.00000 478
0.20303 0.63246 0.29277 1.00000 911
0.25717 0.00000 -0.29277 1.00000 1476
-0.63617 -1.26491 -0.87831 1.00000 1110
0.62263 0.31623 -0.87831 1.00000 1339
-1.01516 -1.58114 -0.29277 1.00000 1530
-0.79859 -1.58114 -0.87831 1.00000 148
1.44829 1.58114 0.87831 1.00000 209
-0.85273 -0.31623 0.87831 1.00000 216
0.50081 0.63246 -0.29277 1.00000 550
-0.43313 -1.26491 -1.46385 1.00000 274
0.36546 0.94868 0.87831 1.00000 102
-0.04061 0.00000 -0.29277 1.00000 517
0.08121 -0.31623 -0.87831 1.00000 363
0.50081 0.63246 -0.29277 1.00000 1533
0.90687 0.63246 -0.87831 1.00000 204
-0.98809 -1.58114 -1.46385 1.00000 1429
0.20303 0.00000 -0.87831 1.00000 1417
0.60910 -0.31623 -1.46385 1.00000 1189
-0.50081 -0.63246 -0.29277 1.00000 1554
-0.06768 -0.94868 -1.46385 1.00000 24
-0.87980 -0.31623 1.46385 1.00000 784
1.10991 1.58114 0.29277 1.00000 202
1.04223 1.58114 0.29277 1.00000 236
-0.74445 -1.26491 -0.29277 1.00000 337
-1.93557 -1.58114 0.87831 1.00000 178
1.01516 0.31623 -1.46385 1.00000 1484
-0.48728 0.00000 0.29277 1.00000 887
0.47374 0.00000 -1.46385 1.00000 1347
-0.52788 -0.63246 0.29277 1.00000 1427
2.23335 1.58114 -0.87831 1.00000 1642
1.65132 1.58114 -0.87831 1.00000 1384
0.52788 0.00000 -0.87831 1.00000 488
-1.59718 -1.26491 0.87831 1.00000 464
-0.47374 -0.31623 0.87831 1.00000 174
0.36546 0.94868 0.29277 1.00000 360
0.40606 0.00000 -0.29277 1.00000 815
-0.64970 -1.26491 -1.46385 1.00000 1379
-0.06768 0.63246 1.46385 1.00000 1154
1.12344 0.63246 -1.46385 1.00000 1179
-0.82566 -1.58114 -0.87831 1.00000 614
0.56849 0.31623 -0.87831 1.00000 1028
0.20303 -0.31623 -1.46385 1.00000 475
0.87980 -0.31623 -1.46385 1.00000 143
0.09475 0.00000 -0.87831 1.00000 1564
-0.51435 0.00000 0.87831 1.00000 907
-0.71738 -1.26491 -1.46385 1.00000 277
1.38062 1.58114 -0.29277 1.00000 936
-0.60910 0.00000 0.87831 1.00000 1467
-0.71738 -0.63246 1.46385 1.00000 823
1.96264 0.94868 -1.46385 1.00000 1408
1.48890 0.63246 -1.46385 1.00000 23
-0.75799 -1.26491 -1.46385 1.00000 465
-1.61072 -1.58114 0.87831 1.00000 198
0.60910 -0.63246 -1.46385 1.00000 300
-0.92041 -0.31623 0.87831 1.00000 1459
-1.09637 -0.94868 0.87831 1.00000 954
-1.96264 -1.58114 0.87831 1.00000 1040
1.12344 0.94868 -0.87831 1.00000 756
0.90687 1.26491 -0.29277 1.00000 767
-0.51435 -0.94868 -0.29277 1.00000 1151
-1.15051 -1.26491 0.29277 1.00000 452
0.02707 0.31623 0.29277 1.00000 141
1.10991 0.94868 -0.29277 1.00000 703
-1.00162 -1.26491 -0.29277 1.00000 1196
-1.19112 -1.58114 -0.87831 1.00000 908
1.61072 0.94868 -1.46385 1.00000 830
0.71738 0.63246 -0.29277 1.00000 1518
1.48890 1.26491 -0.29277 1.00000 81
-1.80021 -1.58114 0.87831 1.00000 1061
-0.21657 0.63246 0.87831 1.00000 982
-2.00325 -1.58114 0.87831 1.00000 532
-1.25880 -0.63246 1.46385 1.00000 1078
-1.96264 -1.58114 1.46385 1.00000 652
-1.69193 -1.26491 0.87831 1.00000 557
0.36546 0.31623 0.87831 1.00000 379
1.38062 0.94868 -1.46385 1.00000 1391
0.60910 1.26491 1.46385 1.00000 386
1.10991 1.26491 0.29277 1.00000 1268
0.28424 0.31623 0.29277 1.00000 259
-1.02869 -0.63246 0.29277 1.00000 902
0.90687 0.00000 -0.87831 1.00000 1318
0.47374 0.94868 0.29277 1.00000 1488
-0.78506 -0.94868 -0.29277 1.00000 15
1.55658 1.26491 -1.46385 1.00000 656
-0.10828 0.00000 -0.29277 1.00000 538
1.70547 1.58114 -0.87831 1.00000 57
0.94748 1.58114 1.46385 1.00000 1548
0.64970 1.26491 0.87831 1.00000 140
0.09475 0.94868 0.87831 1.00000 1465
-0.98809 -0.31623 0.87831 1.00000 1118
-2.07092 -1.58114 0.87831 1.00000 1116
-1.25880 -1.58114 -0.87831 1.00000 1178
1.38062 1.26491 -0.87831 1.00000 1440
1.21819 0.94868 -0.29277 1.00000 1475
1.70547 1.26491 -1.46385 1.00000 696
-0.24364 -0.63246 -0.29277 1.00000 1474
2.40931 1.58114 -1.46385 1.00000 1620
0.02707 -0.31623 -0.87831 1.00000 943
-1.34001 -1.26491 0.87831 1.00000 1542
-0.44667 -0.63246 -0.87831 1.00000 625
-1.31294 -1.58114 -0.29277 1.00000 728
-1.31294 -0.63246 1.46385 1.00000 710
-1.84082 -0.94868 1.46385 1.00000 1275
-0.31132 -0.31623 -0.29277 1.00000 777
0.33839 0.31623 0.87831 1.00000 238
-0.24364 0.00000 0.29277 1.00000 737
-0.33839 0.63246 1.46385 1.00000 923
-1.00162 -0.31623 1.46385 1.00000 1399
-0.48728 0.63246 1.46385 1.00000 205
1.36708 0.63246 -1.46385 1.00000 179
1.52951 1.58114 -0.29277 1.00000 1357
-1.10991 -1.26491 0.87831 1.00000 613
-0.55495 -0.63246 0.29277 1.00000 1623
1.10991 1.58114 0.29277 1.00000 876
-0.43313 -0.31623 0.29277 1.00000 817
-0.46021 -0.94868 -0.87831 1.00000 83
0.51435 0.63246 0.87831 1.00000 595
-1.00162 -1.58114 -0.87831 1.00000 873
0.58202 0.00000 -1.46385 1.00000 233
-0.50081 0.00000 0.87831 1.00000 681
-0.73091 -1.26491 -0.87831 1.00000 862
0.64970 0.31623 -0.87831 1.00000 30
-0.24364 -0.63246 -0.87831 1.00000 1633
-1.81375 -1.26491 1.46385 1.00000 90
-1.71900 -1.26491 1.46385 1.00000 230
-2.07092 -1.26491 1.46385 1.00000 895
-0.48728 -0.31623 -0.29277 1.00000 333
-1.27233 -0.94868 0.87831 1.00000 1242
-1.24526 -0.94868 0.87831 1.00000 1105
-0.75799 -0.94868 -0.87831 1.00000 802
0.67677 0.63246 0.29277 1.00000 1480
-0.29778 -1.58114 -1.46385 1.00000 786
1.01516 1.26491 0.29277 1.00000 77
-1.05576 -0.63246 1.46385 1.00000 1043
-1.59718 -1.58114 0.29277 1.00000 861
0.05414 0.00000 -0.87831 1.00000 794
0.58202 0.31623 -0.87831 1.00000 487
-0.73091 -1.26491 -0.87831 1.00000 1007
0.94748 0.63246 -0.29277 1.00000 472
-0.24364 0.63246 1.46385 1.00000 1044
0.97455 1.26491 -0.29277 1.00000 316
1.69193 1.26491 -0.87831 1.00000 843
0.32485 0.94868 0.29277 1.00000 247
0.20303 0.31623 -0.29277 1.00000 1056
-0.10828 0.31623 0.29277 1.00000 29
-0.04061 -0.31623 -0.87831 1.00000 167
-0.24364 -0.31623 -0.29277 1.00000 25
-0.50081 -0.94868 -0.87831 1.00000 933
0.09475 -0.31623 -0.87831 1.00000 1182
-1.82729 -1.58114 1.46385 1.00000 827
0.43313 1.26491 0.87831 1.00000 1610
-0.71738 0.31623 1.46385 1.00000 1611
-0.58202 -0.94868 -0.87831 1.00000 399
0.24364 -0.31623 -0.29277 1.00000 1171
-0.18950 0.31623 0.87831 1.00000 1278
-0.78506 -0.31623 1.46385 1.00000 206
1.75961 0.94868 -1.46385 1.00000 20
0.86627 1.58114 0.29277 1.00000 1208
-0.98809 -0.31623 0.87831 1.00000 235
0.29778 0.31623 -0.29277 1.00000 123
-0.36546 -0.94868 -0.87831 1.00000 438
0.33839 0.63246 1.46385 1.00000 1646
2.07092 1.58114 -1.46385 1.00000 1263
0.23010 0.00000 -0.87831 1.00000 104
0.06768 -0.63246 -0.87831 1.00000 112
1.55658 1.58114 -0.87831 1.00000 521
-0.47374 -0.31623 1.46385 1.00000 1277
0.94748 0.00000 -1.46385 1.00000 1328
0.10828 -0.31623 -0.87831 1.00000 284
0.90687 0.94868 -0.87831 1.00000 389
0.23010 -0.31623 -1.46385 1.00000 1014
-0.24364 0.00000 0.87831 1.00000 282
1.28587 0.94868 -1.46385 1.00000 822
-1.05576 -0.31623 1.46385 1.00000 391
1.44829 0.94868 -0.29277 1.00000 1494
0.24364 -0.63246 -0.87831 1.00000 765
0.87980 0.94868 0.29277 1.00000 55
-1.52951 -1.58114 1.46385 1.00000 252
2.15214 1.58114 -1.46385 1.00000 663
0.83920 1.26491 0.29277 1.00000 1573
-1.27233 -0.63246 1.46385 1.00000 990
0.62263 0.94868 0.29277 1.00000 808
-0.44667 -0.94868 -0.87831 1.00000 1291
0.43313 0.00000 -1.46385 1.00000 1388
0.56849 0.31623 -0.29277 1.00000 1143
0.56849 1.26491 0.87831 1.00000 1458
0.23010 1.26491 1.46385 1.00000 1111
2.19274 1.58114 -1.46385 1.00000 829
-0.46021 0.31623 1.46385 1.00000 649
-0.87980 -0.94868 0.29277 1.00000 1572
1.73254 1.26491 -1.46385 1.00000 1334
-1.19112 -0.94868 0.29277 1.00000 1526
-0.16243 0.00000 0.29277 1.00000 772
1.10991 1.26491 -0.29277 1.00000 1625
0.23010 1.26491 1.46385 1.00000 1203
0.35192 0.63246 0.29277 1.00000 18
0.62263 0.63246 -0.29277 1.00000 1193
-0.02707 -0.31623 0.29277 1.00000 1272
1.90850 1.26491 -1.46385 1.00000 1031
0.29778 0.31623 -0.29277 1.00000 626
0.89334 1.26491 0.29277 1.00000 320
0.02707 -0.31623 -0.87831 1.00000 1085
0.86627 0.63246 -1.46385 1.00000 882
1.40769 1.26491 -1.46385 1.00000 972
0.35192 -0.31623 -1.46385 1.00000 905
-0.44667 -0.94868 -1.46385 1.00000 650
-0.44667 0.00000 0.29277 1.00000 164
-0.24364 -0.63246 -0.87831 1.00000 1313
0.37899 0.63246 0.29277 1.00000 1344
-0.09475 -0.94868 -1.46385 1.00000 340
0.35192 1.26491 1.46385 1.00000 1456
0.94748 1.26491 0.87831 1.00000 1012
-0.71738 0.00000 0.87831 1.00000 1114
1.96264 1.58114 -0.29277 1.00000 1147
0.13535 0.31623 0.87831 1.00000 347
0.90687 0.94868 0.87831 1.00000 562
1.42122 0.63246 -1.46385 1.00000 653
-0.58202 -1.26491 -1.46385 1.00000 633
1.10991 0.63246 -1.46385 1.00000 998
1.17758 0.94868 -1.46385 1.00000 727
-0.55495 0.00000 1.46385 1.00000 417
1.13698 1.26491 -0.87831 1.00000 617
-1.86789 -1.58114 0.87831 1.00000 1119
-0.43313 0.00000 0.87831 1.00000 860
-1.59718 -1.58114 0.29277 1.00000 1608
-1.69193 -0.94868 1.46385 1.00000 211
0.90687 0.94868 -0.29277 1.00000 463
-0.55495 -1.26491 -0.87831 1.00000 513
0.47374 0.94868 0.87831 1.00000 499
-1.06930 -1.58114 -0.29277 1.00000 1091
-1.12344 -0.94868 0.29277 1.00000 888
0.28424 0.94868 1.46385 1.00000 1145
-0.52788 -1.26491 -0.87831 1.00000 1127
-0.31132 0.31623 0.87831 1.00000 1593
-1.51597 -1.58114 0.29277 1.00000 1407
-0.20303 -1.58114 -1.46385 1.00000 1438
0.33839 0.00000 0.29277 1.00000 651
-1.25880 -0.63246 0.87831 1.00000 1186
0.60910 0.63246 0.87831 1.00000 1297
1.16405 1.58114 0.29277 1.00000 968
1.15051 0.94868 -0.29277 1.00000 58
1.44829 1.26491 -1.46385 1.00000 387
0.56849 1.58114 1.46385 1.00000 1331
-0.47374 -0.63246 0.29277 1.00000 365
0.89334 1.58114 0.87831 1.00000 131
-0.98809 -0.94868 -0.29277 1.00000 1130
-0.51435 0.31623 1.46385 1.00000 310
0.87980 0.94868 0.87831 1.00000 576
0.67677 -0.31623 -1.46385 1.00000 1063
0.74445 0.94868 0.29277 1.00000 1639
1.16405 1.26491 -0.29277 1.00000 1519
0.37899 0.31623 -0.29277 1.00000 99
-1.17758 -0.63246 1.46385 1.00000 1469
0.44667 0.63246 0.29277 1.00000 1093
0.29778 0.94868 0.87831 1.00000 256
-0.78506 -0.63246 0.29277 1.00000 1075
0.83920 1.58114 0.87831 1.00000 950
0.77152 0.63246 -0.87831 1.00000 217
0.13535 -0.63246 -0.87831 1.00000 361
0.31132 0.63246 0.29277 1.00000 289
1.32647 1.26491 0.29277 1.00000 755
-1.05576 -1.26491 -0.29277 1.00000 894
2.13860 1.58114 -0.87831 1.00000 616
0.37899 -0.31623 -1.46385 1.00000 4
1.71900 1.58114 -1.46385 1.00000 1559
0.09475 -0.63246 -1.46385 1.00000 1003
1.38062 0.94868 -1.46385 1.00000 1199
-2.13860 -1.58114 1.46385 1.00000 1327
-0.23010 -0.94868 -1.46385 1.00000 1271
-0.44667 -1.58114 -0.87831 1.00000 62
0.83920 0.63246 -0.29277 1.00000 996
-0.85273 0.00000 1.46385 1.00000 1227
0.02707 0.00000 -0.29277 1.00000 722
0.02707 0.94868 1.46385 1.00000 1236
